Unnamed: 0,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
6062,Côte d'Ivoire,From RDC,RDC,Air,240,5700,11970,2,0.01,2845,9943,India,9091
2082,South Africa,Direct Drop,DDP,Air,60,34067,86189,2,0.04,1828,791,India,8074
753,Côte d'Ivoire,From RDC,RDC,Air,60,21225,72165,3,0.06,2521,13336,India,9091
2546,South Africa,Direct Drop,DDP,Ocean,30,52516,236847,4,0.15,3622,9181,India,8074
3969,Zimbabwe,From RDC,RDC,Truck,30,20160,244137,12,0.4,2268,8405, Nashik,6420
3373,South Africa,Direct Drop,DDP,Truck,60,40,3199,79,1.33,3622,9181, Haarlem,9211
5726,Côte d'Ivoire,From RDC,RDC,Truck,60,2863,11709,4,0.07,3622,9181, Nashik,8608
4107,Côte d'Ivoire,From RDC,RDC,Air,60,1437,4167,2,0.05,138,211,India,9091
2444,South Africa,Direct Drop,DDP,Truck,60,45,3471,77,1.29,3622,9181,India,8074
4380,Zambia,From RDC,RDC,Truck,60,13709,74439,5,0.09,797,2340,India,6906
1066,Nigeria,From RDC,RDC,Air,30,15000,393750,26,0.88,1317,7924, Port Elizabeth,5168
3913,Uganda,From RDC,RDC,Truck,60,750,1830,2,0.04,3622,9181,India,5524
5287,Nigeria,From RDC,RDC,Air Charter,30,41665,296238,7,0.24,5110,17461,India,7633
5536,Mozambique,From RDC,RDC,Air,60,8556,28063,3,0.05,643,3156, Nashik,6074
5387,Tanzania,From RDC,RDC,Truck,120,33086,664036,20,0.17,5065,1352, Nashik,5091
5732,Mozambique,From RDC,RDC,Truck,60,15000,97800,6,0.11,15659,9925,India,6624
3498,South Africa,Direct Drop,DDP,Truck,30,32,475,14,0.5,3622,9181, Nashik,7527
2738,Côte d'Ivoire,Direct Drop,EXW,Air,30,1461,33603,23,0.77,154,1986,India,9091
5052,Côte d'Ivoire,From RDC,RDC,Truck,30,71,959,13,0.45,7,-978,India,9091
4000,"Congo, DRC",From RDC,RDC,Air,240,6032,11762,1,0.01,2572,15754,India,6583
1568,Nigeria,From RDC,RDC,Air,60,2708,25590,9,0.16,3622,9181, Nashik,7134
2427,South Africa,Direct Drop,DDP,Ocean,60,35364,96190,2,0.05,3793,7527,India,8074
3746,Haiti,Direct Drop,EXW,Air,240,3528,6526,1,0.01,1296,8230,India,14446
6018,Tanzania,From RDC,RDC,Truck,30,19014,260301,13,0.46,3622,9181, Nashik,5091
1687,Zambia,From RDC,RDC,Truck,30,35000,420350,12,0.4,2641,1938, Nashik,6339
851,Zimbabwe,From RDC,RDC,,60,500,1835,3,0.06,47,-293,India,6980
3546,Vietnam,Direct Drop,EXW,Air,60,8904,12465,1,0.02,429,1633,India,3157
895,Zambia,From RDC,RDC,Truck,60,60000,432000,7,0.12,12606,6053,India,6906
4592,Nigeria,From RDC,RDC,Air Charter,30,8257,66386,8,0.27,814,16090,India,7633
5878,Zimbabwe,From RDC,RDC,Truck,30,6392,27741,4,0.14,3622,9181, Nashik,6420
335,Vietnam,Direct Drop,EXW,Air,60,2080,8299,3,0.07,87,9657,India,3157
2839,South Africa,Direct Drop,DDP,Ocean,30,124312,826674,6,0.22,11603,9748,India,8074
3087,South Africa,Direct Drop,DDP,Truck,30,94,311,3,0.11,3622,9181,India,8074
4611,Rwanda,From RDC,RDC,Air,240,33792,65894,1,0.01,12605,71991,India,5921
1348,Haiti,From RDC,RDC,Air,60,5000,15200,3,0.05,3622,9181,India,14446
1015,Zambia,From RDC,RDC,Truck,30,50000,600500,12,0.4,3882,4468, Nashik,6339
2816,Tanzania,Direct Drop,FCA,Air,120,20000,674000,33,0.28,4727,20584,Germany,6837
1631,Tanzania,From RDC,RDC,,120,4155,170770,41,0.34,3622,9181,Germany,6837
2489,South Africa,Direct Drop,DDP,Ocean,60,96770,263214,2,0.05,10536,3957,India,8074
3730,South Africa,Direct Drop,DDP,Air,30,53234,248602,4,0.16,4507,4886,India,8074
3251,South Africa,Direct Drop,DDP,Truck,60,47,3625,77,1.29,3622,9181,India,8074
6012,Uganda,From RDC,RDC,Air,90,257,1876,7,0.08,3622,9181,India,5524
5877,Zimbabwe,From RDC,RDC,Truck,60,4669,14940,3,0.05,3622,9181,India,6980
5881,Côte d'Ivoire,From RDC,RDC,Air,240,5000,10500,2,0.01,1841,8447,India,9091
2070,South Africa,Direct Drop,DDP,Truck,30,6,71,11,0.39,3622,9181,India,8074
4452,Uganda,From RDC,RDC,Truck,60,118,1033,8,0.15,3622,9181, Nashik,4961
6341,Rwanda,From RDC,RDC,Air,60,5232,68800,13,0.22,526,8994, Nashik,5355
5408,"Congo, DRC",From RDC,RDC,Air,30,1540,5821,3,0.13,3622,9181, Nashik,6020
1635,Zimbabwe,From RDC,RDC,Truck,60,1560,14820,9,0.16,90,106,India,6980
4646,Zimbabwe,From RDC,RDC,Truck,30,48960,163036,3,0.11,3622,9181,India,6980
2479,Vietnam,Direct Drop,EXW,Air,60,1556,4045,2,0.04,2113,9784, Nashik,3641
2265,South Africa,Direct Drop,DDP,Truck,90,40,1303,32,0.36,3622,9181,India,8074
2959,South Africa,Direct Drop,DDP,Truck,60,3200,19098,5,0.1,3622,9181,South Africa,0
5323,Uganda,From RDC,RDC,Air,30,240,969,4,0.13,3622,9181, Nashik,4961
6140,Côte d'Ivoire,From RDC,RDC,Truck,60,37503,244519,6,0.11,3622,9181,India,9091
3059,South Africa,Direct Drop,DDP,Truck,90,46,1085,23,0.26,3622,9181,India,8074
5053,Côte d'Ivoire,From RDC,RDC,Truck,60,7303,14532,1,0.03,277,1286, Nashik,8608
5869,Nigeria,From RDC,RDC,Air Charter,30,3000,19710,6,0.22,2252,42548,India,7633
2141,Rwanda,Direct Drop,CIP,Air,30,276,2362,8,0.29,26,1187,India,5921
5104,Côte d'Ivoire,From RDC,RDC,Air,60,19937,139559,7,0.12,5340,4028,India,9091
3118,Vietnam,Direct Drop,FCA,Air,30,560,13025,23,0.78,67,3476,Germany,9157
5188,Côte d'Ivoire,From RDC,RDC,Truck,60,2551,3647,1,0.02,3622,9181,India,9091
6132,Zambia,From RDC,RDC,Truck,30,600906,5768697,9,0.32,67880,77454, Nashik,6339
4045,Nigeria,From RDC,RDC,Air Charter,60,97000,786670,8,0.14,12823,27812, Nashik,7134
3356,South Africa,Direct Drop,DDP,Truck,30,106,1653,15,0.52,3622,9181,India,8074
2744,Rwanda,Direct Drop,CIP,Air,60,672,2466,3,0.06,49,-779,India,5921
5092,Nigeria,From RDC,RDC,Air Charter,60,112000,403200,3,0.06,6295,15941,India,7633
3506,Côte d'Ivoire,Direct Drop,EXW,Air,60,4448,133440,30,0.5,693,4066, Nashik,8608
1679,Zambia,From RDC,RDC,Air,30,81198,162396,2,0.07,4678,29610,India,6906
4249,"Congo, DRC",From RDC,RDC,Air,60,2000,20580,10,0.17,274,1371, Nashik,6020
3147,Haiti,Direct Drop,CIP,Air,180,192,3256,16,0.09,54,-710, Haarlem,7467
2294,Haiti,Direct Drop,EXW,Ocean,30,43309,140321,3,0.11,5000,5914,India,14446
580,Tanzania,From RDC,RDC,Air,60,1300,4420,3,0.06,16709,14210,India,5659
1470,Rwanda,From RDC,RDC,Air,60,3431,11356,3,0.06,216,1520,India,5921
4799,Zambia,From RDC,RDC,Truck,60,50000,136500,2,0.05,3622,9181,India,6906
4070,Nigeria,From RDC,RDC,Air Charter,30,19356,261112,13,0.45,1960,6009, Nashik,7134
5308,Uganda,From RDC,RDC,Air,60,2067,26788,12,0.22,220,616, Nashik,4961
3343,South Africa,Direct Drop,DDP,Truck,90,12,204,17,0.19,3622,9181,India,8074
4992,Tanzania,From RDC,RDC,Truck,60,12917,29709,2,0.04,2461,2592,India,5659
4583,Mozambique,From RDC,RDC,Truck,60,100000,1122000,11,0.19,3622,9181,India,6624
3672,Rwanda,Direct Drop,CIP,Air,30,72091,789396,10,0.36,6842,72790, Nashik,5355
559,Nigeria,From RDC,RDC,Air,60,7436,100386,13,0.22,962,4180,India,7633
5237,Tanzania,From RDC,RDC,Truck,30,68235,1359241,19,0.66,83,1094, Nashik,5091
5215,Zimbabwe,From RDC,RDC,Truck,60,88719,493277,5,0.09,11668,14697,India,6980
2849,Uganda,Direct Drop,EXW,Air,30,168,336,2,0.07,8,21,India,5524
512,South Africa,Direct Drop,DDP,Truck,240,650,3614,5,0.02,3622,9181,Canada,15035
4729,Uganda,From RDC,RDC,Truck,120,12713,240275,18,0.16,2630,5926,Germany,5868
1081,Haiti,From RDC,RDC,Air,60,4860,7241,1,0.02,2034,22441,India,14446
1664,Uganda,From RDC,RDC,,60,328,1115,3,0.06,3622,9181,India,5524
1012,Tanzania,From RDC,RDC,Air,30,20000,248400,12,0.41,3622,9181,India,5659
1931,Vietnam,Direct Drop,EXW,Air,60,20000,129800,6,0.11,1725,2273, Nashik,3641
1150,Tanzania,From RDC,RDC,,60,7661,274263,35,0.6,750,2901,India,5659
2838,Côte d'Ivoire,Direct Drop,CIP,Air,30,6960,350784,50,1.68,3622,9181, Haarlem,5009
5949,Uganda,From RDC,RDC,Truck,30,22872,139061,6,0.2,3622,9181, Nashik,4961
116,South Africa,Direct Drop,DDP,Truck,30,1300,20410,15,0.52,3622,9181,India,8074
740,Zimbabwe,From RDC,RDC,Air,60,37240,275576,7,0.12,3622,9181,India,6980
6239,Côte d'Ivoire,From RDC,RDC,Air,30,26076,116038,4,0.15,3622,9181, Nashik,8608
5177,Côte d'Ivoire,From RDC,RDC,Air,60,6594,15364,2,0.04,3622,9181,India,9091
3675,South Africa,Direct Drop,DDP,Truck,90,75,1952,26,0.29,3622,9181,India,8074
5906,Zambia,From RDC,RDC,Truck,60,20927,52526,2,0.04,3622,9181,India,6906
830,Côte d'Ivoire,From RDC,RDC,,60,1200,42960,35,0.6,3622,9181,India,9091
119,Vietnam,Direct Drop,EXW,Air,60,9000,21600,2,0.04,2228,8809,India,3157
4752,Uganda,From RDC,RDC,Truck,60,6384,22982,3,0.06,382,587, Nashik,4961
6203,Nigeria,From RDC,RDC,Air Charter,30,12240,58140,4,0.16,1082,8736,India,7633
6150,Nigeria,From RDC,RDC,Air Charter,30,301,2061,6,0.23,3622,9181,India,7633
6422,Zimbabwe,From RDC,RDC,Truck,30,20160,224784,11,0.37,2277,9942, Nashik,6420
635,Nigeria,From RDC,RDC,Air Charter,60,30415,346731,11,0.19,3415,14128,India,7633
4465,Tanzania,From RDC,RDC,Air,60,40000,109200,2,0.05,6240,26922,India,5659
4364,"Congo, DRC",From RDC,RDC,Air,60,380,2120,5,0.09,21,-105,India,6583
4142,Côte d'Ivoire,From RDC,RDC,Air,60,80010,897712,11,0.19,9402,32266,India,9091
991,Zimbabwe,From RDC,RDC,Air,30,1860,23101,12,0.41,4256,4145,India,6980
876,Haiti,From RDC,RDC,Air,30,19740,237077,12,0.4,2941,30051,India,14446
4869,Côte d'Ivoire,From RDC,RDC,Air,30,1309,29452,22,0.75,3622,9181, Nashik,8608
5315,Tanzania,From RDC,RDC,Truck,60,10727,46126,4,0.07,945,6579,India,5659
5222,Zimbabwe,From RDC,RDC,Truck,30,10114,87283,8,0.29,3622,9181, Nashik,6420
4,Tanzania,Direct Drop,EXW,Air,60,16667,60834,3,0.06,1478,5212,India,5659
3051,South Africa,Direct Drop,DDP,Ocean,30,55000,131450,2,0.08,3099,6321,India,8074
5691,Tanzania,From RDC,RDC,Truck,60,50000,194500,3,0.06,2791,9167, Nashik,5091
3124,South Africa,Direct Drop,DDP,Truck,60,268,18310,68,1.14,3622,9181,India,8074
2660,South Africa,Direct Drop,DDP,Truck,30,98,2214,22,0.75,3622,9181,India,8074
2491,Haiti,Direct Drop,EXW,Ocean,30,4176,19209,4,0.15,426,1251,India,14446
5173,Haiti,From RDC,RDC,Air,240,3840,7411,1,0.01,3622,9181,India,14446
3854,Uganda,From RDC,RDC,Truck,60,451,1132,2,0.04,698,2865,India,5524
4933,Tanzania,From RDC,RDC,Truck,60,26300,119402,4,0.08,2278,6865,India,5659
4777,Nigeria,From RDC,RDC,Air Charter,60,8383,63123,7,0.13,3622,9181,India,7633
1715,Nigeria,From RDC,RDC,Air Charter,30,16000,155520,9,0.32,1364,9181,India,7633
1148,Mozambique,From RDC,RDC,Air,240,1306,28079,21,0.09,3622,9181,India,6624
3261,South Africa,Direct Drop,DDP,Air,60,85111,246821,2,0.05,5437,8205,India,8074
574,Zambia,From RDC,RDC,,30,44135,548156,12,0.41,3462,11569, Nashik,6339
3769,Mozambique,From RDC,RDC,Air,60,92,709,7,0.13,363,816,India,6624
3736,South Africa,Direct Drop,DDP,Ocean,30,57577,404766,7,0.23,3950,5639,India,8074
4146,Nigeria,From RDC,RDC,Air,30,6000,27600,4,0.15,514,9181,India,7633
853,Mozambique,From RDC,RDC,Air,30,24140,48280,2,0.07,1434,2682,India,6624
1982,South Africa,Direct Drop,DDP,Truck,240,60,1470,24,0.1,3622,9181,India,8074
2774,South Africa,Direct Drop,DDP,Truck,120,33,844,25,0.21,3622,9181, Latina,7877
5919,Zambia,From RDC,RDC,Truck,60,2548,38321,15,0.25,257,-639, Nashik,6339
4929,Zimbabwe,From RDC,RDC,Truck,60,7150,21092,2,0.05,3622,9181,India,6980
5211,Côte d'Ivoire,From RDC,RDC,Air,240,7420,13727,1,0.01,3622,9181,India,9091
1166,Mozambique,From RDC,RDC,Air,180,840,42000,50,0.28,3622,9181, Haarlem,8465
6002,Zambia,From RDC,RDC,Truck,240,3648,44067,12,0.05,974,5923,India,6906
971,Côte d'Ivoire,From RDC,RDC,,60,8347,62602,7,0.12,1313,2908,India,9091
2701,South Africa,Direct Drop,DDP,Truck,60,920,25777,28,0.47,3622,9181,India,8074
4495,Côte d'Ivoire,From RDC,RDC,Truck,30,1980,44550,22,0.75,3622,9181, Nashik,8608
3847,Zimbabwe,From RDC,RDC,Truck,30,6392,27741,4,0.14,571,3428,India,6980
2368,Vietnam,Direct Drop,EXW,Air,60,8000,51920,6,0.11,696,599, Nashik,3641
4115,Côte d'Ivoire,From RDC,RDC,Air,60,1681,4589,2,0.05,164,1976,India,9091
4780,Haiti,From RDC,RDC,Air,60,10167,24807,2,0.04,487,5113,India,14446
4131,Uganda,From RDC,RDC,Air,60,75,255,3,0.06,10,865,India,5524
2950,Vietnam,Direct Drop,FCA,Air,120,1400,115080,82,0.68,209,-46,Germany,9157
5625,Zimbabwe,From RDC,RDC,Truck,30,17422,66377,3,0.13,3622,9181,India,6980
524,Zimbabwe,From RDC,RDC,,30,1050,17062,16,0.54,90,428,India,6980
2455,Uganda,Direct Drop,EXW,Air,60,240,6261,26,0.43,25,-85,India,5524
5016,Zambia,From RDC,RDC,Truck,120,46009,942264,20,0.17,22534,29981, Nashik,6339
1841,Vietnam,Direct Drop,EXW,Air,60,20500,228575,11,0.19,2904,13223,India,3157
5986,Rwanda,From RDC,RDC,Air,60,10078,24590,2,0.04,3622,9181,India,5921
537,Côte d'Ivoire,From RDC,RDC,,60,1926,16409,8,0.14,105,-23,India,9091
2806,South Africa,Direct Drop,DDP,Air,60,32070,81137,2,0.04,1727,791,India,8074
5801,Zimbabwe,From RDC,RDC,Truck,30,4000,20520,5,0.17,3622,9181,India,6980
5596,Zambia,From RDC,RDC,Truck,60,15000,219450,14,0.24,1677,7510, Nashik,6339
4341,Zimbabwe,From RDC,RDC,Truck,240,194,1650,8,0.04,3622,9181,India,6980
3175,South Africa,Direct Drop,DDP,Truck,30,2,53,26,0.89,3622,9181,India,8074
784,Zimbabwe,From RDC,RDC,Truck,30,4000,48040,12,0.4,8523,34673,India,6980
4057,Mozambique,From RDC,RDC,Truck,60,40070,324967,8,0.14,28111,17448, Nashik,6074
1409,Nigeria,From RDC,RDC,Air,120,2034,83597,41,0.34,3622,9181,Germany,4614
2537,South Africa,Direct Drop,DDP,Truck,120,39,1523,39,0.33,3622,9181, Latina,7877
154,Haiti,Direct Drop,EXW,Air,100,25,10000,400,4.0,60,498,Thailand,16167
3009,Nigeria,Direct Drop,EXW,Air,30,9070,163260,18,0.6,3622,9181,India,7633
1686,Uganda,From RDC,RDC,Air,60,1400,18900,13,0.22,156,282,India,5524
2901,Haiti,Direct Drop,FCA,Air,60,300,2712,9,0.15,44,75,Germany,7877
6433,Nigeria,From RDC,RDC,Air Charter,60,169447,635426,3,0.06,8039,29936,India,7633
4721,Rwanda,From RDC,RDC,Truck,90,2900,23954,8,0.09,5621,9640,India,5921
3863,Nigeria,From RDC,RDC,Air Charter,30,115089,1127872,9,0.33,11004,17495, Nashik,7134
2733,South Africa,Direct Drop,DDP,Truck,240,124,3352,27,0.11,3622,9181,India,8074
1895,Zambia,Direct Drop,CIP,Air,120,10000,369100,36,0.31,2294,100,Germany,7464
5442,Nigeria,From RDC,RDC,Air Charter,60,13660,49176,3,0.06,849,871, Nashik,7134
569,Mozambique,From RDC,RDC,Air,240,2744,6695,2,0.01,998,2894,India,6624
5854,Côte d'Ivoire,From RDC,RDC,Truck,60,5070,80562,15,0.26,3622,9181, Nashik,8608
1816,Tanzania,Direct Drop,EXW,Air,30,9000,179100,19,0.66,1081,4834, Nashik,5091
2065,South Africa,Direct Drop,DDP,Truck,60,226,4088,18,0.3,3622,9181,India,8074
127,South Africa,Direct Drop,DDP,Air,30,1120,16307,14,0.49,3622,9181,India,8074
3394,Mozambique,Direct Drop,CIP,Air,60,100,5550,55,0.92,3622,9181, Haarlem,8465
3327,Côte d'Ivoire,Direct Drop,FCA,Air,120,10280,371724,36,0.3,2573,12562,Germany,5008
6476,Uganda,From RDC,RDC,Truck,60,5000,18650,3,0.06,297,326, Nashik,4961
6102,Côte d'Ivoire,From RDC,RDC,Truck,30,2600,35152,13,0.45,235,-186,India,9091
2975,South Africa,Direct Drop,DDP,Truck,30,6,71,11,0.39,3622,9181,India,8074
980,Uganda,From RDC,RDC,Air,60,1000,1520,1,0.03,3622,9181,India,5524
2300,South Africa,Direct Drop,DDP,Truck,30,2,30,15,0.51,3622,9181,India,8074
190,South Africa,Direct Drop,DDP,Air,60,3675,9371,2,0.04,3622,9181,India,8074
1139,Tanzania,From RDC,RDC,Air,30,28665,466092,16,0.54,2515,5834,India,5659
5088,Zimbabwe,From RDC,RDC,Truck,60,6180,24411,3,0.07,3622,9181,India,6980
699,Nigeria,From RDC,RDC,Air,30,100,224,2,0.07,118,616,India,7633
6204,Nigeria,From RDC,RDC,Air Charter,30,336,1596,4,0.16,30,8736,India,7633
606,Mozambique,From RDC,RDC,Air,60,32067,230882,7,0.12,2382,2671,India,6624
4276,Uganda,From RDC,RDC,Truck,120,4968,145612,29,0.24,1207,6238,India,5524
301,South Africa,Direct Drop,DDP,Truck,30,100,1828,18,0.61,3622,9181,France,8670
3420,Vietnam,Direct Drop,EXW,Air,60,12665,118417,9,0.16,3622,9181, Nashik,3641
6254,Côte d'Ivoire,From RDC,RDC,Truck,60,100425,267130,2,0.04,6880,6826,India,9091
1060,Côte d'Ivoire,From RDC,RDC,Air,60,21542,84013,3,0.06,1583,5381, Nashik,8608
6307,Nigeria,From RDC,RDC,Air Charter,60,99974,1121708,11,0.19,3622,9181,India,7633
2565,South Africa,Direct Drop,DDP,Ocean,30,108677,722702,6,0.22,10144,7809,India,8074
6488,Zimbabwe,From RDC,RDC,Truck,60,46752,168307,3,0.06,3622,9181,India,6980
1069,Uganda,From RDC,RDC,Air,60,3374,24292,7,0.12,250,1331,India,5524
2524,South Africa,Direct Drop,DDP,Truck,30,600,11761,19,0.65,3622,9181,India,8074
2205,South Africa,Direct Drop,DDP,Ocean,30,119251,508009,4,0.14,9461,6292,India,8074
1243,Haiti,From RDC,RDC,Air,240,350,5652,16,0.07,3622,9181,India,14446
16,Vietnam,Direct Drop,EXW,Air,60,400,3352,8,0.14,23,1149,India,3157
3120,South Africa,Direct Drop,DDP,Truck,240,3,53,17,0.07,3622,9181,India,8074
6479,Mozambique,From RDC,RDC,Truck,240,24871,37555,1,0.01,3622,9181,India,6624
4642,Zimbabwe,From RDC,RDC,Truck,240,62500,121875,1,0.01,23176,16308,India,6980
4754,Zimbabwe,From RDC,RDC,Truck,30,1087,14294,13,0.44,102,-871, Nashik,6420
815,Nigeria,From RDC,RDC,,60,1260,2016,1,0.03,988,3251,India,7633
3067,Vietnam,Direct Drop,EXW,Air,60,1123,4660,4,0.07,3622,9181, Nashik,3641
6209,Nigeria,From RDC,RDC,Air Charter,30,109140,1282395,11,0.39,8735,8736, Nashik,7134
5600,Zambia,From RDC,RDC,Truck,30,109226,450011,4,0.14,6636,9598,India,6906
959,Zimbabwe,From RDC,RDC,,60,421,4113,9,0.16,25,-484,India,6980
4893,Mozambique,From RDC,RDC,Truck,240,9400,18988,2,0.01,3642,4678,India,6624
225,South Africa,Direct Drop,DDP,Truck,240,1000,6410,6,0.03,3622,9181,Canada,15035
3354,Vietnam,Direct Drop,EXW,Air,60,840,6300,7,0.12,57,7747, Nashik,3641
5895,Haiti,From RDC,RDC,Air,240,4000,7800,1,0.01,1496,13897,India,14446
2485,Uganda,Direct Drop,EXW,Air,30,12370,241215,19,0.65,1652,6172, Nashik,4961
562,Nigeria,From RDC,RDC,Air,60,12984,266172,20,0.34,3286,17208,India,7633
3436,Vietnam,Direct Drop,EXW,Air,60,50000,117500,2,0.04,2537,8145,India,3157
1693,Nigeria,From RDC,RDC,Air,336,2,76,38,0.11,3622,9181,France,4142
1045,Nigeria,From RDC,RDC,Air,60,2454,8343,3,0.06,231,3401,India,7633
3446,Uganda,Direct Drop,EXW,Air,30,252,509,2,0.07,9,678,India,5524
4565,"Congo, DRC",From RDC,RDC,Air,30,10,41,4,0.14,3622,9181,India,6583
954,Tanzania,From RDC,RDC,Truck,60,6376,136573,21,0.36,640,1751,India,5659
6475,Nigeria,From RDC,RDC,Air Charter,60,306992,2369978,7,0.13,3622,9181,India,7633
2735,"Congo, DRC",Direct Drop,EXW,Air,60,3974,6835,1,0.03,209,2743,India,6583
6371,Tanzania,From RDC,RDC,Truck,60,14798,63631,4,0.07,3622,9181,India,5659
4735,Zimbabwe,From RDC,RDC,Truck,60,37963,136666,3,0.06,3622,9181,India,6980
6257,Nigeria,From RDC,RDC,Air Charter,60,1000,5560,5,0.09,3622,9181,India,7633
1218,Nigeria,From RDC,RDC,Air,30,1031,12382,12,0.4,236,651,India,7633
5254,"Congo, DRC",From RDC,RDC,Air,30,19,78,4,0.14,3622,9181,India,6583
5511,Uganda,From RDC,RDC,Air,30,2500,29375,11,0.39,3622,9181, Nashik,4961
6180,Zimbabwe,From RDC,RDC,Truck,60,1900,6460,3,0.06,3622,9181,India,6980
1527,Haiti,From RDC,RDC,Air,60,39,68,1,0.03,3622,9181,India,14446
3987,Mozambique,From RDC,RDC,Truck,60,170900,1466322,8,0.14,3622,9181,India,6624
6412,Mozambique,From RDC,RDC,Truck,30,720,2908,4,0.13,52,-496, Nashik,6074
1300,Côte d'Ivoire,From RDC,RDC,,60,2770,28392,10,0.17,3622,9181,India,9091
6354,Zambia,From RDC,RDC,Truck,30,70156,267294,3,0.13,6022,17219,India,6906
5699,Uganda,From RDC,RDC,Air,60,23819,53830,2,0.04,1447,7854,India,5524
160,Vietnam,Direct Drop,CIP,Air,60,800,5600,7,0.12,161,1514,France,9916
4067,Zimbabwe,From RDC,RDC,Truck,30,100167,1026711,10,0.34,21570,23309, Nashik,6420
5800,Côte d'Ivoire,From RDC,RDC,Air,240,7107,14924,2,0.01,2633,2688,India,9091
956,Nigeria,From RDC,RDC,,120,2703,55411,20,0.17,3622,9181, Port Elizabeth,5168
3791,Nigeria,From RDC,RDC,Air Charter,30,3598,42276,11,0.39,290,9181, Nashik,7134
3234,South Africa,Direct Drop,DDP,Truck,60,300,6758,22,0.38,3622,9181,India,8074
2869,South Africa,Direct Drop,DDP,Ocean,30,9572,43169,4,0.15,3622,9181,India,8074
3777,Mozambique,From RDC,RDC,Air,30,10000,57800,5,0.19,2156,2423,India,6624
4433,Nigeria,From RDC,RDC,Air Charter,60,60000,681000,11,0.19,6949,10637,India,7633
4973,Côte d'Ivoire,From RDC,RDC,Truck,60,36240,310939,8,0.14,13509,35857,India,9091
6015,Côte d'Ivoire,From RDC,RDC,Truck,240,3000,6300,2,0.01,1159,4405,India,9091
2961,Vietnam,Direct Drop,EXW,Air,60,6600,14850,2,0.04,657,192,India,3157
5980,Rwanda,From RDC,RDC,Air,30,51240,200348,3,0.13,4331,7684,India,5921
2200,Côte d'Ivoire,Direct Drop,CIP,Air,30,6120,308448,50,1.68,3622,9181, Haarlem,5009
98,South Africa,Direct Drop,DDP,,30,100,1849,18,0.62,3622,9181,France,8670
6316,"Congo, DRC",From RDC,RDC,Air,60,21,54,2,0.04,3622,9181,India,6583
2557,Côte d'Ivoire,Direct Drop,EXW,Air,30,7000,8750,1,0.04,480,4325,India,9091
3183,South Africa,Direct Drop,DDP,Air,60,2,5,2,0.04,1,3116,India,8074
253,South Africa,Direct Drop,DDP,Air,30,500,8820,17,0.59,3622,9181, Port Elizabeth,573
3923,Zimbabwe,From RDC,RDC,Truck,60,36192,254067,7,0.12,2036,4530, Nashik,6420
4199,Uganda,From RDC,RDC,Truck,30,47312,199656,4,0.14,20230,78938, Nashik,4961
1445,Côte d'Ivoire,From RDC,RDC,Air,60,28170,319729,11,0.19,3622,9181,India,9091
5539,Côte d'Ivoire,From RDC,RDC,Air,240,551,1113,2,0.01,3622,9181,India,9091
1648,Zambia,From RDC,RDC,,60,18974,140407,7,0.12,1928,6194,India,6906
4682,Nigeria,From RDC,RDC,Air Charter,60,12000,102960,8,0.14,1749,19225,India,7633
4723,Mozambique,From RDC,RDC,Truck,60,10868,122047,11,0.19,1026,138, Nashik,6074
3991,Tanzania,From RDC,RDC,Truck,60,58920,505533,8,0.14,6560,7057,India,5659
1696,Nigeria,From RDC,RDC,Air,60,784,3057,3,0.06,58,102, Nashik,7134
3191,Zambia,Direct Drop,EXW,Air,60,39201,88202,2,0.04,3986,19555,India,6906
6197,Nigeria,From RDC,RDC,Air Charter,90,1000,10070,10,0.11,119,9181,India,7633
4499,Uganda,From RDC,RDC,Truck,30,99404,449306,4,0.15,6960,28545,India,5524
1154,Côte d'Ivoire,From RDC,RDC,,30,4515,15667,3,0.12,3622,9181, Haarlem,5009
2255,South Africa,Direct Drop,DDP,Truck,60,12,212,17,0.3,3622,9181,India,8074
1682,Mozambique,From RDC,RDC,Air,30,2500,31050,12,0.41,3622,9181,India,6624
3170,Rwanda,Direct Drop,CIP,Air,240,2468,7231,2,0.01,907,-350,India,5921
2056,Zimbabwe,Direct Drop,EXW,Air,30,9810,132336,13,0.45,962,5773, Nashik,6420
4090,Côte d'Ivoire,From RDC,RDC,Truck,60,145000,1119400,7,0.13,16614,23788,India,9091
6336,Zimbabwe,From RDC,RDC,Truck,60,71030,333841,4,0.08,3622,9181,India,6980
3108,South Africa,Direct Drop,DDP,Truck,60,1,24,24,0.42,3622,9181,India,8074
4548,Zimbabwe,From RDC,RDC,Truck,30,42444,366291,8,0.29,1423,5623, Nashik,6420
3723,South Africa,Direct Drop,DDP,Truck,240,21,398,19,0.08,3622,9181,India,8074
5423,Nigeria,From RDC,RDC,Air Charter,60,100000,811000,8,0.14,3622,9181,India,7633
2049,Haiti,Direct Drop,EXW,Ocean,60,2160,8532,3,0.07,3622,9181, Nashik,14325
4976,Zimbabwe,From RDC,RDC,Truck,60,4800,34896,7,0.12,3622,9181,India,6980
3643,Vietnam,Direct Drop,EXW,Air,30,27608,389272,14,0.47,3622,9181, Nashik,3641
6407,"Congo, DRC",From RDC,RDC,Air,60,761,1719,2,0.04,3622,9181,India,6583
623,Nigeria,From RDC,RDC,Air,30,4,105,26,0.88,1,-538, Port Elizabeth,5168
