,0
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4873,"  (0, 0)	1.6330679886231343
  (0, 1)	-0.4967631260308191
  (0, 2)	-0.4477909858379417
  (0, 3)	-0.009965903433345894
  (0, 4)	-0.5558550375312458
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.02694480232801393
  (0, 9)	3.712268167078368
  (0, 19)	2.04362447656144
  (0, 21)	5.7001710839938475
  (0, 27)	2.000575788029838
  (0, 38)	6.70078468574501"
4874,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.4730751540686056
  (0, 2)	-0.4293466016677157
  (0, 3)	-0.2280299846826724
  (0, 4)	0.07809853329432162
  (0, 5)	-0.6850343337650484
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4875,"  (0, 0)	-0.22679080041325675
  (0, 1)	1.1777743919368906
  (0, 2)	1.7593492453660469
  (0, 3)	-0.05357871968321119
  (0, 4)	-0.12209733117691018
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.28420143403131465
  (0, 10)	4.122731597850715
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
4876,"  (0, 0)	0.5702915377451966
  (0, 1)	-0.1624055217864
  (0, 2)	0.7728328970680458
  (0, 3)	0.7750647890642295
  (0, 4)	0.1114645107061936
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.9046890710947982
  (0, 8)	3.128039359299917
  (0, 19)	2.04362447656144
  (0, 25)	5.412630686041086
  (0, 29)	4.537951372605795
  (0, 39)	4.472436630062954"
4877,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.7599918864366598
  (0, 2)	1.2351851982658435
  (0, 3)	-0.05357871968321119
  (0, 4)	-0.12209733117691018
  (0, 5)	0.4579231274162333
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 40)	2.103542762656433"
4878,"  (0, 0)	2.164456214062103
  (0, 1)	0.5725796082633928
  (0, 2)	-0.24877445132743442
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.7226849245906055
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.28420143403131465
  (0, 10)	4.122731597850715
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
4879,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.14384611572507527
  (0, 2)	0.6857170798747608
  (0, 3)	0.12087254531625001
  (0, 4)	0.07809853329432162
  (0, 5)	0.04801631863225811
  (0, 6)	-0.3936314937857038
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
4880,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.5006406214413005
  (0, 2)	-0.45275348896024986
  (0, 3)	0.46977507531517243
  (0, 4)	0.5118562396486572
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
4881,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.3165474113106977
  (0, 2)	-0.19210194766799762
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.5892210149431176
  (0, 5)	0.05823506786346727
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 40)	2.103542762656433"
4882,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.0507336539645361
  (0, 2)	-0.32634083290750754
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 29)	4.537951372605795
  (0, 40)	2.103542762656433"
4883,"  (0, 0)	0.30459742502571213
  (0, 1)	-0.45070318054873726
  (0, 2)	-0.4247513845305311
  (0, 3)	-0.315255617182403
  (0, 4)	-0.5892210149431176
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4884,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.4307752041360814
  (0, 2)	-0.2894354952744935
  (0, 3)	0.2953238103157112
  (0, 4)	1.4461036071810724
  (0, 5)	-0.6401103984655817
  (0, 6)	-0.08837922183924993
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 33)	2.46416498527817"
4885,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.4942251290348677
  (0, 2)	-0.4339197264148177
  (0, 3)	0.5133878915650377
  (0, 4)	2.0133252231828958
  (0, 5)	-0.0051983000057367924
  (0, 6)	-2.607574386921871
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 34)	7.482350085235563"
4886,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.47711714928438015
  (0, 2)	-0.3920104624280906
  (0, 3)	0.42616225906530714
  (0, 4)	0.4784902622367852
  (0, 5)	-0.6829134612830994
  (0, 6)	-0.6547277767084567
  (0, 14)	4.394704435480066
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4887,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.031275676995574965
  (0, 2)	0.1503135293200252
  (0, 3)	-0.0971915359330765
  (0, 4)	-0.15546330858878218
  (0, 5)	-0.1877861400426251
  (0, 6)	-1.6154085118154096
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4888,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.4366501971822653
  (0, 2)	-0.4195320573735125
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.2555612408243981
  (0, 5)	1.2848705887871033
  (0, 6)	-0.3936314937857038
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
4889,"  (0, 0)	-0.6253319694924834
  (0, 1)	12.545838936358402
  (0, 2)	14.264288234537963
  (0, 3)	-0.1408043521829418
  (0, 4)	0.3116603751774254
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.3936314937857038
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
4890,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.2458774229865811
  (0, 2)	-0.1174269076399872
  (0, 3)	-0.05357871968321119
  (0, 4)	-0.12209733117691018
  (0, 5)	-0.5057242057457177
  (0, 6)	-0.4953822511011884
  (0, 10)	4.122731597850715
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
4891,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.48200514349880513
  (0, 2)	-0.42468786890904353
  (0, 3)	0.03364691281651941
  (0, 4)	0.712052104119889
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.5161163676862306
  (0, 7)	5.735178911963309
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
4892,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.42334921292570493
  (0, 2)	-0.3306598951686594
  (0, 3)	0.03364691281651941
  (0, 4)	0.745418081531761
  (0, 5)	-0.6472442422685013
  (0, 6)	-0.7714531737798052
  (0, 12)	4.963728285804211
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
4893,"  (0, 0)	0.30459742502571213
  (0, 1)	-0.5000061221923127
  (0, 2)	-0.4022723776214669
  (0, 3)	14.731165989021125
  (0, 4)	10.922041192152712
  (0, 5)	-0.0051983000057367924
  (0, 6)	3.3799777246919676
  (0, 9)	3.712268167078368
  (0, 19)	2.04362447656144
  (0, 21)	5.7001710839938475
  (0, 27)	2.000575788029838
  (0, 45)	18.928510797785467"
4894,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.29767693364635495
  (0, 2)	-0.14651706228127495
  (0, 3)	-0.4024812496821336
  (0, 4)	-0.5892210149431176
  (0, 5)	0.6991241705906233
  (0, 6)	0.4775853679080117
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
4895,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.38377525976661003
  (0, 2)	-0.39095002770412496
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.2555612408243981
  (0, 5)	-0.6210225461280401
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4896,"  (0, 0)	-0.6253319694924834
  (0, 1)	0.578877600808902
  (0, 2)	0.5609889685658181
  (0, 3)	-0.1844171684328071
  (0, 4)	0.14483048811806562
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.17592326964276123
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
4897,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.5010166209962563
  (0, 2)	-0.45380287748917425
  (0, 3)	0.3825494428154418
  (0, 4)	1.679665449064176
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
4898,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.41902521804371357
  (0, 2)	-0.38825751766280586
  (0, 3)	-0.2716428009325377
  (0, 4)	-0.3890251504718859
  (0, 5)	-0.6183232538782867
  (0, 6)	-0.4569857389066659
  (0, 12)	4.963728285804211
  (0, 19)	2.04362447656144
  (0, 25)	5.412630686041086
  (0, 27)	2.000575788029838
  (0, 39)	4.472436630062954"
4899,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.30975034738469265
  (0, 2)	-0.026839823654970885
  (0, 3)	0.2953238103157112
  (0, 4)	0.3116603751774254
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.4775853679080117
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
4900,"  (0, 0)	0.30459742502571213
  (0, 1)	-0.45427517632081704
  (0, 2)	-0.4472856224148018
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.7226849245906055
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.17592326964276123
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4901,"  (0, 0)	0.5702915377451966
  (0, 1)	-0.031275676995574965
  (0, 2)	1.4068182152689452
  (0, 3)	0.9059032378138254
  (0, 4)	0.1781964655299376
  (0, 5)	0.2078529811355109
  (0, 6)	-0.20241686305698176
  (0, 14)	4.394704435480066
  (0, 19)	2.04362447656144
  (0, 25)	5.412630686041086
  (0, 27)	2.000575788029838
  (0, 39)	4.472436630062954"
4902,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.49187513181639414
  (0, 2)	-0.44673331266273636
  (0, 3)	-0.2280299846826724
  (0, 4)	-0.355659173060014
  (0, 5)	-0.6750083911231074
  (0, 6)	0.979811747412366
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 21)	5.7001710839938475
  (0, 27)	2.000575788029838
  (0, 38)	6.70078468574501"
4903,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.45427517632081704
  (0, 2)	-0.4261321589106947
  (0, 3)	-0.315255617182403
  (0, 4)	-0.18882928600065407
  (0, 5)	-0.5949936565768469
  (0, 6)	-0.9227354318262238
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
4904,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.35111029842982744
  (0, 2)	-0.34964830444466993
  (0, 3)	-0.315255617182403
  (0, 4)	-0.4223911278837579
  (0, 5)	-0.5622165364012703
  (0, 6)	-0.5744790662219047
  (0, 15)	3.339872017081845
  (0, 19)	2.04362447656144
  (0, 25)	5.412630686041086
  (0, 27)	2.000575788029838
  (0, 39)	4.472436630062954"
4905,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.8159923201528849
  (0, 2)	0.4510876125510727
  (0, 3)	-0.315255617182403
  (0, 4)	-0.4223911278837579
  (0, 5)	2.2155479951842096
  (0, 6)	-0.17592326964276123
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4906,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.4932616301752935
  (0, 2)	-0.4512456833371112
  (0, 3)	-0.4024812496821336
  (0, 4)	-0.3890251504718859
  (0, 5)	-0.0051983000057367924
  (0, 6)	1.7124172000838551
  (0, 10)	4.122731597850715
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 42)	28.89061902464943"
4907,"  (0, 0)	0.30459742502571213
  (0, 1)	-0.5011576208293648
  (0, 2)	-0.44963293886108
  (0, 3)	14.731165989021125
  (0, 4)	10.922041192152712
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.48296087961524486
  (0, 18)	4.3212117576229225
  (0, 19)	2.04362447656144
  (0, 21)	5.7001710839938475
  (0, 27)	2.000575788029838
  (0, 45)	18.928510797785467"
4908,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4581996716756679
  (0, 2)	-0.4421160031354691
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	-0.6865767864791932
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4909,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.6460170213406918
  (0, 2)	1.058230676801591
  (0, 3)	-0.05357871968321119
  (0, 4)	-0.12209733117691018
  (0, 5)	0.6362692224892235
  (0, 6)	-0.08837922183924993
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 33)	2.46416498527817"
4910,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.031275676995574965
  (0, 2)	0.1652258926257926
  (0, 3)	-0.05357871968321119
  (0, 4)	-0.12209733117691018
  (0, 5)	-0.25102670132256105
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 40)	2.103542762656433"
4911,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.04796065724673729
  (0, 2)	-0.0709196649673152
  (0, 3)	-0.2280299846826724
  (0, 4)	-0.355659173060014
  (0, 5)	-0.2994211552288535
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4912,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.4942251290348677
  (0, 2)	-0.4528087199354564
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.5224890601193738
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.7065630681710622
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4913,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.48548313938214605
  (0, 2)	-0.42911739312060854
  (0, 3)	0.03364691281651941
  (0, 4)	0.778784058943633
  (0, 5)	-0.0051983000057367924
  (0, 6)	-1.4295693927939208
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
4914,"  (0, 0)	2.164456214062103
  (0, 1)	-0.42457121147931115
  (0, 2)	-0.43508786154043616
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.7226849245906055
  (0, 5)	-0.0051983000057367924
  (0, 6)	2.719173749824235
  (0, 9)	3.712268167078368
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4915,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.35557529314492725
  (0, 2)	-0.4245028451421016
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.6559529697668617
  (0, 5)	-0.6352902337338793
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4916,"  (0, 0)	-0.6253319694924834
  (0, 1)	0.015771267318265853
  (0, 2)	-0.10570689470115816
  (0, 3)	-0.315255617182403
  (0, 4)	-0.12209733117691018
  (0, 5)	-0.3173521680307866
  (0, 6)	-0.6547277767084567
  (0, 14)	4.394704435480066
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
4917,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4650616635536107
  (0, 2)	-0.42693300805118967
  (0, 3)	-0.2716428009325377
  (0, 4)	-0.3890251504718859
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.17592326964276123
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
4918,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4933791300362172
  (0, 2)	-0.4405474434396032
  (0, 3)	0.12087254531625001
  (0, 4)	0.07809853329432162
  (0, 5)	-0.0051983000057367924
  (0, 6)	-1.4295693927939208
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
4919,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.15171303444234527
  (0, 2)	-0.09462203797720438
  (0, 3)	-0.1844171684328071
  (0, 4)	-0.2555612408243981
  (0, 5)	-0.0051983000057367924
  (0, 6)	2.672713970068863
  (0, 9)	3.712268167078368
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
4920,"  (0, 0)	2.164456214062103
  (0, 1)	-0.19286148573781745
  (0, 2)	-0.38306856754215085
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.7226849245906055
  (0, 5)	0.3200664160895436
  (0, 6)	-0.17592326964276123
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4921,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.26627539884293167
  (0, 2)	0.02464372988381091
  (0, 3)	0.2080981778159806
  (0, 4)	1.1791757878860964
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
4922,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.47777514850555275
  (0, 2)	-0.4505994809271946
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.6893189471787337
  (0, 5)	-0.6827206546938313
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 40)	2.103542762656433"
4923,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4433711892270997
  (0, 2)	-0.44419268780323523
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.6559529697668617
  (0, 5)	-0.6815638151582226
  (0, 6)	-1.6154085118154096
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4924,"  (0, 0)	-0.22679080041325675
  (0, 1)	5.373717925493629
  (0, 2)	7.291678623526415
  (0, 3)	-0.05357871968321119
  (0, 4)	-0.12209733117691018
  (0, 5)	5.569997035270569
  (0, 6)	-0.4953822511011884
  (0, 10)	4.122731597850715
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
4925,"  (0, 0)	-0.6253319694924834
  (0, 1)	0.3149494132021357
  (0, 2)	0.09609604250851939
  (0, 3)	-0.315255617182403
  (0, 4)	-0.12209733117691018
  (0, 5)	-0.17409687220459016
  (0, 6)	-0.8728199659733445
  (0, 14)	4.394704435480066
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
4926,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.43075170416389663
  (0, 2)	-0.35999030455209563
  (0, 3)	-0.05357871968321119
  (0, 4)	-0.12209733117691018
  (0, 5)	-0.6383751391621688
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 40)	2.103542762656433"
4927,"  (0, 0)	0.5702915377451966
  (0, 1)	-0.4375901960696547
  (0, 2)	-0.30958099348108115
  (0, 3)	0.2953238103157112
  (0, 4)	-0.22219526341252607
  (0, 5)	-0.5626021495798066
  (0, 6)	-0.2999440040310689
  (0, 7)	5.735178911963309
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4928,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.2691893953938389
  (0, 2)	-0.38001153306446855
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.5892210149431176
  (0, 5)	-0.5221127658335061
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
4929,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.45051518077125935
  (0, 2)	-0.38586877798512276
  (0, 3)	-0.05357871968321119
  (0, 4)	-0.12209733117691018
  (0, 5)	-0.0051983000057367924
  (0, 6)	2.719173749824235
  (0, 9)	3.712268167078368
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 29)	4.537951372605795
  (0, 40)	2.103542762656433"
4930,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.48228714316502197
  (0, 2)	-0.4316331640412667
  (0, 3)	-0.0971915359330765
  (0, 4)	-0.18882928600065407
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
4931,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.4862116385198728
  (0, 2)	-0.4079998297503857
  (0, 3)	0.6006135240647683
  (0, 4)	2.180155110242256
  (0, 5)	-0.6923609841572361
  (0, 6)	-0.8432546515835623
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 34)	7.482350085235563"
4932,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4997711224704653
  (0, 2)	-0.45181456238173856
  (0, 3)	0.12087254531625001
  (0, 4)	0.07809853329432162
  (0, 5)	-0.0051983000057367924
  (0, 6)	-1.4295693927939208
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
4933,"  (0, 0)	-0.6253319694924834
  (0, 1)	0.6602110045402722
  (0, 2)	0.12151886039609248
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.28892721823627
  (0, 5)	0.11299213921560695
  (0, 6)	2.719173749824235
  (0, 9)	3.712268167078368
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
