country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
Nigeria,From RDC,RDC,Air,60,3000,8190,2,0.05,206,9181,India,7633
Zimbabwe,From RDC,RDC,Truck,60,92045,358055,3,0.06,5103,10604,India,6980
South Africa,Direct Drop,DDP,Ocean,30,25692,116384,4,0.15,3622,9181,India,8074
South Africa,Direct Drop,DDP,Truck,30,10,234,23,0.78,3622,9181,India,8074
Mozambique,From RDC,RDC,Truck,120,13642,264381,19,0.16,3622,9181,India,6624
Zambia,From RDC,RDC,Air,60,13455,230618,17,0.29,3622,9181, Nashik,6339
South Africa,Direct Drop,DDP,Truck,60,12,325,27,0.45,3622,9181, Nashik,7527
Haiti,From RDC,RDC,Air,30,6576,31236,4,0.16,3622,9181,India,14446
Vietnam,Direct Drop,EXW,Air,60,7063,16244,2,0.04,412,769,India,3157
Uganda,Direct Drop,EXW,Air,100,11036,14346,1,0.01,2385,9898,India,5524
Vietnam,Direct Drop,EXW,Air,60,16500,183975,11,0.19,3802,25084,India,3157
Nigeria,From RDC,RDC,Air Charter,60,6700,15611,2,0.04,426,42548,India,7633
Haiti,Direct Drop,EXW,Air,60,24000,196800,8,0.14,3622,9181,India,14446
South Africa,Direct Drop,DDP,Ocean,30,44293,303849,6,0.23,2951,4567,India,8074
Haiti,Direct Drop,EXW,Ocean,30,4176,19209,4,0.15,426,1251,India,14446
Mozambique,Direct Drop,FCA,Air,60,120,822,6,0.11,3622,9181,Germany,8163
Nigeria,From RDC,RDC,Air Charter,30,873,22916,26,0.88,76,6445, Port Elizabeth,5168
Vietnam,Direct Drop,EXW,Air,30,62369,268186,4,0.14,5009,16031, Nashik,3641
Mozambique,From RDC,RDC,Air,60,566,20262,35,0.6,3622,9181,India,6624
Vietnam,Direct Drop,EXW,Air,60,151,2399,15,0.26,749,6488, Nashik,3641
South Africa,Direct Drop,DDP,Truck,30,138,1906,13,0.46,3622,9181, Nashik,7527
South Africa,Direct Drop,DDP,Air,60,1200,6012,5,0.08,3622,9181,South Africa,0
Nigeria,From RDC,RDC,Air Charter,60,11608,82648,7,0.12,1871,10492,India,7633
Mozambique,From RDC,RDC,Air,240,540,1317,2,0.01,3622,9181,India,6624
South Africa,Direct Drop,DDP,Air,30,400,8692,21,0.72,3622,9181, Port Elizabeth,573
South Africa,Direct Drop,DDP,Truck,60,19,515,27,0.45,3622,9181, Nashik,7527
Nigeria,From RDC,RDC,Air,120,2034,83597,41,0.34,3622,9181,Germany,4614
Vietnam,Direct Drop,EXW,Air,240,471,989,2,0.01,3622,9181,India,3157
Côte d'Ivoire,From RDC,RDC,Air,60,50000,125500,2,0.04,3622,9181,India,9091
Rwanda,Direct Drop,EXW,Air,30,1680,33600,20,0.67,131,1004,India,5921
South Africa,Direct Drop,DDP,Truck,240,800,4943,6,0.03,3622,9181,Canada,15035
Nigeria,From RDC,RDC,Air Charter,60,159964,1569246,9,0.16,37944,15532,India,7633
South Africa,Direct Drop,DDP,Truck,30,1,19,19,0.66,3622,9181,India,8074
Zimbabwe,From RDC,RDC,Truck,30,44881,240562,5,0.18,7191,5014, Nashik,6420
Côte d'Ivoire,From RDC,RDC,Air,60,10980,26791,2,0.04,698,4121,India,9091
Vietnam,Direct Drop,EXW,Air,60,168,1218,7,0.12,3622,9181,India,3157
Uganda,From RDC,RDC,Air,30,11994,64287,5,0.18,1199,6918,India,5524
Côte d'Ivoire,From RDC,RDC,Truck,30,1800,40500,22,0.75,174,1148,India,9091
Vietnam,Direct Drop,EXW,Air,30,2065,4625,2,0.07,3622,9181,India,3157
Côte d'Ivoire,From RDC,RDC,Air,240,1547,2970,1,0.01,581,234,India,9091
South Africa,Direct Drop,DDP,Truck,90,168,3709,22,0.25,3622,9181,India,8074
South Africa,Direct Drop,DDP,Truck,90,77,1608,20,0.23,3622,9181,India,8074
Côte d'Ivoire,From RDC,RDC,Air,240,6777,14570,2,0.01,2510,22907,India,9091
South Africa,Direct Drop,DDP,Truck,240,28,220,7,0.03,3622,9181,India,8074
Haiti,From RDC,RDC,Air,240,2808,5194,1,0.01,3622,9181,India,14446
Côte d'Ivoire,From RDC,RDC,Truck,30,3709,50145,13,0.45,3622,9181,India,9091
Zimbabwe,From RDC,RDC,Truck,60,115211,432041,3,0.06,6428,14847, Nashik,6420
Nigeria,From RDC,RDC,Air Charter,30,57468,248261,4,0.14,4915,12398, Nashik,7134
Zimbabwe,From RDC,RDC,Truck,60,33978,78149,2,0.04,2705,8751,India,6980
Uganda,From RDC,RDC,Air,60,500,775,1,0.03,33,-422,India,5524
South Africa,Direct Drop,DDP,Truck,240,17,322,19,0.08,3622,9181,India,8074
Vietnam,Direct Drop,EXW,Air,60,169,2154,12,0.21,3622,9181, Nashik,3641
South Africa,Direct Drop,DDP,Truck,30,17,368,21,0.72,3622,9181,India,8074
Vietnam,Direct Drop,FCA,Air,30,300,6978,23,0.78,38,779,Germany,9157
Haiti,From RDC,RDC,Air,240,350,5652,16,0.07,3622,9181,India,14446
Nigeria,From RDC,RDC,Air Charter,60,11820,44325,3,0.06,3622,9181,India,7633
Nigeria,From RDC,RDC,Air,60,100,876,8,0.15,4582,9181,India,7633
South Africa,Direct Drop,DDP,Ocean,30,9572,43169,4,0.15,3622,9181,India,8074
Côte d'Ivoire,Direct Drop,CIP,Air,60,1577,14981,9,0.16,306,9181,France,4338
South Africa,Direct Drop,DDP,Ocean,60,84143,199418,2,0.04,3622,9181,India,8074
Nigeria,From RDC,RDC,Air Charter,60,76832,500944,6,0.11,6780,13251, Nashik,7134
Mozambique,From RDC,RDC,Air,60,138325,995940,7,0.12,3622,9181,India,6624
Zimbabwe,From RDC,RDC,Truck,60,71030,382141,5,0.09,3622,9181,India,6980
Haiti,From RDC,RDC,Air,60,17843,60666,3,0.06,1667,18069,India,14446
Nigeria,From RDC,RDC,Air,60,50,350,7,0.12,35,567,India,7633
Nigeria,From RDC,RDC,Air Charter,30,10000,117500,11,0.39,900,5147, Nashik,7134
South Africa,Direct Drop,DDP,Truck,90,257,7465,29,0.32,3622,9181,India,8074
South Africa,Direct Drop,DDP,Ocean,30,22920,54778,2,0.08,1291,3429,India,8074
South Africa,Direct Drop,DDP,Truck,60,114,7956,69,1.16,3622,9181,India,8074
Côte d'Ivoire,From RDC,RDC,Truck,240,3000,6300,2,0.01,1152,4971,India,9091
South Africa,Direct Drop,DDP,Truck,30,8,136,17,0.57,3622,9181,India,8074
Zambia,From RDC,RDC,Truck,60,58097,375887,6,0.11,19451,15898,India,6906
Vietnam,Direct Drop,EXW,Air,60,100,1084,10,0.18,3622,9181,India,3157
South Africa,Direct Drop,DDP,Ocean,240,10233,21693,2,0.01,3542,5660,India,8074
Mozambique,From RDC,RDC,Truck,60,3035,22064,7,0.12,1722,4950,India,6624
Haiti,From RDC,RDC,Air,200,330,412,1,0.01,3622,9181,India,14446
Tanzania,From RDC,RDC,Truck,30,1542,8851,5,0.19,9400,1317,India,5659
Uganda,From RDC,RDC,Truck,120,4968,145612,29,0.24,1207,6238,India,5524
South Africa,Direct Drop,DDP,Truck,120,27,742,27,0.23,3622,9181, Latina,7877
Uganda,From RDC,RDC,Air,60,300,438,1,0.02,20,-333,India,5524
Rwanda,From RDC,RDC,Air,60,40000,97600,2,0.04,3771,30029,India,5921
Vietnam,Direct Drop,EXW,Air,60,12700,141605,11,0.19,1572,12479,India,3157
Uganda,From RDC,RDC,Truck,30,1150,4738,4,0.14,70,494,India,5524
Côte d'Ivoire,Direct Drop,EXW,Ocean,120,22600,678000,30,0.25,5734,23624,India,9091
Vietnam,Direct Drop,EXW,Air,60,270,4050,15,0.25,358,4294, Nashik,3641
Côte d'Ivoire,From RDC,RDC,Truck,100,4000,5200,1,0.01,750,2138,India,9091
"Congo, DRC",From RDC,RDC,Air,60,379,4911,12,0.22,3622,9181, Nashik,6020
Haiti,Direct Drop,FCA,Air,60,936,5559,5,0.1,128,637,Germany,7877
Côte d'Ivoire,From RDC,RDC,Air,30,36391,386472,10,0.35,4156,10180,India,9091
Uganda,Direct Drop,EXW,Air,60,6349,21586,3,0.06,355,2181,India,5524
Vietnam,Direct Drop,FCA,Air,30,319,7419,23,0.78,1736,4265,Germany,9157
"Congo, DRC",From RDC,RDC,Air,60,647,4703,7,0.12,5897,39434, Nashik,6020
South Africa,Direct Drop,DDP,Air,60,29402,218456,7,0.12,1577,697,India,8074
South Africa,Direct Drop,DDP,Ocean,60,136403,323275,2,0.04,3622,9181,India,8074
South Africa,Direct Drop,DDP,Ocean,240,20000,185600,9,0.04,7664,16022,Canada,15035
Rwanda,Direct Drop,EXW,Air,30,1400,23100,16,0.55,405,2616,India,5921
Rwanda,From RDC,RDC,Truck,240,2966,20257,6,0.03,1067,5310,India,5921
South Africa,Direct Drop,DDP,Ocean,90,19214,191755,9,0.11,3622,9181,India,8074
Côte d'Ivoire,From RDC,RDC,Truck,60,70300,473119,6,0.11,5565,22776, Nashik,8608
Nigeria,From RDC,RDC,Air,30,76,1995,26,0.88,7,-253, Port Elizabeth,5168
Tanzania,From RDC,RDC,Truck,90,6823,49807,7,0.08,428,1376,India,5659
Vietnam,Direct Drop,EXW,Air,60,13877,57589,4,0.07,3622,9181, Nashik,3641
Nigeria,From RDC,RDC,Air Charter,30,3000,35250,11,0.39,270,5147, Nashik,7134
South Africa,Direct Drop,DDP,Ocean,90,300,2451,8,0.09,40,-578,India,8074
South Africa,Direct Drop,DDP,Ocean,30,249500,1125245,4,0.15,21205,24129,India,8074
South Africa,Direct Drop,DDP,Ocean,60,2452,17899,7,0.12,127,46101,India,8074
Tanzania,From RDC,RDC,Truck,60,10347,134097,12,0.22,1064,3203, Nashik,5091
Nigeria,From RDC,RDC,Air Charter,120,7014,152764,21,0.18,7733,19761,India,7633
Zimbabwe,From RDC,RDC,Truck,30,75701,350495,4,0.15,3622,9181,India,6980
Tanzania,From RDC,RDC,Truck,60,6400,44928,7,0.12,355,1682, Nashik,5091
Zambia,From RDC,RDC,Truck,60,9455,202526,21,0.36,944,7022, Nashik,6339
Zimbabwe,From RDC,RDC,Truck,30,105,892,8,0.28,10,2403,India,6980
Tanzania,Direct Drop,CIP,Air,30,2597,61470,23,0.79,3622,9181,France,6771
Mozambique,From RDC,RDC,Air,120,1217,69429,57,0.48,3622,9181,India,6624
Tanzania,From RDC,RDC,Truck,60,110000,283800,2,0.04,12543,979,India,5659
Zimbabwe,From RDC,RDC,Air,30,1860,23101,12,0.41,3622,9181,India,6980
South Africa,Direct Drop,DDP,Truck,240,20,143,7,0.03,3622,9181,India,8074
Zambia,From RDC,RDC,Air,240,10624,65868,6,0.03,3785,12116,India,6906
Côte d'Ivoire,From RDC,RDC,Air,60,4617,69439,15,0.25,3622,9181,India,9091
Côte d'Ivoire,From RDC,RDC,Truck,120,13033,381997,29,0.24,3622,9181,India,9091
South Africa,Direct Drop,DDP,Truck,60,20,256,12,0.21,3622,9181,India,8074
South Africa,Direct Drop,DDP,Ocean,30,52158,346850,6,0.22,4868,5121,India,8074
South Africa,Direct Drop,DDP,Air,60,5017,24583,4,0.08,3622,9181,India,8074
Zimbabwe,From RDC,RDC,Air,30,1600,3200,2,0.07,422,2335,India,6980
Nigeria,Direct Drop,EXW,Air,240,416,2225,5,0.02,504,4920,India,7633
Côte d'Ivoire,From RDC,RDC,Air,60,42750,485212,11,0.19,4814,6100,India,9091
South Africa,Direct Drop,DDP,Air,60,5550,68098,12,0.2,3622,9181,India,8074
Nigeria,Direct Drop,EXW,Air,60,273,532,1,0.03,3622,9181,India,7633
Nigeria,From RDC,RDC,Air,60,1923,79035,41,0.68,3622,9181,India,7633
South Africa,Direct Drop,DDP,Truck,30,30,846,28,0.94,3622,9181,France,8670
Côte d'Ivoire,From RDC,RDC,Truck,240,4448,8673,1,0.01,1663,102,India,9091
Nigeria,From RDC,RDC,Air,60,4953,36652,7,0.12,3622,9181,India,7633
Côte d'Ivoire,Direct Drop,CIP,Air,30,6960,350784,50,1.68,3622,9181, Haarlem,5009
South Africa,Direct Drop,DDP,Air,60,300,1179,3,0.07,3622,9181,France,8670
Nigeria,From RDC,RDC,Air Charter,60,80000,686400,8,0.14,3622,9181,India,7633
Nigeria,From RDC,RDC,Air,60,4685,34669,7,0.12,3622,9181,India,7633
Vietnam,Direct Drop,FCA,Air,30,560,13025,23,0.78,67,3476,Germany,9157
Nigeria,From RDC,RDC,Air Charter,60,57227,129333,2,0.04,4844,20591,India,7633
South Africa,Direct Drop,DDP,Ocean,30,105707,725150,6,0.23,7092,6704,India,8074
Côte d'Ivoire,From RDC,RDC,Air,60,1260,1839,1,0.02,82,211,India,9091
Uganda,Direct Drop,CIP,Air,60,180,9990,55,0.92,3622,9181, Haarlem,6190
South Africa,Direct Drop,DDP,Air,30,11574,90508,7,0.26,793,-84,India,8074
South Africa,Direct Drop,DDP,Truck,120,36,2509,69,0.58,3622,9181, Latina,7877
Nigeria,From RDC,RDC,Air Charter,60,87357,980145,11,0.19,3622,9181, Nashik,7134
South Africa,Direct Drop,DDP,Truck,30,51,795,15,0.52,3622,9181,India,8074
Rwanda,Direct Drop,EXW,Air,30,754,9802,13,0.43,3622,9181,India,5921
Tanzania,From RDC,RDC,Truck,60,57859,215814,3,0.06,3090,16858, Nashik,5091
Haiti,From RDC,RDC,Air,60,1925,15688,8,0.14,111,355,India,14446
Uganda,Direct Drop,EXW,Air,60,6200,24800,4,0.07,597,1905,India,5524
Mozambique,From RDC,RDC,Truck,240,27264,41168,1,0.01,10191,7520,India,6624
Zimbabwe,From RDC,RDC,Air,60,2088,8352,4,0.07,102,1021,India,6980
Vietnam,Direct Drop,EXW,Air,60,12492,51841,4,0.07,3622,9181, Nashik,3641
Vietnam,Direct Drop,EXW,Air,60,809,9222,11,0.19,81,-541,India,3157
Zambia,From RDC,RDC,Truck,30,47227,272972,5,0.19,4959,8973,India,6906
South Africa,Direct Drop,DDP,Truck,30,15,45,3,0.1,3622,9181,India,8074
Rwanda,Direct Drop,EXW,Ocean,240,7840,13720,1,0.01,2995,19193,India,5921
Nigeria,From RDC,RDC,Air Charter,60,77999,644271,8,0.14,3622,9181,India,7633
South Africa,Direct Drop,DDP,Ocean,30,28907,192231,6,0.22,3622,9181,India,8074
Mozambique,From RDC,RDC,Truck,240,60968,118887,1,0.01,3622,9181,India,6624
Zimbabwe,From RDC,RDC,Truck,60,164433,379840,2,0.04,3622,9181,India,6980
Uganda,From RDC,RDC,Air,60,2237,5458,2,0.04,3622,9181,India,5524
Côte d'Ivoire,From RDC,RDC,Air,30,250,2035,8,0.27,3622,9181, Nashik,8608
Uganda,Direct Drop,DDP,Air,120,388,25840,66,0.55,68,571, Port Elizabeth,3989
Uganda,From RDC,RDC,Air,30,1300,15613,12,0.4,3622,9181,India,5524
Uganda,From RDC,RDC,Air,240,20000,39000,1,0.01,7464,3605,India,5524
South Africa,Direct Drop,DDP,Air,60,983,4875,4,0.08,3622,9181,India,8074
South Africa,Direct Drop,DDP,Truck,240,460,2838,6,0.03,3622,9181,Canada,15035
Haiti,Direct Drop,EXW,Air,30,2894,3617,1,0.04,1486,11749,India,14446
Côte d'Ivoire,Direct Drop,EXW,Air,30,4500,90000,20,0.67,608,3568, Nashik,8608
Uganda,From RDC,RDC,Truck,60,100000,1122000,11,0.19,14983,77442, Nashik,4961
Zimbabwe,From RDC,RDC,Truck,60,4669,14940,3,0.05,3622,9181,India,6980
Rwanda,Direct Drop,CIP,Air,60,7840,71344,9,0.15,719,-147,India,5921
Zambia,From RDC,RDC,Air,60,6597,62671,9,0.16,617,1891,India,6906
Haiti,Direct Drop,EXW,Air,60,600,32400,54,0.9,120,140, Latina,8250
Uganda,From RDC,RDC,Air,60,2277,8857,3,0.06,128,611, Nashik,4961
Zimbabwe,From RDC,RDC,Truck,30,5900,25606,4,0.14,3622,9181,India,6980
South Africa,Direct Drop,DDP,Truck,60,19,592,31,0.52,3622,9181,India,8074
Nigeria,From RDC,RDC,Air,60,46678,127430,2,0.05,4490,9181,India,7633
Nigeria,From RDC,RDC,Air Charter,30,380,2363,6,0.21,3622,9181,India,7633
South Africa,Direct Drop,DDP,Truck,30,91,1644,18,0.6,3622,9181, Nashik,7527
Rwanda,From RDC,RDC,Air,240,3000,6300,2,0.01,1151,6086,India,5921
South Africa,Direct Drop,DDP,Ocean,30,96721,438146,4,0.15,3622,9181,India,8074
Uganda,From RDC,RDC,Truck,60,29287,105433,3,0.06,3622,9181,India,5524
South Africa,Direct Drop,DDP,Truck,240,45,1102,24,0.1,3622,9181,India,8074
Haiti,From RDC,RDC,Air,60,21814,69804,3,0.05,3622,9181,India,14446
Haiti,Direct Drop,EXW,Air,240,2052,3098,1,0.01,908,5438,India,14446
Zimbabwe,From RDC,RDC,Truck,60,841,3153,3,0.06,73,500,India,6980
Tanzania,From RDC,RDC,Truck,60,16357,185815,11,0.19,1635,5007,India,5659
Uganda,From RDC,RDC,Truck,30,2011,13212,6,0.22,126,661, Nashik,4961
Mozambique,From RDC,RDC,Truck,60,4050,9436,2,0.04,195,2495,India,6624
South Africa,Direct Drop,DDP,Air,30,2996,9197,3,0.1,3622,9181,India,8074
Uganda,Direct Drop,EXW,Air,30,61386,92079,1,0.05,3262,11034, Nashik,4961
South Africa,Direct Drop,DDP,Truck,100,944,22658,24,0.24,3622,9181,India,8074
"Congo, DRC",From RDC,RDC,Air,90,710,6603,9,0.1,3622,9181,India,6583
Zambia,From RDC,RDC,Truck,60,27440,240374,8,0.15,2475,3964,India,6906
Nigeria,From RDC,RDC,Air,60,3226,42841,13,0.22,359,1750,India,7633
Nigeria,From RDC,RDC,Air Charter,60,7526,41393,5,0.09,507,263,India,7633
South Africa,Direct Drop,DDP,Truck,60,2700,10665,3,0.07,3622,9181,France,8670
Zambia,From RDC,RDC,Truck,30,12000,24000,2,0.07,700,-46,India,6906
South Africa,Direct Drop,DDP,Air,240,3304,18667,5,0.02,3622,9181,India,8074
South Africa,Direct Drop,DDP,Truck,60,4500,20364,4,0.08,3622,9181,India,8074
Haiti,From RDC,RDC,Air,60,42000,142800,3,0.06,3957,31483,India,14446
Haiti,From RDC,RDC,Air,60,270,1269,4,0.08,3622,9181,India,14446
"Congo, DRC",Direct Drop,EXW,Air,240,367,734,2,0.01,161,1038,India,6583
Zimbabwe,From RDC,RDC,Truck,30,17422,66377,3,0.13,3622,9181,India,6980
Côte d'Ivoire,From RDC,RDC,Truck,120,54000,1020600,18,0.16,11971,43448,Germany,5008
Nigeria,From RDC,RDC,Air Charter,30,70000,780500,11,0.37,21510,19225, Nashik,7134
"Congo, DRC",From RDC,RDC,Air,30,103,626,6,0.2,1072,4636, Nashik,6020
Uganda,From RDC,RDC,Truck,120,9833,185843,18,0.16,2033,8482,Germany,5868
South Africa,Direct Drop,DDP,Ocean,60,189137,467168,2,0.04,9173,12677,India,8074
Zimbabwe,From RDC,RDC,Air,60,12000,105120,8,0.15,1088,3170,India,6980
Tanzania,From RDC,RDC,Truck,30,12783,151989,11,0.4,1371,6585, Nashik,5091
Côte d'Ivoire,Direct Drop,EXW,Air,100,670,3015,4,0.04,76,921,India,9091
Côte d'Ivoire,Direct Drop,CIP,Air,180,1015,50750,50,0.28,257,167, Haarlem,5009
Nigeria,From RDC,RDC,Air Charter,30,3500,16625,4,0.16,309,8736,India,7633
Rwanda,Direct Drop,FCA,Air,60,500,2970,5,0.1,65,-15,Germany,6174
South Africa,Direct Drop,DDP,Truck,60,3,38,12,0.21,3622,9181,India,8074
Zimbabwe,From RDC,RDC,Truck,60,2741,5454,1,0.03,3622,9181,India,6980
South Africa,Direct Drop,DDP,Air,30,40319,278604,6,0.23,3545,4953,India,8074
Tanzania,From RDC,RDC,Truck,60,578,2312,4,0.07,24,506, Nashik,5091
South Africa,Direct Drop,DDP,Truck,30,9,19,2,0.07,3622,9181,India,8074
"Congo, DRC",Direct Drop,EXW,Air,30,1014,1267,1,0.04,3622,9181,India,6583
Zambia,From RDC,RDC,Truck,60,50000,360000,7,0.12,3679,4014,India,6906
Nigeria,From RDC,RDC,Air,60,100,750,7,0.12,6,9181,India,7633
Côte d'Ivoire,From RDC,RDC,Truck,60,100000,826000,8,0.14,3622,9181,India,9091
Zambia,From RDC,RDC,Truck,30,155202,591319,3,0.13,11334,6317,India,6906
Nigeria,From RDC,RDC,Air Charter,60,156995,1212001,7,0.13,32219,49569,India,7633
Tanzania,Direct Drop,EXW,Air,30,10565,211300,20,0.67,1412,5758, Nashik,5091
Côte d'Ivoire,From RDC,RDC,Truck,30,30004,93612,3,0.1,3622,9181,India,9091
South Africa,Direct Drop,DDP,Truck,30,1131,17468,15,0.52,3622,9181,India,8074
Uganda,From RDC,RDC,Air,60,1893,22337,11,0.2,215,1408,India,5524
Côte d'Ivoire,From RDC,RDC,Air,240,2691,5651,2,0.01,1021,4254,India,9091
Côte d'Ivoire,From RDC,RDC,Air,60,21225,72165,3,0.06,2521,13336,India,9091
Tanzania,From RDC,RDC,Truck,30,31512,191277,6,0.2,2635,2300, Nashik,5091
South Africa,Direct Drop,DDP,Air,240,11640,34920,3,0.01,4386,11917,India,8074
South Africa,Direct Drop,DDP,Ocean,240,50000,103000,2,0.01,18462,21647,India,8074
Vietnam,Direct Drop,EXW,Air,60,880,20680,23,0.39,331,1771,India,3157
Haiti,Direct Drop,EXW,Ocean,60,5324,22094,4,0.07,4654,7538, Nashik,14325
South Africa,Direct Drop,DDP,Truck,30,3,41,13,0.46,3622,9181, Nashik,7527
Mozambique,From RDC,RDC,Truck,30,137189,1529657,11,0.37,28696,21890, Nashik,6074
Zambia,From RDC,RDC,Truck,60,26402,249498,9,0.16,6986,5269,India,6906
Nigeria,From RDC,RDC,Air Charter,60,99974,1121708,11,0.19,3622,9181,India,7633
Mozambique,From RDC,RDC,Air,60,90955,673067,7,0.12,16579,7654,India,6624
South Africa,Direct Drop,DDP,Air,30,44717,349686,7,0.26,3071,2646,India,8074
Nigeria,From RDC,RDC,Air,60,36000,87120,2,0.04,3622,9181, Nashik,7134
Nigeria,From RDC,RDC,Air Charter,60,45307,367439,8,0.14,20329,48570, Nashik,7134
Nigeria,From RDC,RDC,Air Charter,30,558,7544,13,0.45,49,-819, Nashik,7134
Zimbabwe,From RDC,RDC,Truck,30,100167,1026711,10,0.34,21570,23309, Nashik,6420
Tanzania,From RDC,RDC,Truck,30,40337,803513,19,0.66,4560,47, Nashik,5091
South Africa,Direct Drop,DDP,Truck,30,4910,18698,3,0.13,3622,9181,India,8074
Nigeria,From RDC,RDC,Air Charter,30,277,1897,6,0.23,54,6445,India,7633
Haiti,Direct Drop,CIP,Air,200,192,2417,12,0.06,3622,9181,France,7294
Côte d'Ivoire,From RDC,RDC,Truck,240,36,493,13,0.06,7889,5406,India,9091
Uganda,Direct Drop,EXW,Air,30,1455,32737,22,0.75,3622,9181, Nashik,4961
South Africa,Direct Drop,DDP,Truck,30,190,1581,8,0.28,3622,9181,France,8670
Vietnam,Direct Drop,EXW,Air,60,20000,338000,16,0.28,3622,9181,India,3157
Uganda,From RDC,RDC,Truck,60,3000,33660,11,0.19,359,2302,India,5524
Haiti,Direct Drop,EXW,Air,30,2438,3047,1,0.04,3622,9181,India,14446
South Africa,Direct Drop,DDP,Truck,30,500,14278,28,0.95,3622,9181, Port Elizabeth,573
South Africa,Direct Drop,DDP,Ocean,30,246113,1048441,4,0.14,20896,15429,India,8074
Uganda,From RDC,RDC,Air,60,300,2628,8,0.15,3622,9181,India,5524
Haiti,From RDC,RDC,Air,60,168,221,1,0.02,3622,9181,India,14446
Zambia,From RDC,RDC,Truck,60,11833,135606,11,0.19,3622,9181, Nashik,6339
Zimbabwe,From RDC,RDC,Air,60,20000,75000,3,0.06,1920,4055,India,6980
Zambia,From RDC,RDC,Truck,60,10776,77694,7,0.12,586,7045,India,6906
Côte d'Ivoire,From RDC,RDC,Truck,30,4000,22000,5,0.18,372,1333,India,9091
Uganda,From RDC,RDC,Air,30,9,99,11,0.37,1,-34,India,5524
South Africa,Direct Drop,DDP,Truck,90,40,1303,32,0.36,3622,9181,India,8074
Zambia,From RDC,RDC,Truck,60,29683,86080,2,0.05,3254,7104,India,6906
South Africa,Direct Drop,DDP,Truck,60,104,2036,19,0.33,3622,9181,India,8074
Uganda,From RDC,RDC,Air,60,107,342,3,0.05,3622,9181,India,5524
Côte d'Ivoire,From RDC,RDC,Air,60,22566,67698,3,0.05,2113,4574,India,9091
"Congo, DRC",From RDC,RDC,Air,240,502,1054,2,0.01,3622,9181,India,6583
South Africa,Direct Drop,DDP,Truck,60,19,406,21,0.36,3622,9181,India,8074
Zimbabwe,From RDC,RDC,Truck,60,4000,16000,4,0.07,3622,9181,India,6980
South Africa,Direct Drop,DDP,Ocean,60,515000,1251450,2,0.04,23273,30656,India,8074
Uganda,From RDC,RDC,Truck,60,534,1377,2,0.04,30,1030,India,5524
Tanzania,From RDC,RDC,Truck,120,17030,574592,33,0.28,3508,698,Germany,6837
Mozambique,From RDC,RDC,Air,240,650,2567,3,0.02,193,-522,India,6624
South Africa,Direct Drop,DDP,Truck,30,6,66,11,0.37,3622,9181,India,8074
Uganda,Direct Drop,EXW,Ocean,60,9888,64173,6,0.11,858,9833, Nashik,4961
South Africa,Direct Drop,DDP,Truck,60,72,5479,76,1.27,3622,9181,India,8074
Zambia,From RDC,RDC,Truck,30,30114,412260,13,0.46,1230,5923, Nashik,6339
Vietnam,Direct Drop,FCA,Air,120,3010,247422,82,0.68,756,8193,Germany,9157
Haiti,From RDC,RDC,Air,60,108,162,1,0.02,3622,9181,India,14446
Haiti,Direct Drop,EXW,Air,30,5500,77550,14,0.47,647,3877, Nashik,14325
Vietnam,Direct Drop,EXW,Air,60,14364,37346,2,0.04,3622,9181, Nashik,3641
South Africa,Direct Drop,DDP,Air,30,3414,49810,14,0.49,3622,9181,India,8074
Côte d'Ivoire,From RDC,RDC,Air,200,800,1120,1,0.01,77,286,India,9091
Vietnam,Direct Drop,EXW,Air,60,900,9981,11,0.18,100,1504, Nashik,3641
Côte d'Ivoire,From RDC,RDC,Truck,120,25597,750248,29,0.24,9790,19786, Nashik,8608
Zimbabwe,From RDC,RDC,Truck,60,9493,52781,5,0.09,1021,4216,India,6980
Zimbabwe,From RDC,RDC,Air,30,1233,15313,12,0.41,3622,9181, Nashik,6420
South Africa,Direct Drop,DDP,Truck,90,34,620,18,0.2,3622,9181,India,8074
Uganda,From RDC,RDC,Air,30,200,1156,5,0.19,22,-291,India,5524
Côte d'Ivoire,From RDC,RDC,Air,180,3271,55476,16,0.09,933,2409, Haarlem,5009
Côte d'Ivoire,Direct Drop,EXW,Air,60,16683,65897,3,0.07,1498,19257,India,9091
South Africa,Direct Drop,DDP,Truck,30,6,71,11,0.39,3622,9181,India,8074
South Africa,Direct Drop,DDP,Truck,60,82,7657,93,1.56,3622,9181, Haarlem,9211
South Africa,Direct Drop,DDP,Air,60,7600,121448,15,0.27,782,1534,India,8074
South Africa,Direct Drop,DDP,Truck,60,6,507,84,1.41,3622,9181, Haarlem,9211
Côte d'Ivoire,From RDC,RDC,Truck,240,2000,4200,2,0.01,3622,9181,India,9091
Nigeria,From RDC,RDC,Air Charter,30,65502,769648,11,0.39,5896,5147, Nashik,7134
Vietnam,From RDC,RDC,Air,60,6384,55923,8,0.15,579,2119,India,3157
Nigeria,From RDC,RDC,Air Charter,30,441,5181,11,0.39,36,8341, Nashik,7134
Haiti,From RDC,RDC,Air,90,168,1631,9,0.11,3622,9181,India,14446
Uganda,From RDC,RDC,Truck,60,34138,281979,8,0.14,4009,3947,India,5524
South Africa,Direct Drop,DDP,Truck,90,24,632,26,0.29,3622,9181,India,8074
Zimbabwe,From RDC,RDC,Air,60,2100,12033,5,0.1,3622,9181,India,6980
