,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,mfg_site,weight,freight_cost,location,distance
4939,Nigeria,From RDC,N/A - From RDC,Air Charter,30,32562,127317.42,3.91,0,"Strides, Bangalore, India.",See DN-2687 (ID#:82480),See DN-2687 (ID#:82480),India,7633
4940,Nigeria,From RDC,N/A - From RDC,Air Charter,60,100000,244000.0,2.44,0,"Strides, Bangalore, India.",See DN-2690 (ID#:83041),See DN-2690 (ID#:83041),India,7633
4941,Tanzania,From RDC,N/A - From RDC,Truck,30,80,440.0,5.5,0,Mylan (formerly Matrix) Nashik,841,3549.9, Nashik,5091
4942,Uganda,From RDC,N/A - From RDC,Truck,60,3262,8187.62,2.51,0,"Strides, Bangalore, India.",190,1095.22,India,5524
4943,Zimbabwe,From RDC,N/A - From RDC,Truck,60,69037,167069.54,2.42,0,"Aurobindo Unit III, India",14074,15299.58,India,6980
4944,Zimbabwe,From RDC,N/A - From RDC,Truck,30,78082,418519.52,5.36,0,Mylan (formerly Matrix) Nashik,7490,15299.59, Nashik,6420
4945,Zambia,From RDC,N/A - From RDC,Truck,30,200000,3008000.0,15.04,0,Mylan (formerly Matrix) Nashik,33909,16040.39, Nashik,6339
4946,Nigeria,From RDC,N/A - From RDC,Air Charter,30,17124,257544.96,15.04,0,Mylan (formerly Matrix) Nashik,2091,16532.5, Nashik,7134
4947,Zimbabwe,From RDC,N/A - From RDC,Truck,60,4451,13130.45,2.95,0,"Strides, Bangalore, India.",228,7423.38,India,6980
4948,Zambia,From RDC,N/A - From RDC,Truck,30,155202,591319.62,3.81,0,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",11334,7317.48,India,6906
4949,Nigeria,From RDC,N/A - From RDC,Air,30,24799,132922.64,5.36,0,"Cipla, Kurkumbh, India",See DN-2821 (ID#:83069),See DN-2821 (ID#:83069),India,7633
4950,Zambia,From RDC,N/A - From RDC,Truck,60,65599,193517.05,2.95,0,"Strides, Bangalore, India.",3354,7317.47,India,6906
4951,Uganda,From RDC,N/A - From RDC,Truck,120,5000,148400.0,29.68,0,Mylan (formerly Matrix) Nashik,See DN-2838 (ID#:84188),See DN-2838 (ID#:84188), Nashik,4961
4952,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,4292,16352.52,3.81,0,"Strides, Bangalore, India.",See DN-2861 (ID#:82513),See DN-2861 (ID#:82513),India,9091
4953,Uganda,From RDC,N/A - From RDC,Truck,30,8132,29600.48,3.64,0,"Aurobindo Unit III, India",690,3990,India,5524
4954,Tanzania,From RDC,N/A - From RDC,Truck,60,13499,58045.7,4.3,0,"Cipla, Goa, India",See DN-2883 (ID#:83630),See DN-2883 (ID#:83630),India,5659
4955,Zambia,From RDC,N/A - From RDC,Truck,60,10500,30975.0,2.95,0,"Strides, Bangalore, India.",537,6800.6,India,6906
4956,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,240,5000,10500.0,2.1,0,"Aurobindo Unit III, India",See DN-2895 (ID#:82524),See DN-2895 (ID#:82524),India,9091
4957,Uganda,From RDC,N/A - From RDC,Air,30,2445,9315.45,3.81,0,"Aurobindo Unit III, India",244,2159.1,India,5524
4958,Zambia,From RDC,N/A - From RDC,Truck,60,43676,105695.92,2.42,0,"Aurobindo Unit III, India",12561,25636.2,India,6906
4959,Zimbabwe,From RDC,N/A - From RDC,Truck,60,19425,36907.5,1.9,0,"Cipla, Goa, India",1043,8043.57,India,6980
4960,Zimbabwe,From RDC,N/A - From RDC,Truck,60,33978,78149.4,2.3,0,"Cipla, Goa, India",2705,9751.8,India,6980
4961,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,74064,269592.96,3.64,0,"Strides, Bangalore, India.",See DN-2935 (ID#:83641),See DN-2935 (ID#:83641),India,9091
4962,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,120,17500,539350.0,30.82,0,ABBVIE Ludwigshafen Germany,6649,27350.2,Germany,5008
4963,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,120,10000,267000.0,26.7,0,Mylan (formerly Matrix) Nashik,See DN-2967 (ID#:84209),See DN-2967 (ID#:84209), Nashik,8608
4964,Uganda,From RDC,N/A - From RDC,Air,60,4535,10974.7,2.42,0,"Aurobindo Unit III, India",491,4002.01,India,5524
4965,Rwanda,From RDC,N/A - From RDC,Air,30,112007,1356404.77,12.11,0,Mylan (formerly Matrix) Nashik,12757,20994.85, Nashik,5355
4966,Uganda,From RDC,N/A - From RDC,Truck,30,112873,1366892.03,12.11,0,Mylan (formerly Matrix) Nashik,12838,111318.14, Nashik,4961
4967,Zimbabwe,From RDC,N/A - From RDC,Truck,60,164433,379840.23,2.31,0,"Aurobindo Unit III, India",See DN-2989 (ID#:84216),See DN-2989 (ID#:84216),India,6980
4968,Zambia,From RDC,N/A - From RDC,Truck,30,30114,412260.66,13.69,0,Mylan (formerly Matrix) Nashik,1230,6923.53, Nashik,6339
4969,Haiti,From RDC,N/A - From RDC,Air,60,270,1269.0,4.7,0,"Strides, Bangalore, India.",See DN-3014 (ID#:83655),See DN-3014 (ID#:83655),India,14446
4970,"Congo, DRC",From RDC,N/A - From RDC,Air,60,1296,2928.96,2.26,0,"Aurobindo Unit III, India",See DN-3017 (ID#:83108),See DN-3017 (ID#:83108),India,6583
4971,"Congo, DRC",From RDC,N/A - From RDC,Air,60,54,248.4,4.6,0,"Aurobindo Unit III, India",See DN-3017 (ID#:83108),See DN-3017 (ID#:83108),India,6583
4972,"Congo, DRC",From RDC,N/A - From RDC,Air,90,228,1664.4,7.3,0,"Strides, Bangalore, India.",See DN-3017 (ID#:83108),See DN-3017 (ID#:83108),India,6583
4973,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,36240,310939.2,8.58,0,"Aurobindo Unit III, India",13509,36857.21,India,9091
4974,Uganda,From RDC,N/A - From RDC,Air,60,7253,62230.74,8.58,0,"Cipla, Goa, India",See DN-3024 (ID#:83112),See DN-3024 (ID#:83112),India,5524
4975,Zimbabwe,From RDC,N/A - From RDC,Truck,30,20160,244137.6,12.11,0,Mylan (formerly Matrix) Nashik,See DN-3033 (ID#:83658),See DN-3033 (ID#:83658), Nashik,6420
4976,Zimbabwe,From RDC,N/A - From RDC,Truck,60,4800,34896.0,7.27,0,"Aurobindo Unit III, India",See DN-3033 (ID#:83658),See DN-3033 (ID#:83658),India,6980
4977,Uganda,From RDC,N/A - From RDC,Truck,60,42717,366511.86,8.58,0,"Cipla, Goa, India",5732,25118.88,India,5524
4978,Haiti,From RDC,N/A - From RDC,Air,60,216,285.12,1.32,0,"Aurobindo Unit III, India",See DN-3015 (ID#:82554),See DN-3015 (ID#:82554),India,14446
4979,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,120,8476,209865.76,24.76,0,"Aurobindo Unit III, India",See DN-3046 (ID#:83119),See DN-3046 (ID#:83119),India,9091
4980,Zambia,From RDC,N/A - From RDC,Truck,60,25991,58739.66,2.26,0,"Aurobindo Unit III, India",2504,12315.5,India,6906
4981,Zimbabwe,From RDC,N/A - From RDC,Air,120,2390,56762.5,23.75,0,ABBVIE Ludwigshafen Germany,533,5623.52,Germany,7939
4982,Uganda,From RDC,N/A - From RDC,Air,30,7051,98431.96,13.96,0,Mylan (formerly Matrix) Nashik,See DN-3069 (ID#:83124),See DN-3069 (ID#:83124), Nashik,4961
4983,Zambia,From RDC,N/A - From RDC,Truck,30,225035,3080729.15,13.69,0,Mylan (formerly Matrix) Nashik,25504,33770.41, Nashik,6339
4984,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,38722,332234.76,8.58,0,"Cipla, Goa, India",See DN-3075 (ID#:83129),See DN-3075 (ID#:83129),India,9091
4985,Tanzania,From RDC,N/A - From RDC,Truck,60,11606,26693.8,2.3,0,"Cipla, Goa, India",See DN-3101 (ID#:83672),See DN-3101 (ID#:83672),India,5659
4986,Mozambique,From RDC,N/A - From RDC,Air,30,1800,7272.0,4.04,0,Mylan (formerly Matrix) Nashik,108,832.5, Nashik,6074
4987,Zambia,From RDC,N/A - From RDC,Air,30,69811,423752.77,6.07,0,Mylan (formerly Matrix) Nashik,7632,50626.6, Nashik,6339
4988,Nigeria,From RDC,N/A - From RDC,Air Charter,120,7677,167205.06,21.78,0,Mylan (formerly Matrix) Nashik,16376,14547.55, Nashik,7134
4989,Mozambique,From RDC,N/A - From RDC,Truck,240,13603,28566.3,2.1,0,"Aurobindo Unit III, India",See DN-3102 (ID#:82573),See DN-3102 (ID#:82573),India,6624
4990,Mozambique,From RDC,N/A - From RDC,Truck,60,25400,217932.0,8.58,0,"Cipla, Goa, India",See DN-3102 (ID#:82573),See DN-3102 (ID#:82573),India,6624
4991,Nigeria,From RDC,N/A - From RDC,Air Charter,60,14344,32417.44,2.26,0,"Aurobindo Unit III, India",See DN-3148 (ID#:82574),See DN-3148 (ID#:82574),India,7633
4992,Tanzania,From RDC,N/A - From RDC,Truck,60,12917,29709.1,2.3,0,"Cipla, Goa, India",2461,3592.8,India,5659
4993,Nigeria,From RDC,N/A - From RDC,Air Charter,60,41222,288554.0,7.0,0,"Cipla, Goa, India",See DN-3171 (ID#:83685),See DN-3171 (ID#:83685),India,7633
4994,Nigeria,From RDC,N/A - From RDC,Air Charter,60,763,3509.8,4.6,0,"Aurobindo Unit III, India",56,20666.07,India,7633
4995,Mozambique,From RDC,N/A - From RDC,Truck,30,66956,704377.12,10.52,0,Mylan (formerly Matrix) Nashik,5810,13649.6, Nashik,6074
4996,Nigeria,From RDC,N/A - From RDC,Air Charter,60,109238,246877.88,2.26,0,"Aurobindo Unit III, India",11763,20761,India,7633
4997,Nigeria,From RDC,N/A - From RDC,Air Charter,30,45000,149850.0,3.33,0,"Cipla, Goa, India",16966,20761,India,7633
4998,Nigeria,From RDC,N/A - From RDC,Air Charter,120,7014,152764.92,21.78,0,"Aurobindo Unit III, India",7733,20761,India,7633
4999,Zambia,From RDC,N/A - From RDC,Truck,30,176213,2283720.48,12.96,0,Mylan (formerly Matrix) Nashik,19962,31401.08, Nashik,6339
5000,Nigeria,From RDC,N/A - From RDC,Air Charter,60,1945,6418.5,3.3,0,"Cipla, Goa, India",165,Freight Included in Commodity Cost,India,7633
5001,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,2656,10730.24,4.04,0,Mylan (formerly Matrix) Nashik,167,1478.35, Nashik,8608
5002,"Congo, DRC",From RDC,N/A - From RDC,Air,60,800,6608.0,8.26,0,Mylan (formerly Matrix) Nashik,See DN-3269 (ID#:83711),See DN-3269 (ID#:83711), Nashik,6020
5003,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,7600,29564.0,3.89,0,Mylan (formerly Matrix) Nashik,415,2751.09, Nashik,8608
5004,Zambia,From RDC,N/A - From RDC,Truck,60,2997,6773.22,2.26,0,"Cipla, Goa, India",2764,4356.75,India,6906
5005,Zambia,From RDC,N/A - From RDC,Truck,30,16099,198017.7,12.3,0,Mylan (formerly Matrix) Nashik,2004,4356.75, Nashik,6339
5006,Zambia,From RDC,N/A - From RDC,Truck,90,10000,73000.0,7.3,0,"Strides, Bangalore, India.",684,1026.49,India,6906
5007,"Congo, DRC",From RDC,N/A - From RDC,Air,240,6339,12361.05,1.95,0,"Aurobindo Unit III, India",2357,24505,India,6583
5008,Tanzania,From RDC,N/A - From RDC,Truck,60,13370,153220.2,11.46,0,"Aurobindo Unit III, India",1337,10540.22,India,5659
5009,Uganda,From RDC,N/A - From RDC,Air,120,13040,263668.8,20.22,0,ABBVIE Ludwigshafen Germany,2638,13508.98,Germany,5868
5010,Rwanda,From RDC,N/A - From RDC,Truck,240,5495,7967.75,1.45,0,"Aurobindo Unit III, India",1960,4390.98,India,5921
5011,Uganda,From RDC,N/A - From RDC,Air,120,13164,266176.08,20.22,0,ABBVIE Ludwigshafen Germany,2722,8604.7,Germany,5868
5012,Tanzania,From RDC,N/A - From RDC,Truck,100,56540,73502.0,1.3,0,"Aurobindo Unit III, India",See DN-3347 (ID#:82611),See DN-3347 (ID#:82611),India,5659
5013,Zambia,From RDC,N/A - From RDC,Truck,60,9984,22563.84,2.26,0,"Cipla, Goa, India",See DN-3361 (ID#:83172),See DN-3361 (ID#:83172),India,6906
5014,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,120,6269,131649.0,21.0,0,Mylan (formerly Matrix) Nashik,See DN-3371 (ID#:83174),See DN-3371 (ID#:83174), Nashik,8608
5015,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,14300,118118.0,8.26,0,"Cipla, Goa, India",See DN-3371 (ID#:83174),See DN-3371 (ID#:83174),India,9091
5016,Zambia,From RDC,N/A - From RDC,Truck,120,46009,942264.32,20.48,0,Mylan (formerly Matrix) Nashik,22534,30981.39, Nashik,6339
5017,Rwanda,From RDC,N/A - From RDC,Truck,60,89520,768081.6,8.58,0,"Aurobindo Unit III, India",10238,13380.52,India,5921
5018,Tanzania,From RDC,N/A - From RDC,Truck,60,59498,134465.48,2.26,0,"Aurobindo Unit III, India",See DN-3401 (ID#:83180),See DN-3401 (ID#:83180),India,5659
5019,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,9300,106578.0,11.46,0,"Aurobindo Unit III, India",See DN-3418 (ID#:83182),See DN-3418 (ID#:83182),India,9091
5020,Rwanda,From RDC,N/A - From RDC,Truck,240,5233,7587.85,1.45,0,"Aurobindo Unit III, India",1855,6638.3,India,5921
5021,Nigeria,From RDC,N/A - From RDC,Air Charter,60,67334,577725.72,8.58,0,"Aurobindo Unit III, India",8716,26340,India,7633
5022,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,5800,22562.0,3.89,0,"Strides, Bangalore, India.",248,2431.36,India,9091
5023,Haiti,From RDC,N/A - From RDC,Air,120,1865,38195.2,20.48,0,Mylan (formerly Matrix) Nashik,497,5819.7, Nashik,14325
5024,Nigeria,From RDC,N/A - From RDC,Air Charter,60,11605,24950.75,2.15,0,Mylan (formerly Matrix) Nashik,935,49199.75, Nashik,7134
5025,Rwanda,From RDC,N/A - From RDC,Truck,90,2586,24049.8,9.3,0,"Strides, Bangalore, India.",164,2737.75,India,5921
5026,Rwanda,From RDC,N/A - From RDC,Truck,30,1303,6124.1,4.7,0,Mylan (formerly Matrix) Nashik,See DN-3497 (ID#:82640),See DN-3497 (ID#:82640), Nashik,5355
5027,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,9500,38000.0,4.0,0,"Aurobindo Unit III, India",449,3051.95,India,9091
5028,Uganda,From RDC,N/A - From RDC,Air,60,1864,7456.0,4.0,0,"Aurobindo Unit III, India",89,790.29,India,5524
5029,Tanzania,From RDC,N/A - From RDC,Truck,60,11022,125209.92,11.36,0,"Aurobindo Unit III, India",See DN-3531 (ID#:83761),See DN-3531 (ID#:83761),India,5659
5030,Mozambique,From RDC,N/A - From RDC,Truck,60,164250,1409265.0,8.58,0,"Strides, Bangalore, India.",19164,14509.09,India,6624
5031,Nigeria,From RDC,N/A - From RDC,Air Charter,60,2085,8340.0,4.0,0,"Aurobindo Unit III, India",122,30936.1,India,7633
5032,Nigeria,From RDC,N/A - From RDC,Air Charter,30,89490,972756.3,10.87,0,Mylan (formerly Matrix) Nashik,11280,30936.1, Nashik,7134
5033,"Congo, DRC",From RDC,N/A - From RDC,Air,240,440,818.4,1.86,0,"Aurobindo Unit III, India",See DN-3561 (ID#:82654),See DN-3561 (ID#:82654),India,6583
5034,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,70300,473119.0,6.73,0,Mylan (formerly Matrix) Nashik,5565,23776.42, Nashik,8608
5035,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,2867,6020.7,2.1,0,"Aurobindo Unit III, India",5752,18607.76,India,9091
5036,Zimbabwe,From RDC,N/A - From RDC,Truck,240,595,5063.45,8.51,0,"Aurobindo Unit III, India",236,7300,India,6980
5037,Rwanda,From RDC,N/A - From RDC,Truck,60,49998,412983.48,8.26,0,"Aurobindo Unit III, India",See DN-3579 (ID#:83217),See DN-3579 (ID#:83217),India,5921
5038,Mozambique,From RDC,N/A - From RDC,Truck,60,54997,454275.22,8.26,0,"Aurobindo Unit III, India",See DN-3580 (ID#:83772),See DN-3580 (ID#:83772),India,6624
5039,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,4400,17776.0,4.04,0,Mylan (formerly Matrix) Nashik,11043,39329.03, Nashik,8608
5040,Nigeria,From RDC,N/A - From RDC,Air Charter,60,10819,23260.85,2.15,0,Mylan (formerly Matrix) Nashik,411,29674.91, Nashik,7134
5041,Rwanda,From RDC,N/A - From RDC,Truck,60,15862,128640.82,8.11,0,"Aurobindo Unit III, India",1851,5445.73,India,5921
5042,Rwanda,From RDC,N/A - From RDC,Truck,30,30205,325609.9,10.78,0,Mylan (formerly Matrix) Nashik,See DN-3642 (ID#:82668),See DN-3642 (ID#:82668), Nashik,5355
5043,"Congo, DRC",From RDC,N/A - From RDC,Air,60,1000,5500.0,5.5,0,"Aurobindo Unit III, India",204,3298.78,India,6583
5044,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,489,6611.28,13.52,0,Mylan (formerly Matrix) Nashik,See DN-3655 (ID#:83237),See DN-3655 (ID#:83237), Nashik,8608
5045,Mozambique,From RDC,N/A - From RDC,Truck,60,74623,605192.53,8.11,0,"Cipla, Goa, India",10073,7048.57,India,6624
5046,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,240,6738,14149.8,2.1,0,"Aurobindo Unit III, India",2720,32022.51,India,9091
5047,Tanzania,From RDC,N/A - From RDC,Truck,30,34733,199367.42,5.74,0,Mylan (formerly Matrix) Nashik,2746,5989.25, Nashik,5091
5048,Tanzania,From RDC,N/A - From RDC,Truck,30,43479,516965.31,11.89,0,Mylan (formerly Matrix) Nashik,4874,12435.18, Nashik,5091
5049,Tanzania,From RDC,N/A - From RDC,Air,100,43293,56280.9,1.3,0,"Aurobindo Unit III, India",See DN-3762 (ID#:82685),See DN-3762 (ID#:82685),India,5659
5050,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,697,1387.03,1.99,0,"Cipla, Goa, India",47,270.74,India,9091
5051,Nigeria,From RDC,N/A - From RDC,Air Charter,60,27137,110990.33,4.09,0,Mylan (formerly Matrix) Nashik,1169,28812.58, Nashik,7134
5052,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,71,959.92,13.52,0,"Cipla, Patalganga, India",7,22.29,India,9091
5053,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,7303,14532.97,1.99,0,Mylan (formerly Matrix) Nashik,277,2286.63, Nashik,8608
5054,Rwanda,From RDC,N/A - From RDC,Truck,240,800,6800.0,8.5,0,"Aurobindo Unit III, India",297,2282.79,India,5921
5055,Zambia,From RDC,N/A - From RDC,Truck,60,18027,73730.43,4.09,0,"Aurobindo Unit III, India",1228,1765.18,India,6906
5056,Zimbabwe,From RDC,N/A - From RDC,Truck,60,23999,47758.01,1.99,0,Mylan (formerly Matrix) Nashik,1069,7500, Nashik,6420
5057,Uganda,From RDC,N/A - From RDC,Truck,120,3426,69273.72,20.22,0,ABBVIE Ludwigshafen Germany,698,2676,Germany,5868
5058,Mozambique,From RDC,N/A - From RDC,Truck,60,5232,13027.68,2.49,0,"Strides, Bangalore, India.",See DN-3828 (ID#:82713),See DN-3828 (ID#:82713),India,6624
5059,Zambia,From RDC,N/A - From RDC,Truck,60,5432,61001.36,11.23,0,Mylan (formerly Matrix) Nashik,506,635.95, Nashik,6339
5060,Zambia,From RDC,N/A - From RDC,Truck,30,14055,65074.65,4.63,0,"Cipla, Kurkumbh, India",1406,1335.02,India,6906
5061,Nigeria,From RDC,N/A - From RDC,Air Charter,60,6,48.66,8.11,0,"Aurobindo Unit III, India",6589,26731,India,7633
5062,Nigeria,From RDC,N/A - From RDC,Air Charter,60,105344,708965.12,6.73,0,"Aurobindo Unit III, India",10622,61850,India,7633
5063,Zambia,From RDC,N/A - From RDC,Truck,60,1240,6919.2,5.58,0,"Aurobindo Unit III, India",73,4937.65,India,6906
5064,Rwanda,From RDC,N/A - From RDC,Air,60,8953,45570.77,5.09,0,"Cipla, Patalganga, India",805,6220.48,India,5921
5065,Zambia,From RDC,N/A - From RDC,Truck,60,79914,527432.4,6.6,0,"Aurobindo Unit III, India",7194,9410.57,India,6906
5066,Zambia,From RDC,N/A - From RDC,Truck,60,25000,100000.0,4.0,0,Mylan (formerly Matrix) Nashik,See DN-3951 (ID#:82735),See DN-3951 (ID#:82735), Nashik,6339
5067,Rwanda,From RDC,N/A - From RDC,Truck,60,178258,402863.08,2.26,0,"Aurobindo Unit III, India",17140,23340.84,India,5921
5068,"Congo, DRC",From RDC,N/A - From RDC,Air,60,800,1592.0,1.99,0,"Cipla, Goa, India",See DN-3975 (ID#:82748),See DN-3975 (ID#:82748),India,6583
5069,Nigeria,From RDC,N/A - From RDC,Air Charter,60,76832,500944.64,6.52,0,Mylan (formerly Matrix) Nashik,6780,14251, Nashik,7134
5070,Nigeria,From RDC,N/A - From RDC,Air Charter,60,7526,41393.0,5.5,0,"Aurobindo Unit III, India",507,1263,India,7633
5071,Rwanda,From RDC,N/A - From RDC,Truck,60,1766,3514.34,1.99,0,"Cipla, Goa, India",152,1330.99,India,5921
5072,Rwanda,From RDC,N/A - From RDC,Truck,60,21739,48043.19,2.21,0,"Aurobindo Unit III, India",See DN-4012 (ID#:82755),See DN-4012 (ID#:82755),India,5921
5073,Uganda,From RDC,N/A - From RDC,Truck,30,52500,168525.0,3.21,0,"Strides, Bangalore, India.",10119,6852.08,India,5524
5074,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,120,10275,213720.0,20.8,0,"Aurobindo Unit III, India",See DN-4024 (ID#:82756),See DN-4024 (ID#:82756),India,9091
5075,Rwanda,From RDC,N/A - From RDC,Truck,60,3238,16481.42,5.09,0,"Cipla, Patalganga, India",See DN-4040 (ID#:82758),See DN-4040 (ID#:82758),India,5921
5076,Uganda,From RDC,N/A - From RDC,Truck,60,2368,9685.12,4.09,0,"Aurobindo Unit III, India",See DN-4041 (ID#:83291),See DN-4041 (ID#:83291),India,5524
5077,Rwanda,From RDC,N/A - From RDC,Air,240,10401,15705.51,1.51,0,"Aurobindo Unit III, India",3880,28001.97,India,5921
5078,Rwanda,From RDC,N/A - From RDC,Truck,60,2196,7905.6,3.6,0,"Cipla, Goa, India",192,2232.42,India,5921
5079,Haiti,From RDC,N/A - From RDC,Air,120,2000,37800.0,18.9,0,ABBVIE Ludwigshafen Germany,457,5413.7,Germany,7877
5080,Nigeria,From RDC,N/A - From RDC,Air Charter,60,335999,2593912.28,7.72,0,Mylan (formerly Matrix) Nashik,47693,116593, Nashik,7134
5081,Nigeria,From RDC,N/A - From RDC,Air Charter,60,1,7.72,7.72,0,"Cipla, Goa, India",See DN-4098 (ID#:84443),See DN-4098 (ID#:84443),India,7633
5082,Uganda,From RDC,N/A - From RDC,Air,60,74896,163273.28,2.18,0,"Aurobindo Unit III, India",7183,41735,India,5524
5083,Zambia,From RDC,N/A - From RDC,Truck,60,4000,7960.0,1.99,0,"Mylan,  H-12 & H-13, India",312,274.51,India,6906
5084,Zambia,From RDC,N/A - From RDC,Truck,30,65000,208650.0,3.21,0,"Micro labs, Verna, Goa, India",See DN-4111 (ID#:83882),See DN-4111 (ID#:83882),India,6906
5085,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,5,32.6,6.52,0,"Aurobindo Unit III, India",1683,6443.5,India,9091
5086,Rwanda,From RDC,N/A - From RDC,Air,60,10000,36000.0,3.6,0,Mylan (formerly Matrix) Nashik,558,3989.81, Nashik,5355
5087,Zimbabwe,From RDC,N/A - From RDC,Truck,30,94661,908745.6,9.6,0,Mylan (formerly Matrix) Nashik,See DN-4156 (ID#:83893),See DN-4156 (ID#:83893), Nashik,6420
5088,Zimbabwe,From RDC,N/A - From RDC,Truck,60,6180,24411.0,3.95,0,"Aurobindo Unit III, India",See DN-4159 (ID#:83316),See DN-4159 (ID#:83316),India,6980
5089,Uganda,From RDC,N/A - From RDC,Truck,60,8193,15730.56,1.92,0,"Mylan,  H-12 & H-13, India",See DN-4218 (ID#:83326),See DN-4218 (ID#:83326),India,5524
5090,Mozambique,From RDC,N/A - From RDC,Truck,30,5000,67450.0,13.49,0,Mylan (formerly Matrix) Nashik,517,708.23, Nashik,6074
5091,Nigeria,From RDC,N/A - From RDC,Air Charter,120,19100,360990.0,18.9,0,ABBVIE Ludwigshafen Germany,4710,8228.24,Germany,4614
5092,Nigeria,From RDC,N/A - From RDC,Air Charter,60,112000,403200.0,3.6,0,"Strides, Bangalore, India.",6295,16941,India,7633
5093,Nigeria,From RDC,N/A - From RDC,Air Charter,60,1220,6502.6,5.33,0,"Aurobindo Unit III, India",See DN-4278 (ID#:83338),See DN-4278 (ID#:83338),India,7633
5094,Nigeria,From RDC,N/A - From RDC,Air Charter,60,14000,108080.0,7.72,0,"Cipla, Goa, India",1983,4065,India,7633
5095,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,18928,123410.56,6.52,0,"Aurobindo Unit III, India",See DN-4313 (ID#:83921),See DN-4313 (ID#:83921),India,9091
5096,Zambia,From RDC,N/A - From RDC,Truck,60,80901,897192.09,11.09,0,Mylan (formerly Matrix) Nashik,Weight Captured Separately,Freight Included in Commodity Cost, Nashik,6339
5097,Nigeria,From RDC,N/A - From RDC,Air Charter,60,98,737.94,7.53,0,"Aurobindo Unit III, India",See DN-1311 (ID#:82837),See DN-1311 (ID#:82837),India,7633
5098,Nigeria,From RDC,N/A - From RDC,Air,60,316,2768.16,8.76,0,"Aurobindo Unit III, India",See DN-1333 (ID#:82839),See DN-1333 (ID#:82839),India,7633
