,index,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,mfg_site,weight,freight_cost,location,distance
3276,5421,Zimbabwe,From RDC,N/A - From RDC,Truck,60,15000,29850.0,1.99,0.03,"Cipla, Goa, India",1037.0,891.65,India,6980.0
3277,5424,Tanzania,From RDC,N/A - From RDC,Truck,30,12783,151989.87,11.89,0.4,Mylan (formerly Matrix) Nashik,1371.0,7585.82, Nashik,5091.0
3278,5425,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,137,697.33,5.09,0.08,"Cipla, Patalganga, India",2014.0,7726.12,India,9091.0
3279,5426,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,64445,206868.45,3.21,0.11,"Strides, Bangalore, India.",5678.0,20052.11,India,9091.0
3280,5428,Uganda,From RDC,N/A - From RDC,Truck,30,45000,485100.0,10.78,0.36,Mylan (formerly Matrix) Nashik,5083.0,6948.04, Nashik,4961.0
3281,5430,Nigeria,From RDC,N/A - From RDC,Air Charter,60,320300,2472716.0,7.72,0.13,Mylan (formerly Matrix) Nashik,87076.0,194623.44, Nashik,7134.0
3282,5431,Zambia,From RDC,N/A - From RDC,Truck,60,132000,871200.0,6.6,0.11,Mylan (formerly Matrix) Nashik,10615.0,22520.71, Nashik,6339.0
3283,5432,Nigeria,From RDC,N/A - From RDC,Air Charter,30,4,18.44,4.61,0.15,"Cipla, Kurkumbh, India",34119.0,69737,India,7633.0
3284,5433,Uganda,From RDC,N/A - From RDC,Truck,60,6000,11940.0,1.99,0.03,"Cipla, Goa, India",404.0,2055.25,India,5524.0
3285,5434,Tanzania,From RDC,N/A - From RDC,Truck,60,19389,38778.0,2.0,0.03,"Cipla, Goa, India",1293.0,4916,India,5659.0
3286,5435,Uganda,From RDC,N/A - From RDC,Air,120,11607,219372.3,18.9,0.16,ABBVIE Ludwigshafen Germany,2653.0,14056.46,Germany,5868.0
3287,5436,Rwanda,From RDC,N/A - From RDC,Air,60,1700,3315.0,1.95,0.03,"Mylan,  H-12 & H-13, India",268.0,1061.37,India,5921.0
3288,5437,Zambia,From RDC,N/A - From RDC,Truck,30,108856,339630.72,3.12,0.1,"Strides, Bangalore, India.",6431.0,43219.06,India,6906.0
3289,5438,"Congo, DRC",From RDC,N/A - From RDC,Air,240,140,956.2,6.83,0.03,"Aurobindo Unit III, India",139.0,973.2,India,6583.0
3290,5439,Uganda,From RDC,N/A - From RDC,Truck,30,13549,62189.91,4.59,0.15,"Cipla, Kurkumbh, India",1354.0,Freight Included in Commodity Cost,India,5524.0
3291,5440,Nigeria,From RDC,N/A - From RDC,Air Charter,60,912,3283.2,3.6,0.06,Mylan (formerly Matrix) Nashik,71.0,134, Nashik,7134.0
3292,5442,Nigeria,From RDC,N/A - From RDC,Air Charter,60,13660,49176.0,3.6,0.06,Mylan (formerly Matrix) Nashik,849.0,1871.34, Nashik,7134.0
3293,5445,Uganda,From RDC,N/A - From RDC,Truck,60,14476,57180.2,3.95,0.07,"Cipla, Patalganga, India",839.0,8402.24,India,5524.0
3294,5460,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,4464,8570.88,1.92,0.01,"Aurobindo Unit III, India",1655.0,1211.48,India,9091.0
3295,5462,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,3444,7714.56,2.24,0.07,"Aurobindo Unit III, India",200.0,1211.48,India,9091.0
3296,5463,Nigeria,From RDC,N/A - From RDC,Air Charter,60,50000,122000.0,2.44,0.04,"Aurobindo Unit III, India",2390.0,Freight Included in Commodity Cost,India,7633.0
3297,5464,Uganda,From RDC,N/A - From RDC,Air,30,5000,28900.0,5.78,0.19,"Aurobindo Unit III, India",907.0,9044.65,India,5524.0
3298,5465,Nigeria,From RDC,N/A - From RDC,Air Charter,60,755,16172.1,21.42,0.36,Mylan (formerly Matrix) Nashik,75.0,11637.64, Nashik,7134.0
3299,5466,Nigeria,From RDC,N/A - From RDC,Air Charter,30,168,971.04,5.78,0.19,"Aurobindo Unit III, India",15.0,11637.64,India,7633.0
3300,5467,Haiti,From RDC,N/A - From RDC,Air,30,572,1281.28,2.24,0.07,"Aurobindo Unit III, India",33.0,1062.95,India,14446.0
3301,5468,Uganda,From RDC,N/A - From RDC,Air,30,2000,20000.0,10.0,0.33,Mylan (formerly Matrix) Nashik,168.0,2990.92, Nashik,4961.0
3302,5469,Nigeria,From RDC,N/A - From RDC,Air,60,40080,454908.0,11.35,0.19,"Aurobindo Unit III, India",4498.0,19480.97,India,7633.0
3303,5470,Haiti,From RDC,N/A - From RDC,Air,30,26712,154395.36,5.78,0.19,"Aurobindo Unit III, India",2342.0,12016.69,India,14446.0
3304,5474,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,9876,26961.48,2.73,0.05,"Aurobindo Unit III, India",941.0,7779.96,India,9091.0
3305,5475,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,6464,169680.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",571.0,1949.41, Port Elizabeth,5690.0
3306,5481,Nigeria,From RDC,N/A - From RDC,Air Charter,60,10000,112200.0,11.22,0.19,"Aurobindo Unit III, India",1169.0,Freight Included in Commodity Cost,India,7633.0
3307,5482,Nigeria,From RDC,N/A - From RDC,Air Charter,30,350,4112.5,11.75,0.39,Mylan (formerly Matrix) Nashik,29.0,Freight Included in Commodity Cost, Nashik,7134.0
3308,5483,Mozambique,From RDC,N/A - From RDC,Truck,60,30315,340134.3,11.22,0.19,"Aurobindo Unit III, India",3563.0,3423.26,India,6624.0
3309,5484,Nigeria,From RDC,N/A - From RDC,Air Charter,60,6000,16380.0,2.73,0.05,"Aurobindo Unit III, India",577.0,Freight Included in Commodity Cost,India,7633.0
3310,5485,Nigeria,From RDC,N/A - From RDC,Air Charter,30,35000,411250.0,11.75,0.39,Mylan (formerly Matrix) Nashik,2825.0,Freight Included in Commodity Cost, Nashik,7134.0
3311,5486,Nigeria,From RDC,N/A - From RDC,Air Charter,60,3200,28032.0,8.76,0.15,Mylan (formerly Matrix) Nashik,255.0,Freight Included in Commodity Cost, Nashik,7134.0
3312,5487,Uganda,From RDC,N/A - From RDC,Truck,30,3680,36800.0,10.0,0.33,Mylan (formerly Matrix) Nashik,328.0,3522.52, Nashik,4961.0
3313,5489,Nigeria,From RDC,N/A - From RDC,Air Charter,30,3500,16625.0,4.75,0.16,"Aurobindo Unit III, India",309.0,9736.1,India,7633.0
3314,5490,Nigeria,From RDC,N/A - From RDC,Air Charter,30,188,893.0,4.75,0.16,"Aurobindo Unit III, India",17.0,9736.1,India,7633.0
3315,5491,Nigeria,From RDC,N/A - From RDC,Air Charter,90,250,6875.0,27.5,0.31,"Aurobindo Unit III, India",42.0,9736.1,India,7633.0
3316,5493,Nigeria,From RDC,N/A - From RDC,Air Charter,30,9852,98520.0,10.0,0.33,Mylan (formerly Matrix) Nashik,1078.0,9736.1, Nashik,7134.0
3317,5494,Uganda,From RDC,N/A - From RDC,Air,60,17000,190740.0,11.22,0.19,Mylan (formerly Matrix) Nashik,2156.0,14467.75, Nashik,4961.0
3318,5495,Tanzania,From RDC,N/A - From RDC,Air,60,2159,16667.48,7.72,0.13,"Aurobindo Unit III, India",454.0,3219.93,India,5659.0
3319,5503,Uganda,From RDC,N/A - From RDC,Air,30,1500,17625.0,11.75,0.39,Mylan (formerly Matrix) Nashik,109.0,2288.29, Nashik,4961.0
3320,5504,Uganda,From RDC,N/A - From RDC,Air,60,2500,6825.0,2.73,0.05,"Strides, Bangalore, India.",132.0,3661.42,India,5524.0
3321,5505,Nigeria,From RDC,N/A - From RDC,Air,60,35199,96093.27,2.73,0.05,"Strides, Bangalore, India.",2411.0,Freight Included in Commodity Cost,India,7633.0
3322,5506,Nigeria,From RDC,N/A - From RDC,Air,60,20000,54600.0,2.73,0.05,"Strides, Bangalore, India.",1370.0,Freight Included in Commodity Cost,India,7633.0
3323,5507,Nigeria,From RDC,N/A - From RDC,Air,30,5000,23000.0,4.6,0.15,"Aurobindo Unit III, India",428.0,Freight Included in Commodity Cost,India,7633.0
3324,5508,Nigeria,From RDC,N/A - From RDC,Air,60,34379,385732.38,11.22,0.19,"Aurobindo Unit III, India",4013.0,Freight Included in Commodity Cost,India,7633.0
3325,5509,Nigeria,From RDC,N/A - From RDC,Air,30,45000,450000.0,10.0,0.33,Mylan (formerly Matrix) Nashik,4050.0,Freight Included in Commodity Cost, Nashik,7134.0
3326,5510,Nigeria,From RDC,N/A - From RDC,Air,30,20000,200000.0,10.0,0.33,Mylan (formerly Matrix) Nashik,1801.0,Freight Included in Commodity Cost, Nashik,7134.0
3327,5512,Nigeria,From RDC,N/A - From RDC,Air Charter,60,15000,131400.0,8.76,0.15,"Aurobindo Unit III, India",1040.0,Freight Included in Commodity Cost,India,7633.0
3328,5516,Nigeria,From RDC,N/A - From RDC,Air Charter,60,5000,56100.0,11.22,0.19,"Aurobindo Unit III, India",659.0,6147.18,India,7633.0
3329,5517,Nigeria,From RDC,N/A - From RDC,Air Charter,30,3000,35250.0,11.75,0.39,Mylan (formerly Matrix) Nashik,270.0,6147.18, Nashik,7134.0
3330,5520,Uganda,From RDC,N/A - From RDC,Air,30,4000,47000.0,11.75,0.39,Mylan (formerly Matrix) Nashik,365.0,6068.75, Nashik,4961.0
3331,5521,Nigeria,From RDC,N/A - From RDC,Air Charter,60,28600,78078.0,2.73,0.05,"Aurobindo Unit III, India",3344.0,6147.14,India,7633.0
3332,5522,Nigeria,From RDC,N/A - From RDC,Air Charter,60,3322,9069.06,2.73,0.05,"Aurobindo Unit III, India",377.0,6147.18,India,7633.0
3333,5525,Zambia,From RDC,N/A - From RDC,Air,60,56054,327915.9,5.85,0.1,"Strides, Bangalore, India.",15140.0,16249.55,India,6906.0
3334,5530,Haiti,From RDC,N/A - From RDC,Air,200,600,810.0,1.35,0.01,"Aurobindo Unit III, India",69.0,29153.27,India,14446.0
3335,5536,Mozambique,From RDC,N/A - From RDC,Air,60,8556,28063.68,3.28,0.05,Mylan (formerly Matrix) Nashik,643.0,4156.94, Nashik,6074.0
3336,5538,Zambia,From RDC,N/A - From RDC,Truck,60,17045,270845.05,15.89,0.26,"Cipla, Patalganga, India",20752.0,17520.43,India,6906.0
3337,5541,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,800,13152.0,16.44,0.27,"Aurobindo Unit III, India",364.0,2700.18,India,9091.0
3338,5542,Uganda,From RDC,N/A - From RDC,Truck,60,9255,103841.1,11.22,0.19,"Aurobindo Unit III, India",1243.0,6120.6,India,5524.0
3339,5545,Tanzania,From RDC,N/A - From RDC,Air,60,2292,17694.24,7.72,0.13,"Aurobindo Unit III, India",617.0,1647,India,5659.0
3340,5548,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,448,6137.6,13.7,0.06,"Aurobindo Unit III, India",1135.0,17941.47,India,9091.0
3341,5550,Nigeria,From RDC,N/A - From RDC,Air Charter,30,19836,395133.12,19.92,0.66,Mylan (formerly Matrix) Nashik,2164.0,12601.06, Nashik,7134.0
3342,5551,Uganda,From RDC,N/A - From RDC,Truck,30,45000,194400.0,4.32,0.14,Mylan (formerly Matrix) Nashik,5075.0,23711.16, Nashik,4961.0
3343,5552,Zimbabwe,From RDC,N/A - From RDC,Truck,60,9073,22773.23,2.51,0.04,"Strides, Bangalore, India.",521.0,2494.56,India,6980.0
3344,5554,Zimbabwe,From RDC,N/A - From RDC,Truck,90,811,7874.81,9.71,0.11,"Aurobindo Unit III, India",103.0,1224.02,India,6980.0
3345,5555,Tanzania,From RDC,N/A - From RDC,Truck,30,28200,561744.0,19.92,0.66,Mylan (formerly Matrix) Nashik,3076.0,3859, Nashik,5091.0
3346,5556,Nigeria,From RDC,N/A - From RDC,Air Charter,30,3000,19710.0,6.57,0.22,"Aurobindo Unit III, India",263.0,13398.06,India,7633.0
3347,5557,Mozambique,From RDC,N/A - From RDC,Truck,60,420,588.0,1.4,0.02,"Aurobindo Unit III, India",36.0,843.36,India,6624.0
3348,5558,Zimbabwe,From RDC,N/A - From RDC,Air,60,5287,17447.1,3.3,0.06,"Cipla, Goa, India",357.0,2001.46,India,6980.0
3349,5559,Haiti,From RDC,N/A - From RDC,Air,240,3100,6045.0,1.95,0.01,"Aurobindo Unit III, India",1156.0,14661.14,India,14446.0
3350,5562,Tanzania,From RDC,N/A - From RDC,Truck,30,3428,68285.76,19.92,0.66,Mylan (formerly Matrix) Nashik,396.0,1047.17, Nashik,5091.0
3351,5563,Zimbabwe,From RDC,N/A - From RDC,Truck,60,24940,105995.0,4.25,0.07,Mylan (formerly Matrix) Nashik,1456.0,2326.77, Nashik,6420.0
3352,5564,Zimbabwe,From RDC,N/A - From RDC,Truck,240,808,10100.0,12.5,0.05,"Aurobindo Unit III, India",298.0,1360.32,India,6980.0
3353,5565,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,8640,129945.6,15.04,0.25,Mylan (formerly Matrix) Nashik,777.0,3274.41, Nashik,8608.0
3354,5566,Tanzania,From RDC,N/A - From RDC,Truck,60,9940,42245.0,4.25,0.07,Mylan (formerly Matrix) Nashik,562.0,6614.27, Nashik,5091.0
3355,5567,Haiti,From RDC,N/A - From RDC,Air,240,320,4000.0,12.5,0.05,"Aurobindo Unit III, India",122.0,2053.52,India,14446.0
3356,5568,Rwanda,From RDC,N/A - From RDC,Truck,30,263,5260.0,20.0,0.67,"Aurobindo Unit III, India",21.0,14622.43,India,5921.0
3357,5570,Nigeria,From RDC,N/A - From RDC,Air Charter,60,129958,1458128.76,11.22,0.19,"Aurobindo Unit III, India",18907.0,15322.73,India,7633.0
3358,5573,Haiti,From RDC,N/A - From RDC,Air,240,4000,8400.0,2.1,0.01,"Aurobindo Unit III, India",1587.0,16163.28,India,14446.0
3359,5582,Mozambique,From RDC,N/A - From RDC,Truck,240,41998,81896.1,1.95,0.01,"Aurobindo Unit III, India",12489.0,9458.64,India,6624.0
3360,5585,Tanzania,From RDC,N/A - From RDC,Truck,90,6510,57743.7,8.87,0.1,"Aurobindo Unit III, India",830.0,1698.83,India,5659.0
3361,5586,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,47614,196169.68,4.12,0.14,"Strides, Bangalore, India.",3453.0,9657.88,India,9091.0
3362,5587,Nigeria,From RDC,N/A - From RDC,Air Charter,90,1530,13571.1,8.87,0.1,"Aurobindo Unit III, India",233.0,25231.96,India,7633.0
3363,5588,Nigeria,From RDC,N/A - From RDC,Air Charter,30,3000,16500.0,5.5,0.18,Mylan (formerly Matrix) Nashik,188.0,25231.96, Nashik,7134.0
3364,5589,Tanzania,From RDC,N/A - From RDC,Truck,60,11262,47863.5,4.25,0.07,Mylan (formerly Matrix) Nashik,641.0,3279.25, Nashik,5091.0
3365,5590,Zambia,From RDC,N/A - From RDC,Truck,30,54850,492004.5,8.97,0.3,Mylan (formerly Matrix) Nashik,2236.0,5447.21, Nashik,6339.0
3366,5596,Zambia,From RDC,N/A - From RDC,Truck,60,15000,219450.0,14.63,0.24,Mylan (formerly Matrix) Nashik,1677.0,8510.81, Nashik,6339.0
3367,5597,Mozambique,From RDC,N/A - From RDC,Truck,60,4666,25103.08,5.38,0.09,"Strides, Bangalore, India.",346.0,3580.36,India,6624.0
3368,5600,Zambia,From RDC,N/A - From RDC,Truck,30,109226,450011.12,4.12,0.14,"Strides, Bangalore, India.",6636.0,10598.2,India,6906.0
3369,5601,Nigeria,From RDC,N/A - From RDC,Air Charter,60,326131,3587441.0,11.0,0.18,Mylan (formerly Matrix) Nashik,46522.0,27441.22, Nashik,7134.0
3370,5602,Nigeria,From RDC,N/A - From RDC,Air Charter,30,39680,219827.2,5.54,0.18,Mylan (formerly Matrix) Nashik,3329.0,27441.25, Nashik,7134.0
3371,5605,Haiti,From RDC,N/A - From RDC,Air,30,50928,282141.12,5.54,0.18,"Cipla, Kurkumbh, India",5456.0,53775.56,India,14446.0
3372,5606,Zambia,From RDC,N/A - From RDC,Truck,60,7452,97993.8,13.15,0.22,"Aurobindo Unit III, India",737.0,4496.13,India,6906.0
3373,5610,Côte d'Ivoire,From RDC,N/A - From RDC,Air Charter,60,3136,94080.0,30.0,0.5,Mylan (formerly Matrix) Nashik,478.0,2330.22, Nashik,8608.0
3374,5611,Nigeria,From RDC,N/A - From RDC,Air Charter,60,20000,46600.0,2.33,0.04,"Aurobindo Unit III, India",2238.0,17090,India,7633.0
3375,5612,Nigeria,From RDC,N/A - From RDC,Air Charter,30,27911,154626.94,5.54,0.18,"Cipla, Kurkumbh, India",11969.0,17090,India,7633.0
3376,5615,Nigeria,From RDC,N/A - From RDC,Air Charter,60,732,1705.56,2.33,0.04,"Strides, Bangalore, India.",57.0,21347.13,India,7633.0
3377,5617,Uganda,From RDC,N/A - From RDC,Air,60,26574,206745.72,7.78,0.13,"Cipla, Goa, India",2369.0,19980.62,India,5524.0
3378,5619,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,240,608,7600.0,12.5,0.05,"Aurobindo Unit III, India",223.0,2641.45,India,9091.0
3379,5620,Tanzania,From RDC,N/A - From RDC,Truck,60,38347,105837.72,2.76,0.05,Mylan (formerly Matrix) Nashik,1502.0,6900.62, Nashik,5091.0
3380,5622,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,2528,27808.0,11.0,0.37,"Aurobindo Unit III, India",740.0,4754.52,India,9091.0
3381,5623,Rwanda,From RDC,N/A - From RDC,Air,120,7541,223816.88,29.68,0.25,Mylan (formerly Matrix) Nashik,2003.0,32401.62, Nashik,5355.0
3382,5627,Zimbabwe,From RDC,N/A - From RDC,Truck,240,80,1000.0,12.5,0.05,"Aurobindo Unit III, India",29.0,588.72,India,6980.0
3383,5630,Rwanda,From RDC,N/A - From RDC,Air,30,50400,197064.0,3.91,0.13,"Strides, Bangalore, India.",3090.0,16603.9,India,5921.0
3384,5632,Mozambique,From RDC,N/A - From RDC,Truck,60,17520,171871.2,9.81,0.16,Mylan (formerly Matrix) Nashik,9370.0,3855.94, Nashik,6074.0
3385,5633,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,56228,204669.92,3.64,0.12,"Aurobindo Unit III, India",6242.0,17129.96,India,9091.0
3386,5635,Zambia,From RDC,N/A - From RDC,Truck,60,50000,122000.0,2.44,0.04,Mylan (formerly Matrix) Nashik,7567.0,16697.66, Nashik,6339.0
3387,5637,Nigeria,From RDC,N/A - From RDC,Air,120,51861,1384688.7,26.7,0.22,"Aurobindo Unit III, India",14647.0,15459.09,India,7633.0
3388,5638,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,15120,41731.2,2.76,0.05,Mylan (formerly Matrix) Nashik,959.0,4424.91, Nashik,8608.0
3389,5639,Nigeria,From RDC,N/A - From RDC,Air,90,6654,48574.2,7.3,0.08,"Strides, Bangalore, India.",465.0,51090,India,7633.0
3390,5640,Tanzania,From RDC,N/A - From RDC,Truck,120,574,15325.8,26.7,0.22,"Aurobindo Unit III, India",4758.0,6031.15,India,5659.0
3391,5641,Mozambique,From RDC,N/A - From RDC,Truck,60,84875,816497.5,9.62,0.16,"Cipla, Goa, India",18031.0,7433.02,India,6624.0
3392,5647,Zimbabwe,From RDC,N/A - From RDC,Truck,30,810,11307.6,13.96,0.47,Mylan (formerly Matrix) Nashik,52.0,1600, Nashik,6420.0
3393,5656,Tanzania,From RDC,N/A - From RDC,Truck,30,31512,191277.84,6.07,0.2,Mylan (formerly Matrix) Nashik,2635.0,3300.95, Nashik,5091.0
3394,5657,Uganda,From RDC,N/A - From RDC,Truck,240,36229,70646.55,1.95,0.01,"Aurobindo Unit III, India",13310.0,12203.29,India,5524.0
3395,5658,Tanzania,From RDC,N/A - From RDC,Truck,30,1980,7999.2,4.04,0.13,Mylan (formerly Matrix) Nashik,126.0,1382, Nashik,5091.0
3396,5661,Uganda,From RDC,N/A - From RDC,Truck,60,5861,24323.15,4.15,0.07,Mylan (formerly Matrix) Nashik,345.0,3426.68, Nashik,4961.0
3397,5662,Nigeria,From RDC,N/A - From RDC,Air Charter,30,59615,772610.4,12.96,0.43,"Cipla, Goa, India",7722.0,14547.55,India,7633.0
3398,5663,Nigeria,From RDC,N/A - From RDC,Air Charter,60,9627,21757.02,2.26,0.04,"Aurobindo Unit III, India",486.0,14547.55,India,7633.0
3399,5664,Rwanda,From RDC,N/A - From RDC,Air,240,3000,6300.0,2.1,0.01,"Aurobindo Unit III, India",1151.0,7086.88,India,5921.0
3400,5665,Mozambique,From RDC,N/A - From RDC,Truck,60,10000,129600.0,12.96,0.22,Mylan (formerly Matrix) Nashik,1033.0,7951.22, Nashik,6074.0
3401,5666,Zambia,From RDC,N/A - From RDC,Truck,30,53787,697079.52,12.96,0.43,"Cipla, Goa, India",6342.0,42040.3,India,6906.0
3402,5667,Zambia,From RDC,N/A - From RDC,Truck,60,107832,754824.0,7.0,0.12,"Cipla, Goa, India",8744.0,12651.44,India,6906.0
3403,5669,Zimbabwe,From RDC,N/A - From RDC,Truck,60,49000,203350.0,4.15,0.07,Mylan (formerly Matrix) Nashik,3573.0,11133.66, Nashik,6420.0
3404,5670,Tanzania,From RDC,N/A - From RDC,Truck,60,578,2312.0,4.0,0.07,Mylan (formerly Matrix) Nashik,24.0,1506.5, Nashik,5091.0
3405,5672,Tanzania,From RDC,N/A - From RDC,Air,60,60000,495600.0,8.26,0.14,"Cipla, Goa, India",7857.0,40857.69,India,5659.0
3406,5678,Uganda,From RDC,N/A - From RDC,Air,60,50000,413000.0,8.26,0.14,Mylan (formerly Matrix) Nashik,6481.0,36226.26, Nashik,4961.0
3407,5680,Tanzania,From RDC,N/A - From RDC,Truck,240,14146,27584.7,1.95,0.01,"Aurobindo Unit III, India",5475.0,17114.5,India,5659.0
3408,5682,Zambia,From RDC,N/A - From RDC,Truck,60,62000,710520.0,11.46,0.19,Mylan (formerly Matrix) Nashik,6795.0,14316.94, Nashik,6339.0
3409,5685,Zambia,From RDC,N/A - From RDC,Truck,60,80000,180800.0,2.26,0.04,"Micro labs, Verna, Goa, India",6502.0,13300.01,India,6906.0
3410,5686,Nigeria,From RDC,N/A - From RDC,Air Charter,60,123700,1061346.0,8.58,0.14,"Cipla, Goa, India",18882.0,20225.07,India,7633.0
3411,5688,Zambia,From RDC,N/A - From RDC,Truck,60,20000,77800.0,3.89,0.06,Mylan (formerly Matrix) Nashik,117.0,5900, Nashik,6339.0
3412,5689,Uganda,From RDC,N/A - From RDC,Truck,60,990,11345.4,11.46,0.19,"Aurobindo Unit III, India",597.0,2279.5,India,5524.0
3413,5691,Tanzania,From RDC,N/A - From RDC,Truck,60,50000,194500.0,3.89,0.06,Mylan (formerly Matrix) Nashik,2791.0,10167.54, Nashik,5091.0
3414,5692,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,4800,10704.0,2.23,0.04,"Strides, Bangalore, India.",216.0,4017.7,India,9091.0
3415,5693,Mozambique,From RDC,N/A - From RDC,Truck,60,33650,187767.0,5.58,0.09,"Aurobindo Unit III, India",6904.0,5816.46,India,6624.0
3416,5694,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,1200,0.0,0.0,0.0,"Aurobindo Unit III, India",80.0,1532.73,India,9091.0
3417,5696,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,9744,45796.8,4.7,0.16,"Cipla, Kurkumbh, India",989.0,12924.8,India,9091.0
3418,5699,Uganda,From RDC,N/A - From RDC,Air,60,23819,53830.94,2.26,0.04,"Strides, Bangalore, India.",1447.0,8854.24,India,5524.0
3419,5701,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,72300,240759.0,3.33,0.11,"Strides, Bangalore, India.",4392.0,18607.76,India,9091.0
3420,5702,Zimbabwe,From RDC,N/A - From RDC,Truck,60,290000,1087500.0,3.75,0.06,Mylan (formerly Matrix) Nashik,16192.0,18090.64, Nashik,6420.0
3421,5704,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,1481,3184.15,2.15,0.04,"Aurobindo Unit III, India",141.0,1400,India,9091.0
3422,5706,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,120,964,19318.56,20.04,0.17,Mylan (formerly Matrix) Nashik,6705.0,27664.61, Nashik,8608.0
3423,5708,Tanzania,From RDC,N/A - From RDC,Truck,30,1542,8851.08,5.74,0.19,"Aurobindo Unit III, India",9400.0,2317.16,India,5659.0
3424,5710,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,24765,200844.15,8.11,0.14,"Strides, Bangalore, India.",2666.0,11186.09,India,9091.0
3425,5713,Tanzania,From RDC,N/A - From RDC,Truck,30,50000,594500.0,11.89,0.4,"Cipla, Goa, India",5446.0,27804.65,India,5659.0
3426,5715,Mozambique,From RDC,N/A - From RDC,Truck,120,12800,241920.0,18.9,0.16,ABBVIE Ludwigshafen Germany,2844.0,4853.84,Germany,8163.0
3427,5717,Nigeria,From RDC,N/A - From RDC,Air Charter,60,85800,321750.0,3.75,0.06,Mylan (formerly Matrix) Nashik,5605.0,45180.63, Nashik,7134.0
3428,5718,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,24765,200844.15,8.11,0.14,"Strides, Bangalore, India.",2751.0,11438.93,India,9091.0
3429,5720,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,240,3393,7125.3,2.1,0.01,"Cipla, Goa, India",1273.0,4783.36,India,9091.0
3430,5721,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,7000,14700.0,2.1,0.01,"Cipla, Goa, India",2625.0,9868.54,India,9091.0
3431,5722,Mozambique,From RDC,N/A - From RDC,Truck,60,26512,172858.24,6.52,0.11,"Aurobindo Unit III, India",2381.0,5073.25,India,6624.0
3432,5724,Nigeria,From RDC,N/A - From RDC,Air Charter,30,19573,264626.96,13.52,0.45,"Cipla, Patalganga, India",1947.0,28812.57,India,7633.0
3433,5725,Rwanda,From RDC,N/A - From RDC,Truck,60,1419,6385.5,4.5,0.08,"Aurobindo Unit III, India",71.0,961.06,India,5921.0
3434,5727,Tanzania,From RDC,N/A - From RDC,Truck,60,17000,63410.0,3.73,0.06,Mylan (formerly Matrix) Nashik,931.0,6002, Nashik,5091.0
3435,5730,Mozambique,From RDC,N/A - From RDC,Truck,60,9784,63791.68,6.52,0.11,"Aurobindo Unit III, India",884.0,684.86,India,6624.0
3436,5732,Mozambique,From RDC,N/A - From RDC,Truck,60,15000,97800.0,6.52,0.11,"Aurobindo Unit III, India",15659.0,10925.34,India,6624.0
3437,5733,Mozambique,From RDC,N/A - From RDC,Truck,60,33922,275107.42,8.11,0.14,"Cipla, Goa, India",16611.0,11223.8,India,6624.0
3438,5734,Tanzania,From RDC,N/A - From RDC,Truck,60,57859,215814.07,3.73,0.06,Mylan (formerly Matrix) Nashik,3090.0,17858.3, Nashik,5091.0
