,index,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,mfg_site,weight,freight_cost,location,distance,fair_cost
3629,6091,Tanzania,From RDC,N/A - From RDC,Truck,60,14789,55458.75,3.75,0.06,Mylan (formerly Matrix) Nashik,825.0,5137.06, Nashik,5091.0,4032.07
3630,6092,Nigeria,From RDC,N/A - From RDC,Air Charter,60,274715,2227938.65,8.11,0.14,Mylan (formerly Matrix) Nashik,66966.0,45180.62, Nashik,7134.0,494818.46
3631,6094,Mozambique,From RDC,N/A - From RDC,Truck,120,18960,358344.0,18.9,0.16,ABBVIE Ludwigshafen Germany,4227.0,2259.81,Germany,8163.0,35052.7
3632,6095,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,120,13429,264685.59,19.71,0.16,Mylan (formerly Matrix) Nashik,3522.0,14985.96, Nashik,8608.0,29532.91
3633,6097,Zambia,From RDC,N/A - From RDC,Truck,60,323,3627.29,11.23,0.19,"Aurobindo Unit III, India",35.0,42.35,India,6906.0,245.37
3634,6101,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,10000,40900.0,4.09,0.07,Mylan (formerly Matrix) Nashik,365.0,2436.32, Nashik,8608.0,3226.42
3635,6102,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,2600,35152.0,13.52,0.45,"Cipla, Patalganga, India",235.0,814.06,India,9091.0,2133.22
3636,6103,Rwanda,From RDC,N/A - From RDC,Air,60,362,720.38,1.99,0.03,Mylan (formerly Matrix) Nashik,16.0,919.81, Nashik,5355.0,77.5
3637,6112,Mozambique,From RDC,N/A - From RDC,Truck,120,14480,285400.8,19.71,0.16,"Aurobindo Unit III, India",7039.0,5192.68,India,6624.0,45419.87
3638,6113,Tanzania,From RDC,N/A - From RDC,Truck,60,54976,206160.0,3.75,0.06,"Strides, Bangalore, India.",2356.0,2151.27,India,5659.0,12799.3
3639,6114,Nigeria,From RDC,N/A - From RDC,Air Charter,60,10383,19727.7,1.9,0.03,"Cipla, Goa, India",767.0,3963.0,India,7633.0,5546.38
3640,6115,Tanzania,From RDC,N/A - From RDC,Truck,60,24876,285078.96,11.46,0.19,Mylan (formerly Matrix) Nashik,2345.0,2456.74, Nashik,5091.0,11875.89
3641,6118,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,120,21497,422631.02,19.66,0.16,Mylan (formerly Matrix) Nashik,21.0,22007.39, Nashik,8608.0,176.54
3642,6119,Nigeria,From RDC,N/A - From RDC,Air Charter,30,6776,21141.12,3.12,0.1,"Micro labs, Verna, Goa, India",514.0,898.0,India,7633.0,3772.46
3643,6121,Zimbabwe,From RDC,N/A - From RDC,Air,60,20000,75000.0,3.75,0.06,"Strides, Bangalore, India.",1920.0,5055.8,India,6980.0,12865.54
3644,6124,Zimbabwe,From RDC,N/A - From RDC,Truck,60,30457,60609.43,1.99,0.03,"Mylan,  H-12 & H-13, India",2375.0,6819.95,India,6980.0,14994.72
3645,6126,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,120,11728,227054.08,19.36,0.16,"Aurobindo Unit III, India",2932.0,8936.06,India,9091.0,26434.52
3646,6132,Zambia,From RDC,N/A - From RDC,Truck,30,600906,5768697.6,9.6,0.32,Mylan (formerly Matrix) Nashik,67880.0,78454.01, Nashik,6339.0,430291.32
3647,6143,Nigeria,From RDC,N/A - From RDC,Air,60,37742,246077.84,6.52,0.11,Mylan (formerly Matrix) Nashik,3322.0,21533.88, Nashik,7134.0,23989.94
3648,6146,Rwanda,From RDC,N/A - From RDC,Air,30,385,1366.75,3.55,0.12,Mylan (formerly Matrix) Nashik,25.0,149.65, Nashik,5355.0,135.76
3649,6147,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,9800,31262.0,3.19,0.11,"Strides, Bangalore, India.",622.0,4958.0,India,9091.0,5849.59
3651,6151,Nigeria,From RDC,N/A - From RDC,Air,60,46,114.54,2.49,0.04,"Cipla, Goa, India",2.0,714.34,India,7633.0,14.71
3652,6155,Nigeria,From RDC,N/A - From RDC,Air Charter,240,1200,2304.0,1.92,0.01,"Aurobindo Unit III, India",445.0,9341.49,India,7633.0,4245.86
3653,6159,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,2000,3800.0,1.9,0.01,"Aurobindo Unit III, India",688.0,1211.48,India,9091.0,7900.56
3654,6160,Uganda,From RDC,N/A - From RDC,Air,30,2150,21500.0,10.0,0.33,Mylan (formerly Matrix) Nashik,179.0,2196.29, Nashik,4961.0,879.14
3655,6161,Uganda,From RDC,N/A - From RDC,Air,60,16575,145197.0,8.76,0.15,Mylan (formerly Matrix) Nashik,6843.0,7231.0, Nashik,4961.0,34878.21
3656,6163,Mozambique,From RDC,N/A - From RDC,Air,60,30564,267740.64,8.76,0.15,"Aurobindo Unit III, India",2773.0,6355.08,India,6624.0,18871.59
3657,6164,Nigeria,From RDC,N/A - From RDC,Air Charter,60,11949,104673.24,8.76,0.15,"Aurobindo Unit III, India",1084.0,11637.65,India,7633.0,8500.86
3658,6165,Uganda,From RDC,N/A - From RDC,Air,30,2500,14450.0,5.78,0.19,"Aurobindo Unit III, India",216.0,2064.42,India,5524.0,1176.67
3659,6168,Zambia,From RDC,N/A - From RDC,Air,60,80000,304000.0,3.8,0.06,"Strides, Bangalore, India.",4162.0,9939.38,India,6906.0,27229.99
3660,6171,Uganda,From RDC,N/A - From RDC,Truck,60,1600,4640.0,2.9,0.05,"Aurobindo Unit III, India",157.0,1601.5,India,5524.0,897.17
3661,6172,Uganda,From RDC,N/A - From RDC,Truck,60,6600,74052.0,11.22,0.19,Mylan (formerly Matrix) Nashik,843.0,6470.51, Nashik,4961.0,4249.22
3662,6173,Uganda,From RDC,N/A - From RDC,Truck,30,32660,188774.8,5.78,0.19,"Aurobindo Unit III, India",2804.0,5050.8,India,5524.0,15274.91
3663,6174,Haiti,From RDC,N/A - From RDC,Air,60,192,2976.0,15.5,0.26,"Aurobindo Unit III, India",40.0,12016.69,India,14446.0,581.57
3664,6176,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,4149,11326.77,2.73,0.05,"Aurobindo Unit III, India",394.0,1083.3,India,9091.0,3936.1
3665,6177,Uganda,From RDC,N/A - From RDC,Air,60,744,5602.32,7.53,0.13,"Aurobindo Unit III, India",41.0,1152.14,India,5524.0,234.6
3666,6179,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,864,1296.0,1.5,0.02,"Aurobindo Unit III, India",56.0,3688.33,India,9091.0,407.28
3667,6182,Haiti,From RDC,N/A - From RDC,Air,60,3690,5387.4,1.46,0.02,"Strides, Bangalore, India.",177.0,6036.96,India,14446.0,2101.6
3668,6183,Haiti,From RDC,N/A - From RDC,Air,60,19056,166930.56,8.76,0.15,Mylan (formerly Matrix) Nashik,1517.0,6036.96, Nashik,14325.0,22326.4
3669,6185,Mozambique,From RDC,N/A - From RDC,Truck,60,24880,84592.0,3.4,0.06,"Strides, Bangalore, India.",1401.0,4764.16,India,6624.0,9826.12
3670,6187,Nigeria,From RDC,N/A - From RDC,Air Charter,60,64,156.16,2.44,0.04,"Aurobindo Unit III, India",4.0,124350.82,India,7633.0,30.03
3671,6188,Uganda,From RDC,N/A - From RDC,Air,30,2000,20000.0,10.0,0.33,Mylan (formerly Matrix) Nashik,168.0,1905.63, Nashik,4961.0,825.11
3680,6198,Uganda,From RDC,N/A - From RDC,Truck,60,3354,37631.88,11.22,0.19,"Aurobindo Unit III, India",393.0,1694.0,India,5524.0,2205.76
3681,6199,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,915,6889.95,7.53,0.13,"Aurobindo Unit III, India",51.0,1702.92,India,9091.0,480.27
3682,6200,Tanzania,From RDC,N/A - From RDC,Air,60,3319,9060.87,2.73,0.05,"Aurobindo Unit III, India",699.0,3952.34,India,5659.0,4346.86
3683,6203,Nigeria,From RDC,N/A - From RDC,Air Charter,30,12240,58140.0,4.75,0.16,"Aurobindo Unit III, India",1082.0,9736.1,India,7633.0,8345.84
3684,6204,Nigeria,From RDC,N/A - From RDC,Air Charter,30,336,1596.0,4.75,0.16,"Aurobindo Unit III, India",30.0,9736.1,India,7633.0,231.4
3685,6206,Nigeria,From RDC,N/A - From RDC,Air Charter,30,52000,1035840.0,19.92,0.66,Mylan (formerly Matrix) Nashik,5701.0,9736.1, Nashik,7134.0,40425.93
3686,6207,Nigeria,From RDC,N/A - From RDC,Air Charter,30,11040,219916.8,19.92,0.66,Mylan (formerly Matrix) Nashik,1210.0,9736.1, Nashik,7134.0,8580.14
3687,6208,Nigeria,From RDC,N/A - From RDC,Air Charter,30,3000,59760.0,19.92,0.66,Mylan (formerly Matrix) Nashik,329.0,9736.1, Nashik,7134.0,2332.95
3688,6209,Nigeria,From RDC,N/A - From RDC,Air Charter,30,109140,1282395.0,11.75,0.39,Mylan (formerly Matrix) Nashik,8735.0,9736.1, Nashik,7134.0,62050.32
3689,6210,Haiti,From RDC,N/A - From RDC,Air,60,26400,70224.0,2.66,0.04,"Strides, Bangalore, India.",1456.0,25493.03,India,14446.0,18977.48
3690,6211,Nigeria,From RDC,N/A - From RDC,Air Charter,60,10000,26600.0,2.66,0.04,"Strides, Bangalore, India.",549.0,9736.1,India,7633.0,3780.92
3691,6215,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,488,3728.32,7.64,0.25,Mylan (formerly Matrix) Nashik,28.0,2677.09, Nashik,8608.0,236.61
3692,6216,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,8021,26308.88,3.28,0.05,"Cipla, Goa, India",611.0,17117.51,India,9091.0,5080.43
3693,6217,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,1200,27600.0,23.0,0.77,Mylan (formerly Matrix) Nashik,108.0,5121.68, Nashik,8608.0,933.71
3698,6224,Nigeria,From RDC,N/A - From RDC,Air,60,5000,56100.0,11.22,0.19,"Aurobindo Unit III, India",608.0,6147.18,India,7633.0,4715.32
3699,6225,Nigeria,From RDC,N/A - From RDC,Air Charter,60,40750,457215.0,11.22,0.19,"Aurobindo Unit III, India",5366.0,6147.18,India,7633.0,41615.77
3700,6227,Nigeria,From RDC,N/A - From RDC,Air Charter,30,65502,769648.5,11.75,0.39,Mylan (formerly Matrix) Nashik,5896.0,6147.18, Nashik,7134.0,41883.08
3701,6228,Nigeria,From RDC,N/A - From RDC,Air Charter,30,10000,117500.0,11.75,0.39,Mylan (formerly Matrix) Nashik,900.0,6147.18, Nashik,7134.0,6393.28
3702,6229,Nigeria,From RDC,N/A - From RDC,Air Charter,30,2500,29375.0,11.75,0.39,Mylan (formerly Matrix) Nashik,225.0,6147.18, Nashik,7134.0,1598.32
3703,6230,Nigeria,From RDC,N/A - From RDC,Air Charter,60,1700,19074.0,11.22,0.19,"Aurobindo Unit III, India",224.0,6147.18,India,7633.0,1737.22
3704,6237,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,3968,61504.0,15.5,0.26,"Aurobindo Unit III, India",842.0,8815.65,India,9091.0,7704.01
3705,6244,Zambia,From RDC,N/A - From RDC,Truck,60,40900,134152.0,3.28,0.05,"Cipla, Goa, India",3127.0,8109.92,India,6906.0,19751.58
3706,6249,Nigeria,From RDC,N/A - From RDC,Air Charter,60,34650,89397.0,2.58,0.04,"Aurobindo Unit III, India",3934.0,20264.93,India,7633.0,27933.23
3707,6251,Mozambique,From RDC,N/A - From RDC,Truck,60,120099,1347510.78,11.22,0.19,"Aurobindo Unit III, India",16015.0,12239.88,India,6624.0,107785.23
3708,6254,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,100425,267130.5,2.66,0.04,"Strides, Bangalore, India.",6880.0,7826.75,India,9091.0,56432.55
3709,6259,Nigeria,From RDC,N/A - From RDC,Air Charter,60,77333,867676.26,11.22,0.19,"Aurobindo Unit III, India",11276.0,43548.0,India,7633.0,87450.51
3710,6261,Zambia,From RDC,N/A - From RDC,Air,60,16200,251100.0,15.5,0.26,Mylan (formerly Matrix) Nashik,1583.0,8098.12, Nashik,6339.0,10099.38
3711,6262,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,2084,4063.8,1.95,0.01,"Aurobindo Unit III, India",794.0,8758.36,India,9091.0,8884.0
3712,6267,Uganda,From RDC,N/A - From RDC,Air,60,972,2507.76,2.58,0.04,"Strides, Bangalore, India.",58.0,5596.5,India,5524.0,298.04
3713,6269,Nigeria,From RDC,N/A - From RDC,Air Charter,30,30000,597600.0,19.92,0.66,Mylan (formerly Matrix) Nashik,3272.0,12601.07, Nashik,7134.0,23201.83
3714,6270,Nigeria,From RDC,N/A - From RDC,Air Charter,60,21200,49396.0,2.33,0.04,"Aurobindo Unit III, India",1012.0,12601.07,India,7633.0,7956.67
3715,6272,Mozambique,From RDC,N/A - From RDC,Truck,30,23450,101304.0,4.32,0.14,"Aurobindo Unit III, India",2068.0,3936.86,India,6624.0,13317.92
3716,6277,Zambia,From RDC,N/A - From RDC,Air,240,10000,18000.0,1.8,0.01,"Aurobindo Unit III, India",3637.0,9499.46,India,6906.0,33489.5
3717,6278,Nigeria,From RDC,N/A - From RDC,Air Charter,60,17376,43613.76,2.51,0.04,"Strides, Bangalore, India.",1237.0,13398.06,India,7633.0,9028.23
3718,6279,Nigeria,From RDC,N/A - From RDC,Air Charter,60,64995,163137.45,2.51,0.04,"Strides, Bangalore, India.",4618.0,13398.06,India,7633.0,33704.41
3719,6280,Côte d'Ivoire,From RDC,N/A - From RDC,Air,240,4965,10426.5,2.1,0.01,"Aurobindo Unit III, India",1784.0,2503.33,India,9091.0,18535.25
3720,6282,Mozambique,From RDC,N/A - From RDC,Truck,240,6250,12625.0,2.02,0.01,"Aurobindo Unit III, India",2409.0,3525.03,India,6624.0,18959.07
3721,6283,Nigeria,From RDC,N/A - From RDC,Air Charter,30,29349,258858.18,8.82,0.29,Mylan (formerly Matrix) Nashik,2808.0,13398.06, Nashik,7134.0,19759.72
3722,6286,Nigeria,From RDC,N/A - From RDC,Air,60,2000,11120.0,5.56,0.09,"Cipla, Goa, India",209.0,2136.53,India,7633.0,1549.39
3723,6289,Mozambique,From RDC,N/A - From RDC,Truck,240,1822,3680.44,2.02,0.01,"Aurobindo Unit III, India",707.0,826.26,India,6624.0,5564.16
3724,6290,Uganda,From RDC,N/A - From RDC,Truck,30,3360,66931.2,19.92,0.66,Mylan (formerly Matrix) Nashik,617.0,2886.92, Nashik,4961.0,3042.5
3725,6294,Nigeria,From RDC,N/A - From RDC,Air Charter,30,2389,47588.88,19.92,0.66,Mylan (formerly Matrix) Nashik,277.0,18495.9, Nashik,7134.0,1964.21
3726,6295,Nigeria,From RDC,N/A - From RDC,Air Charter,30,90932,1811365.44,19.92,0.66,Mylan (formerly Matrix) Nashik,10428.0,18495.9, Nashik,7134.0,73945.2
3727,6296,Zambia,From RDC,N/A - From RDC,Truck,30,10015,89834.55,8.97,0.3,Mylan (formerly Matrix) Nashik,819.0,2882.6, Nashik,6339.0,5209.0
3728,6297,Tanzania,From RDC,N/A - From RDC,Truck,240,2374,4629.3,1.95,0.01,"Aurobindo Unit III, India",888.0,4417.96,India,5659.0,6184.85
3729,6298,Mozambique,From RDC,N/A - From RDC,Truck,240,10070,19636.5,1.95,0.01,"Aurobindo Unit III, India",3787.0,2451.86,India,6624.0,30873.95
3730,6299,Zambia,From RDC,N/A - From RDC,Truck,30,50000,448500.0,8.97,0.3,Mylan (formerly Matrix) Nashik,4155.0,6968.97, Nashik,6339.0,26426.63
3731,6302,Rwanda,From RDC,N/A - From RDC,Air,240,580,7250.0,12.5,0.05,"Aurobindo Unit III, India",214.0,2057.2,India,5921.0,1216.41
3732,6303,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,20076,84720.72,4.22,0.14,"Strides, Bangalore, India.",1223.0,3526.27,India,9091.0,11065.6
3733,6304,Côte d'Ivoire,From RDC,N/A - From RDC,Air,30,7132,30097.04,4.22,0.14,"Strides, Bangalore, India.",434.0,3526.27,India,9091.0,3926.79
3734,6305,Nigeria,From RDC,N/A - From RDC,Air Charter,30,361,2317.62,6.42,0.21,Mylan (formerly Matrix) Nashik,40.0,15322.73, Nashik,7134.0,280.03
3735,6308,Haiti,From RDC,N/A - From RDC,Air,30,33600,141792.0,4.22,0.14,"Strides, Bangalore, India.",2047.0,20746.03,India,14446.0,29430.82
3736,6309,Uganda,From RDC,N/A - From RDC,Truck,60,18528,153041.28,8.26,0.14,"Aurobindo Unit III, India",1713.0,15672.8,India,5524.0,9623.0
3737,6321,Zambia,From RDC,N/A - From RDC,Truck,240,40126,78245.7,1.95,0.01,"Aurobindo Unit III, India",12360.0,11292.05,India,6906.0,105056.2
3738,6323,Haiti,From RDC,N/A - From RDC,Air,60,270,372.6,1.38,0.02,"Aurobindo Unit III, India",16.0,1109.0,India,14446.0,200.99
3739,6324,Tanzania,From RDC,N/A - From RDC,Truck,60,233630,1929783.8,8.26,0.14,"Aurobindo Unit III, India",21394.0,13590.64,India,5659.0,123120.66
3740,6325,Uganda,From RDC,N/A - From RDC,Truck,60,19705,50838.9,2.58,0.04,"Strides, Bangalore, India.",1095.0,4405.24,India,5524.0,5626.77
3741,6326,Nigeria,From RDC,N/A - From RDC,Air Charter,30,27574,167649.92,6.08,0.2,Mylan (formerly Matrix) Nashik,2376.0,25231.96, Nashik,7134.0,16727.35
3742,6329,Uganda,From RDC,N/A - From RDC,Truck,30,1150,4738.0,4.12,0.14,"Strides, Bangalore, India.",70.0,1494.6,India,5524.0,394.19
3743,6335,Rwanda,From RDC,N/A - From RDC,Air,30,26962,111083.44,4.12,0.14,"Strides, Bangalore, India.",1638.0,18446.92,India,5921.0,9886.92
3744,6340,Zambia,From RDC,N/A - From RDC,Truck,30,9400,75576.0,8.04,0.27,Mylan (formerly Matrix) Nashik,796.0,4496.13, Nashik,6339.0,5083.5
3745,6341,Rwanda,From RDC,N/A - From RDC,Air,60,5232,68800.8,13.15,0.22,Mylan (formerly Matrix) Nashik,526.0,9994.57, Nashik,5355.0,2827.44
3746,6343,Zimbabwe,From RDC,N/A - From RDC,Truck,60,66980,314806.0,4.7,0.08,"Strides, Bangalore, India.",1838.0,5530.11,India,6980.0,13102.2
3747,6344,Nigeria,From RDC,N/A - From RDC,Air Charter,120,24470,726269.6,29.68,0.25,"Aurobindo Unit III, India",6808.0,21347.12,India,7633.0,52525.74
3748,6345,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,100000,1029000.0,10.29,0.17,Mylan (formerly Matrix) Nashik,13055.0,23994.1, Nashik,8608.0,111394.55
3749,6347,Mozambique,From RDC,N/A - From RDC,Truck,240,24496,47767.2,1.95,0.01,"Aurobindo Unit III, India",9080.0,6483.81,India,6624.0,74025.75
3750,6350,Tanzania,From RDC,N/A - From RDC,Truck,240,26439,51556.05,1.95,0.01,"Aurobindo Unit III, India",9907.0,3853.89,India,5659.0,69001.49
3751,6354,Zambia,From RDC,N/A - From RDC,Truck,30,70156,267294.36,3.81,0.13,"Aurobindo Unit III, India",6022.0,18219.83,India,6906.0,42570.32
3752,6355,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,50000,490500.0,9.81,0.16,"Strides, Bangalore, India.",5625.0,11702.27,India,9091.0,50042.2
3753,6357,Nigeria,From RDC,N/A - From RDC,Air Charter,30,7000,92890.0,13.27,0.44,Mylan (formerly Matrix) Nashik,858.0,16532.5, Nashik,7134.0,6088.68
3754,6359,Nigeria,From RDC,N/A - From RDC,Air Charter,30,69356,1043114.24,15.04,0.5,Mylan (formerly Matrix) Nashik,8038.0,16532.5, Nashik,7134.0,57190.58
3755,6360,Rwanda,From RDC,N/A - From RDC,Air,60,12548,165006.2,13.15,0.22,Mylan (formerly Matrix) Nashik,1297.0,21520.66, Nashik,5355.0,6971.84
3756,6361,Uganda,From RDC,N/A - From RDC,Air,120,2427,72033.36,29.68,0.25,Mylan (formerly Matrix) Nashik,647.0,7263.17, Nashik,4961.0,3244.37
3757,6363,Rwanda,From RDC,N/A - From RDC,Air,60,629,8271.35,13.15,0.22,"Aurobindo Unit III, India",67.0,1618.12,India,5921.0,398.22
3758,6364,Nigeria,From RDC,N/A - From RDC,Air Charter,30,23000,305210.0,13.27,0.44,Mylan (formerly Matrix) Nashik,2437.0,18461.23, Nashik,7134.0,17293.85
3759,6365,Nigeria,From RDC,N/A - From RDC,Air,60,132919,1303935.39,9.81,0.16,Mylan (formerly Matrix) Nashik,18953.0,18461.22, Nashik,7134.0,132316.28
3760,6367,Tanzania,From RDC,N/A - From RDC,Truck,120,16114,472301.34,29.31,0.24,Mylan (formerly Matrix) Nashik,4256.0,6052.1, Nashik,5091.0,21290.28
3761,6372,Uganda,From RDC,N/A - From RDC,Air,30,2700,10287.0,3.81,0.13,"Aurobindo Unit III, India",234.0,2154.1,India,5524.0,1323.15
3762,6373,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,240,3000,6300.0,2.1,0.01,"Aurobindo Unit III, India",1152.0,5971.13,India,9091.0,11968.95
3763,6376,Uganda,From RDC,N/A - From RDC,Air,120,8335,222544.5,26.7,0.22,"Aurobindo Unit III, India",2034.0,10977.65,India,5524.0,11109.57
3764,6381,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,1800,40500.0,22.5,0.75,"Aurobindo Unit III, India",174.0,2148.5,India,9091.0,1581.83
3765,6384,Côte d'Ivoire,From RDC,N/A - From RDC,Air,90,4000,29200.0,7.3,0.08,"Strides, Bangalore, India.",244.0,3138.35,India,9091.0,2187.82
3766,6390,Nigeria,From RDC,N/A - From RDC,Air Charter,30,66700,404869.0,6.07,0.2,"Aurobindo Unit III, India",12046.0,37242.5,India,7633.0,90886.77
3767,6394,Zambia,From RDC,N/A - From RDC,Air,30,18216,110571.12,6.07,0.2,Mylan (formerly Matrix) Nashik,1500.0,7513.5, Nashik,6339.0,9398.85
3768,6396,Nigeria,From RDC,N/A - From RDC,Air Charter,90,848,6190.4,7.3,0.08,"Strides, Bangalore, India.",73.0,14547.55,India,7633.0,549.58
3769,6397,Tanzania,From RDC,N/A - From RDC,Truck,120,7995,174131.1,21.78,0.18,"Aurobindo Unit III, India",1946.0,12382.0,India,5659.0,10921.4
3770,6399,Nigeria,From RDC,N/A - From RDC,Air Charter,90,10743,78423.9,7.3,0.08,"Strides, Bangalore, India.",748.0,20761.0,India,7633.0,5631.27
3771,6400,Tanzania,From RDC,N/A - From RDC,Truck,30,69963,906720.48,12.96,0.43,Mylan (formerly Matrix) Nashik,7819.0,7108.78, Nashik,5091.0,39622.24
3774,6409,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,90,7800,56940.0,7.3,0.08,"Strides, Bangalore, India.",462.0,3033.26,India,9091.0,4142.51
3775,6411,Zimbabwe,From RDC,N/A - From RDC,Truck,60,61591,255602.65,4.15,0.07,"Strides, Bangalore, India.",2641.0,4529.65,India,6980.0,18656.28
3776,6412,Mozambique,From RDC,N/A - From RDC,Truck,30,720,2908.8,4.04,0.13,Mylan (formerly Matrix) Nashik,52.0,504.5, Nashik,6074.0,304.9
3777,6416,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,6000,24000.0,4.0,0.13,Mylan (formerly Matrix) Nashik,243.0,2180.32, Nashik,8608.0,2039.45
3778,6418,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,30,3400,45968.0,13.52,0.45,Mylan (formerly Matrix) Nashik,247.0,2414.89, Nashik,8608.0,2123.03
3779,6420,Zambia,From RDC,N/A - From RDC,Air,30,31760,192783.2,6.07,0.2,"Aurobindo Unit III, India",2875.0,14275.5,India,6906.0,19625.78
3780,6422,Zimbabwe,From RDC,N/A - From RDC,Truck,30,20160,224784.0,11.15,0.37,Mylan (formerly Matrix) Nashik,2277.0,10942.88, Nashik,6420.0,14552.79
3781,6423,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,60,41700,344442.0,8.26,0.14,"Aurobindo Unit III, India",4873.0,18002.87,India,9091.0,45051.3
3782,6424,Uganda,From RDC,N/A - From RDC,Air,60,2277,8857.53,3.89,0.06,Mylan (formerly Matrix) Nashik,128.0,1611.43, Nashik,4961.0,587.67
3783,6429,Tanzania,From RDC,N/A - From RDC,Truck,100,20000,26000.0,1.3,0.01,"Aurobindo Unit III, India",3920.0,6010.2,India,5659.0,17064.06
3784,6430,Tanzania,From RDC,N/A - From RDC,Truck,90,21596,200842.8,9.3,0.1,"Strides, Bangalore, India.",1336.0,5033.8,India,5659.0,7316.54
3785,6431,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,120,20440,418611.2,20.48,0.17,Mylan (formerly Matrix) Nashik,5450.0,23701.58, Nashik,8608.0,46730.34
3786,6432,Rwanda,From RDC,N/A - From RDC,Truck,30,119370,1297551.9,10.87,0.36,Mylan (formerly Matrix) Nashik,13429.0,13380.52, Nashik,5355.0,71449.2
3787,6433,Nigeria,From RDC,N/A - From RDC,Air Charter,60,169447,635426.25,3.75,0.06,"Strides, Bangalore, India.",8039.0,30936.1,India,7633.0,58907.22
3788,6439,Tanzania,From RDC,N/A - From RDC,Truck,90,135,1255.5,9.3,0.1,"Strides, Bangalore, India.",8.0,1231.6,India,5659.0,43.81
3789,6442,Tanzania,From RDC,N/A - From RDC,Truck,60,27293,306500.39,11.23,0.19,Mylan (formerly Matrix) Nashik,2525.0,2352.53, Nashik,5091.0,13049.37
3790,6444,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,240,4157,5944.51,1.43,0.01,"Aurobindo Unit III, India",1385.0,6437.76,India,9091.0,21131.81
3791,6445,Côte d'Ivoire,From RDC,N/A - From RDC,Truck,100,4000,5200.0,1.3,0.01,"Aurobindo Unit III, India",750.0,3138.81,India,9091.0,5244.81
3792,6446,Mozambique,From RDC,N/A - From RDC,Truck,60,405,4548.15,11.23,0.19,Mylan (formerly Matrix) Nashik,39.0,3590.0, Nashik,6074.0,240.47
3793,6449,Tanzania,From RDC,N/A - From RDC,Truck,60,2707,30399.61,11.23,0.19,Mylan (formerly Matrix) Nashik,263.0,1811.6, Nashik,5091.0,1359.2
3794,6452,Zimbabwe,From RDC,N/A - From RDC,Air,60,1973,7892.0,4.0,0.07,"Aurobindo Unit III, India",8894.0,102.67,India,6980.0,65184.13
3795,6453,Uganda,From RDC,N/A - From RDC,Truck,120,5337,100869.3,18.9,0.16,ABBVIE Ludwigshafen Germany,1089.0,3730.8,Germany,5868.0,6491.68
3796,6454,Nigeria,From RDC,N/A - From RDC,Air Charter,60,65761,245288.53,3.73,0.06,"Strides, Bangalore, India.",3156.0,28812.57,India,7633.0,23250.16
3797,6456,Zimbabwe,From RDC,N/A - From RDC,Truck,60,66023,246265.79,3.73,0.06,"Cipla, Goa, India",5780.0,15789.2,India,6980.0,38938.29
3798,6457,Zambia,From RDC,N/A - From RDC,Truck,60,14653,96709.8,6.6,0.11,"Aurobindo Unit III, India",1413.0,1325.68,India,6906.0,9758.18
3799,6461,Nigeria,From RDC,N/A - From RDC,Air Charter,90,635,5905.5,9.3,0.1,"Strides, Bangalore, India.",65.0,177.0,India,7633.0,480.14
