,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
5410,Mozambique,From RDC,RDC,Truck,30,6600,21186,3,0.11,3622,10181,India,6624
5411,Tanzania,From RDC,RDC,Truck,60,20000,74600,3,0.06,3431,19379, Nashik,5091
5412,Zambia,From RDC,RDC,Truck,120,32905,648557,19,0.16,5111,10944, Nashik,6339
5413,Mozambique,From RDC,RDC,Truck,60,74930,607682,8,0.14,9100,6507, Nashik,6074
5414,"Congo, DRC",From RDC,RDC,Air,240,1090,2289,2,0.01,408,5580,India,6583
5415,Rwanda,From RDC,RDC,Air,240,2125,4462,2,0.01,796,5603,India,5921
5416,"Congo, DRC",From RDC,RDC,Air,60,2651,14421,5,0.09,155,3028,India,6583
5417,Nigeria,From RDC,RDC,Air Charter,60,45520,369167,8,0.14,3622,10181, Nashik,7134
5418,Uganda,From RDC,RDC,Truck,60,4000,8600,2,0.04,474,1332,India,5524
5419,Mozambique,From RDC,RDC,Truck,60,7977,90618,11,0.19,3622,10181,India,6624
5420,Zambia,From RDC,RDC,Truck,240,10000,13000,1,0.01,3731,4329,India,6906
5421,Zimbabwe,From RDC,RDC,Truck,60,15000,29850,1,0.03,1037,891,India,6980
5422,"Congo, DRC",From RDC,RDC,Air,240,714,1499,2,0.01,3622,10181,India,6583
5423,Nigeria,From RDC,RDC,Air Charter,60,100000,811000,8,0.14,3622,10181,India,7633
5424,Tanzania,From RDC,RDC,Truck,30,12783,151989,11,0.4,1371,7585, Nashik,5091
5425,Côte d'Ivoire,From RDC,RDC,Truck,60,137,697,5,0.08,2014,7726,India,9091
5426,Côte d'Ivoire,From RDC,RDC,Truck,30,64445,206868,3,0.11,5678,20052,India,9091
5427,Mozambique,From RDC,RDC,Truck,120,13642,264381,19,0.16,3622,10181,India,6624
5428,Uganda,From RDC,RDC,Truck,30,45000,485100,10,0.36,5083,6948, Nashik,4961
5429,Uganda,From RDC,RDC,Truck,120,3663,69230,18,0.16,3622,10181,Germany,5868
5430,Nigeria,From RDC,RDC,Air Charter,60,320300,2472716,7,0.13,87076,194623, Nashik,7134
5431,Zambia,From RDC,RDC,Truck,60,132000,871200,6,0.11,10615,22520, Nashik,6339
5432,Nigeria,From RDC,RDC,Air Charter,30,4,18,4,0.15,34119,69737,India,7633
5433,Uganda,From RDC,RDC,Truck,60,6000,11940,1,0.03,404,2055,India,5524
5434,Tanzania,From RDC,RDC,Truck,60,19389,38778,2,0.03,1293,4916,India,5659
5435,Uganda,From RDC,RDC,Air,120,11607,219372,18,0.16,2653,14056,Germany,5868
5436,Rwanda,From RDC,RDC,Air,60,1700,3315,1,0.03,268,1061,India,5921
5437,Zambia,From RDC,RDC,Truck,30,108856,339630,3,0.1,6431,43219,India,6906
5438,"Congo, DRC",From RDC,RDC,Air,240,140,956,6,0.03,139,973,India,6583
5439,Uganda,From RDC,RDC,Truck,30,13549,62189,4,0.15,1354,10181,India,5524
5440,Nigeria,From RDC,RDC,Air Charter,60,912,3283,3,0.06,71,134, Nashik,7134
5441,Côte d'Ivoire,From RDC,RDC,Truck,60,36971,241050,6,0.11,3622,10181, Nashik,8608
5442,Nigeria,From RDC,RDC,Air Charter,60,13660,49176,3,0.06,849,1871, Nashik,7134
5443,Côte d'Ivoire,From RDC,RDC,Truck,30,7500,26625,3,0.12,3622,10181, Nashik,8608
5444,Nigeria,From RDC,RDC,Air Charter,30,170780,1639488,9,0.32,3622,10181, Nashik,7134
5445,Uganda,From RDC,RDC,Truck,60,14476,57180,3,0.07,839,8402,India,5524
5446,Zimbabwe,From RDC,RDC,Truck,60,2741,5454,1,0.03,3622,10181,India,6980
5447,Zimbabwe,From RDC,RDC,Truck,60,9262,18431,1,0.03,3622,10181,India,6980
5448,Uganda,From RDC,RDC,Truck,60,5126,9841,1,0.03,3622,10181,India,5524
5449,Zambia,From RDC,RDC,Truck,60,89575,195273,2,0.04,3622,10181,India,6906
5450,Uganda,From RDC,RDC,Truck,120,8452,157545,18,0.16,3622,10181,Germany,5868
5451,Zambia,From RDC,RDC,Truck,60,6258,40802,6,0.11,3622,10181, Nashik,6339
5452,Nigeria,From RDC,RDC,Air Charter,60,45,109,2,0.04,3622,10181,India,7633
5453,Uganda,From RDC,RDC,Air,60,100,290,2,0.05,3622,10181,India,5524
5454,Nigeria,From RDC,RDC,Air Charter,60,63,153,2,0.04,3622,10181,India,7633
5455,Nigeria,From RDC,RDC,Air Charter,60,28,210,7,0.13,3622,10181,India,7633
5456,Nigeria,From RDC,RDC,Air Charter,60,3000,8700,2,0.05,3622,10181,India,7633
5457,Haiti,From RDC,RDC,Air,60,398,971,2,0.04,3622,10181,India,14446
5458,Côte d'Ivoire,From RDC,RDC,Air,60,41336,362103,8,0.15,3622,10181,India,9091
5459,Côte d'Ivoire,From RDC,RDC,Air,60,4000,85680,21,0.36,3622,10181, Nashik,8608
5460,Côte d'Ivoire,From RDC,RDC,Air,240,4464,8570,1,0.01,1655,1211,India,9091
5461,Haiti,From RDC,RDC,Air,240,4704,9031,1,0.01,3622,10181,India,14446
5462,Côte d'Ivoire,From RDC,RDC,Air,30,3444,7714,2,0.07,200,1211,India,9091
5463,Nigeria,From RDC,RDC,Air Charter,60,50000,122000,2,0.04,2390,10181,India,7633
5464,Uganda,From RDC,RDC,Air,30,5000,28900,5,0.19,907,9044,India,5524
5465,Nigeria,From RDC,RDC,Air Charter,60,755,16172,21,0.36,75,11637, Nashik,7134
5466,Nigeria,From RDC,RDC,Air Charter,30,168,971,5,0.19,15,11637,India,7633
5467,Haiti,From RDC,RDC,Air,30,572,1281,2,0.07,33,1062,India,14446
5468,Uganda,From RDC,RDC,Air,30,2000,20000,10,0.33,168,2990, Nashik,4961
5469,Nigeria,From RDC,RDC,Air,60,40080,454908,11,0.19,4498,19480,India,7633
5470,Haiti,From RDC,RDC,Air,30,26712,154395,5,0.19,2342,12016,India,14446
5471,Uganda,From RDC,RDC,Truck,60,200,546,2,0.05,3622,10181,India,5524
5472,Uganda,From RDC,RDC,Truck,60,21658,243002,11,0.19,3622,10181, Nashik,4961
5473,Uganda,From RDC,RDC,Truck,60,19942,223749,11,0.19,3622,10181,India,5524
5474,Côte d'Ivoire,From RDC,RDC,Air,60,9876,26961,2,0.05,941,7779,India,9091
5475,Côte d'Ivoire,From RDC,RDC,Air,30,6464,169680,26,0.88,571,1949, Port Elizabeth,5690
5476,Zimbabwe,From RDC,RDC,Truck,30,1900,9747,5,0.17,3622,10181,India,6980
5477,Zimbabwe,From RDC,RDC,Air,60,35802,218750,6,0.1,3622,10181,India,6980
5478,Haiti,From RDC,RDC,Air,60,2610,3680,1,0.02,3622,10181,India,14446
5479,Haiti,From RDC,RDC,Air,60,106,151,1,0.02,3622,10181,India,14446
5480,Uganda,From RDC,RDC,Air,30,26697,136955,5,0.17,3622,10181,India,5524
5481,Nigeria,From RDC,RDC,Air Charter,60,10000,112200,11,0.19,1169,10181,India,7633
5482,Nigeria,From RDC,RDC,Air Charter,30,350,4112,11,0.39,29,10181, Nashik,7134
5483,Mozambique,From RDC,RDC,Truck,60,30315,340134,11,0.19,3563,3423,India,6624
5484,Nigeria,From RDC,RDC,Air Charter,60,6000,16380,2,0.05,577,10181,India,7633
5485,Nigeria,From RDC,RDC,Air Charter,30,35000,411250,11,0.39,2825,10181, Nashik,7134
5486,Nigeria,From RDC,RDC,Air Charter,60,3200,28032,8,0.15,255,10181, Nashik,7134
5487,Uganda,From RDC,RDC,Truck,30,3680,36800,10,0.33,328,3522, Nashik,4961
5488,Uganda,From RDC,RDC,Air,60,70,238,3,0.06,3622,10181,India,5524
5489,Nigeria,From RDC,RDC,Air Charter,30,3500,16625,4,0.16,309,9736,India,7633
5490,Nigeria,From RDC,RDC,Air Charter,30,188,893,4,0.16,17,9736,India,7633
5491,Nigeria,From RDC,RDC,Air Charter,90,250,6875,27,0.31,42,9736,India,7633
5492,Nigeria,From RDC,RDC,Air Charter,60,45000,504900,11,0.19,3622,10181,India,7633
5493,Nigeria,From RDC,RDC,Air Charter,30,9852,98520,10,0.33,1078,9736, Nashik,7134
5494,Uganda,From RDC,RDC,Air,60,17000,190740,11,0.19,2156,14467, Nashik,4961
5495,Tanzania,From RDC,RDC,Air,60,2159,16667,7,0.13,454,3219,India,5659
5496,Côte d'Ivoire,From RDC,RDC,Air,60,9316,22731,2,0.04,3622,10181,India,9091
5497,Côte d'Ivoire,From RDC,RDC,Air,60,8150,154850,19,0.32,3622,10181, Nashik,8608
5498,Côte d'Ivoire,From RDC,RDC,Air,100,6636,32118,4,0.05,3622,10181,India,9091
5499,Côte d'Ivoire,From RDC,RDC,Air,60,6000,14640,2,0.04,3622,10181, Nashik,8608
5500,Haiti,From RDC,RDC,Air,60,8520,19851,2,0.04,3622,10181,India,14446
5501,Haiti,From RDC,RDC,Air,90,1176,11842,10,0.11,3622,10181,India,14446
5502,Haiti,From RDC,RDC,Air,60,504,720,1,0.02,3622,10181,India,14446
5503,Uganda,From RDC,RDC,Air,30,1500,17625,11,0.39,109,2288, Nashik,4961
5504,Uganda,From RDC,RDC,Air,60,2500,6825,2,0.05,132,3661,India,5524
5505,Nigeria,From RDC,RDC,Air,60,35199,96093,2,0.05,2411,10181,India,7633
5506,Nigeria,From RDC,RDC,Air,60,20000,54600,2,0.05,1370,10181,India,7633
5507,Nigeria,From RDC,RDC,Air,30,5000,23000,4,0.15,428,10181,India,7633
5508,Nigeria,From RDC,RDC,Air,60,34379,385732,11,0.19,4013,10181,India,7633
5509,Nigeria,From RDC,RDC,Air,30,45000,450000,10,0.33,4050,10181, Nashik,7134
5510,Nigeria,From RDC,RDC,Air,30,20000,200000,10,0.33,1801,10181, Nashik,7134
5511,Uganda,From RDC,RDC,Air,30,2500,29375,11,0.39,3622,10181, Nashik,4961
5512,Nigeria,From RDC,RDC,Air Charter,60,15000,131400,8,0.15,1040,10181,India,7633
5513,Zimbabwe,From RDC,RDC,Air,60,2100,12033,5,0.1,3622,10181,India,6980
5514,Uganda,From RDC,RDC,Air,30,3000,13350,4,0.15,3622,10181,India,5524
5515,Uganda,From RDC,RDC,Air,60,3000,8190,2,0.05,3622,10181,India,5524
5516,Nigeria,From RDC,RDC,Air Charter,60,5000,56100,11,0.19,659,6147,India,7633
5517,Nigeria,From RDC,RDC,Air Charter,30,3000,35250,11,0.39,270,6147, Nashik,7134
5518,Côte d'Ivoire,From RDC,RDC,Air,60,11994,39340,3,0.05,3622,10181, Nashik,8608
5519,Côte d'Ivoire,From RDC,RDC,Air,60,441,1446,3,0.05,3622,10181,India,9091
5520,Uganda,From RDC,RDC,Air,30,4000,47000,11,0.39,365,6068, Nashik,4961
5521,Nigeria,From RDC,RDC,Air Charter,60,28600,78078,2,0.05,3344,6147,India,7633
5522,Nigeria,From RDC,RDC,Air Charter,60,3322,9069,2,0.05,377,6147,India,7633
5523,Uganda,From RDC,RDC,Air,60,4399,37611,8,0.14,3622,10181, Nashik,4961
5524,Uganda,From RDC,RDC,Air,30,667,2968,4,0.15,3622,10181, Nashik,4961
5525,Zambia,From RDC,RDC,Air,60,56054,327915,5,0.1,15140,16249,India,6906
5526,Côte d'Ivoire,From RDC,RDC,Air,120,4360,168950,38,0.32,3622,10181,India,9091
5527,Côte d'Ivoire,From RDC,RDC,Truck,60,118170,1325867,11,0.19,3622,10181, Nashik,8608
5528,Zambia,From RDC,RDC,Truck,60,59746,342344,5,0.1,3622,10181,India,6906
5529,Zimbabwe,From RDC,RDC,Truck,60,50000,286500,5,0.1,3622,10181,India,6980
5530,Haiti,From RDC,RDC,Air,200,600,810,1,0.01,69,29153,India,14446
5531,Uganda,From RDC,RDC,Air,30,8375,98406,11,0.39,3622,10181, Nashik,4961
5532,Nigeria,From RDC,RDC,Air,90,2150,20876,9,0.11,3622,10181,India,7633
5533,Nigeria,From RDC,RDC,Air,30,21400,206082,9,0.32,3622,10181, Nashik,7134
5534,Zambia,From RDC,RDC,Truck,30,128000,578560,4,0.15,3622,10181,India,6906
5535,Côte d'Ivoire,From RDC,RDC,Truck,240,7483,15115,2,0.01,3622,10181,India,9091
5536,Mozambique,From RDC,RDC,Air,60,8556,28063,3,0.05,643,4156, Nashik,6074
5537,Zimbabwe,From RDC,RDC,Truck,60,112100,608703,5,0.09,3622,10181,India,6980
5538,Zambia,From RDC,RDC,Truck,60,17045,270845,15,0.26,20752,17520,India,6906
5539,Côte d'Ivoire,From RDC,RDC,Air,240,551,1113,2,0.01,3622,10181,India,9091
5540,Haiti,From RDC,RDC,Air,240,4810,8898,1,0.01,3622,10181,India,14446
5541,Côte d'Ivoire,From RDC,RDC,Air,60,800,13152,16,0.27,364,2700,India,9091
5542,Uganda,From RDC,RDC,Truck,60,9255,103841,11,0.19,1243,6120,India,5524
5543,Nigeria,From RDC,RDC,Air Charter,30,55488,605928,10,0.36,3622,10181, Nashik,7134
5544,Nigeria,From RDC,RDC,Air Charter,60,200,280,1,0.02,3622,10181,India,7633
5545,Tanzania,From RDC,RDC,Air,60,2292,17694,7,0.13,617,1647,India,5659
5546,Côte d'Ivoire,From RDC,RDC,Air,90,492,4777,9,0.11,3622,10181,India,9091
5547,Côte d'Ivoire,From RDC,RDC,Air,60,2436,37758,15,0.26,3622,10181, Nashik,8608
5548,Côte d'Ivoire,From RDC,RDC,Air,240,448,6137,13,0.06,1135,17941,India,9091
5549,Uganda,From RDC,RDC,Truck,60,11979,30067,2,0.04,3622,10181,India,5524
5550,Nigeria,From RDC,RDC,Air Charter,30,19836,395133,19,0.66,2164,12601, Nashik,7134
5551,Uganda,From RDC,RDC,Truck,30,45000,194400,4,0.14,5075,23711, Nashik,4961
5552,Zimbabwe,From RDC,RDC,Truck,60,9073,22773,2,0.04,521,2494,India,6980
5553,Uganda,From RDC,RDC,Truck,30,2950,12449,4,0.14,3622,10181, Nashik,4961
5554,Zimbabwe,From RDC,RDC,Truck,90,811,7874,9,0.11,103,1224,India,6980
5555,Tanzania,From RDC,RDC,Truck,30,28200,561744,19,0.66,3076,3859, Nashik,5091
5556,Nigeria,From RDC,RDC,Air Charter,30,3000,19710,6,0.22,263,13398,India,7633
5557,Mozambique,From RDC,RDC,Truck,60,420,588,1,0.02,36,843,India,6624
5558,Zimbabwe,From RDC,RDC,Air,60,5287,17447,3,0.06,357,2001,India,6980
5559,Haiti,From RDC,RDC,Air,240,3100,6045,1,0.01,1156,14661,India,14446
5560,Côte d'Ivoire,From RDC,RDC,Air,60,23147,259709,11,0.19,3622,10181,India,9091
5561,Zimbabwe,From RDC,RDC,Truck,60,9226,49635,5,0.09,3622,10181,India,6980
5562,Tanzania,From RDC,RDC,Truck,30,3428,68285,19,0.66,396,1047, Nashik,5091
5563,Zimbabwe,From RDC,RDC,Truck,60,24940,105995,4,0.07,1456,2326, Nashik,6420
5564,Zimbabwe,From RDC,RDC,Truck,240,808,10100,12,0.05,298,1360,India,6980
5565,Côte d'Ivoire,From RDC,RDC,Air,60,8640,129945,15,0.25,777,3274, Nashik,8608
5566,Tanzania,From RDC,RDC,Truck,60,9940,42245,4,0.07,562,6614, Nashik,5091
5567,Haiti,From RDC,RDC,Air,240,320,4000,12,0.05,122,2053,India,14446
5568,Rwanda,From RDC,RDC,Truck,30,263,5260,20,0.67,21,14622,India,5921
5569,Zimbabwe,From RDC,RDC,Truck,60,4669,13773,2,0.05,3622,10181,India,6980
5570,Nigeria,From RDC,RDC,Air Charter,60,129958,1458128,11,0.19,18907,15322,India,7633
5571,Côte d'Ivoire,From RDC,RDC,Truck,30,11520,103334,8,0.3,3622,10181,India,9091
5572,Côte d'Ivoire,From RDC,RDC,Truck,60,13590,95401,7,0.12,3622,10181, Nashik,8608
5573,Haiti,From RDC,RDC,Air,240,4000,8400,2,0.01,1587,16163,India,14446
5574,"Congo, DRC",From RDC,RDC,Air,60,254,2794,11,0.18,3622,10181, Nashik,6020
5575,"Congo, DRC",From RDC,RDC,Air,60,17,248,14,0.24,3622,10181, Nashik,6020
5576,"Congo, DRC",From RDC,RDC,Air,120,9,303,33,0.28,3622,10181,India,6583
5577,"Congo, DRC",From RDC,RDC,Air,60,400,1032,2,0.04,3622,10181,India,6583
5578,"Congo, DRC",From RDC,RDC,Air,240,463,902,1,0.01,3622,10181,India,6583
5579,"Congo, DRC",From RDC,RDC,Air,240,620,1209,1,0.01,3622,10181,India,6583
5580,"Congo, DRC",From RDC,RDC,Air,240,151,294,1,0.01,3622,10181,India,6583
5581,"Congo, DRC",From RDC,RDC,Air,30,19,115,6,0.2,3622,10181, Nashik,6020
5582,Mozambique,From RDC,RDC,Truck,240,41998,81896,1,0.01,12489,9458,India,6624
5583,Zimbabwe,From RDC,RDC,Truck,60,13212,71080,5,0.09,3622,10181,India,6980
5584,Haiti,From RDC,RDC,Air,60,2250,32917,14,0.24,3622,10181, Nashik,14325
5585,Tanzania,From RDC,RDC,Truck,90,6510,57743,8,0.1,830,1698,India,5659
5586,Côte d'Ivoire,From RDC,RDC,Air,30,47614,196169,4,0.14,3453,9657,India,9091
5587,Nigeria,From RDC,RDC,Air Charter,90,1530,13571,8,0.1,233,25231,India,7633
5588,Nigeria,From RDC,RDC,Air Charter,30,3000,16500,5,0.18,188,25231, Nashik,7134
5589,Tanzania,From RDC,RDC,Truck,60,11262,47863,4,0.07,641,3279, Nashik,5091
5590,Zambia,From RDC,RDC,Truck,30,54850,492004,8,0.3,2236,5447, Nashik,6339
5591,Uganda,From RDC,RDC,Truck,60,2900,23200,8,0.13,3622,10181,India,5524
5592,Côte d'Ivoire,From RDC,RDC,Truck,60,10440,152737,14,0.24,3622,10181, Nashik,8608
5593,Zimbabwe,From RDC,RDC,Truck,30,78082,474738,6,0.2,3622,10181, Nashik,6420
5594,Zimbabwe,From RDC,RDC,Truck,60,7150,21092,2,0.05,3622,10181,India,6980
5595,Uganda,From RDC,RDC,Truck,60,12762,140382,11,0.18,3622,10181, Nashik,4961
5596,Zambia,From RDC,RDC,Truck,60,15000,219450,14,0.24,1677,8510, Nashik,6339
5597,Mozambique,From RDC,RDC,Truck,60,4666,25103,5,0.09,346,3580,India,6624
5598,Zimbabwe,From RDC,RDC,Truck,60,71030,382141,5,0.09,3622,10181,India,6980
5599,Zambia,From RDC,RDC,Truck,60,96655,773240,8,0.13,3622,10181,India,6906
5600,Zambia,From RDC,RDC,Truck,30,109226,450011,4,0.14,6636,10598,India,6906
5601,Nigeria,From RDC,RDC,Air Charter,60,326131,3587441,11,0.18,46522,27441, Nashik,7134
5602,Nigeria,From RDC,RDC,Air Charter,30,39680,219827,5,0.18,3329,27441, Nashik,7134
5603,Zimbabwe,From RDC,RDC,Truck,30,17422,71778,4,0.14,3622,10181,India,6980
5604,Côte d'Ivoire,From RDC,RDC,Air,30,1620,36450,22,0.75,3622,10181, Nashik,8608
5605,Haiti,From RDC,RDC,Air,30,50928,282141,5,0.18,5456,53775,India,14446
5606,Zambia,From RDC,RDC,Truck,60,7452,97993,13,0.22,737,4496,India,6906
5607,Zimbabwe,From RDC,RDC,Truck,60,7150,21092,2,0.05,3622,10181,India,6980
5608,Zimbabwe,From RDC,RDC,Truck,60,11574,119096,10,0.17,3622,10181, Nashik,6420
5609,"Congo, DRC",From RDC,RDC,Air,60,1200,2928,2,0.04,3622,10181,India,6583
5610,Côte d'Ivoire,From RDC,RDC,Air Charter,60,3136,94080,30,0.5,478,2330, Nashik,8608
5611,Nigeria,From RDC,RDC,Air Charter,60,20000,46600,2,0.04,2238,17090,India,7633
5612,Nigeria,From RDC,RDC,Air Charter,30,27911,154626,5,0.18,11969,17090,India,7633
5613,Côte d'Ivoire,From RDC,RDC,Air,60,1840,55200,30,0.5,3622,10181, Nashik,8608
5614,Uganda,From RDC,RDC,Air,60,36000,87840,2,0.04,3622,10181,India,5524
5615,Nigeria,From RDC,RDC,Air Charter,60,732,1705,2,0.04,57,21347,India,7633
5616,Zimbabwe,From RDC,RDC,Truck,30,17422,66377,3,0.13,3622,10181,India,6980
5617,Uganda,From RDC,RDC,Air,60,26574,206745,7,0.13,2369,19980,India,5524
5618,Zambia,From RDC,RDC,Truck,60,27452,355777,12,0.22,3622,10181, Nashik,6339
5619,Côte d'Ivoire,From RDC,RDC,Truck,240,608,7600,12,0.05,223,2641,India,9091
5620,Tanzania,From RDC,RDC,Truck,60,38347,105837,2,0.05,1502,6900, Nashik,5091
5621,Nigeria,From RDC,RDC,Air Charter,60,25712,198496,7,0.13,3622,10181,India,7633
5622,Côte d'Ivoire,From RDC,RDC,Truck,30,2528,27808,11,0.37,740,4754,India,9091
5623,Rwanda,From RDC,RDC,Air,120,7541,223816,29,0.25,2003,32401, Nashik,5355
5624,Zimbabwe,From RDC,RDC,Truck,60,10963,26530,2,0.04,3622,10181,India,6980
5625,Zimbabwe,From RDC,RDC,Truck,30,17422,66377,3,0.13,3622,10181,India,6980
5626,"Congo, DRC",From RDC,RDC,Air,60,298,3862,12,0.22,3622,10181, Nashik,6020
5627,Zimbabwe,From RDC,RDC,Truck,240,80,1000,12,0.05,29,588,India,6980
5628,Zambia,From RDC,RDC,Truck,30,17124,66954,3,0.13,3622,10181,India,6906
5629,Côte d'Ivoire,From RDC,RDC,Truck,90,3400,28084,8,0.09,3622,10181,India,9091
5630,Rwanda,From RDC,RDC,Air,30,50400,197064,3,0.13,3090,16603,India,5921
5631,Rwanda,From RDC,RDC,Air,30,11492,63665,5,0.18,3622,10181,India,5921
5632,Mozambique,From RDC,RDC,Truck,60,17520,171871,9,0.16,9370,3855, Nashik,6074
5633,Côte d'Ivoire,From RDC,RDC,Truck,30,56228,204669,3,0.12,6242,17129,India,9091
5634,Côte d'Ivoire,From RDC,RDC,Truck,30,23705,86286,3,0.12,3622,10181,India,9091
5635,Zambia,From RDC,RDC,Truck,60,50000,122000,2,0.04,7567,16697, Nashik,6339
5636,Nigeria,From RDC,RDC,Air,60,11597,89528,7,0.13,3622,10181, Nashik,7134
5637,Nigeria,From RDC,RDC,Air,120,51861,1384688,26,0.22,14647,15459,India,7633
5638,Côte d'Ivoire,From RDC,RDC,Truck,60,15120,41731,2,0.05,959,4424, Nashik,8608
5639,Nigeria,From RDC,RDC,Air,90,6654,48574,7,0.08,465,51090,India,7633
5640,Tanzania,From RDC,RDC,Truck,120,574,15325,26,0.22,4758,6031,India,5659
5641,Mozambique,From RDC,RDC,Truck,60,84875,816497,9,0.16,18031,7433,India,6624
5642,"Congo, DRC",From RDC,RDC,Air,60,155,2008,12,0.22,3622,10181, Nashik,6020
5643,"Congo, DRC",From RDC,RDC,Air,240,7003,13655,1,0.01,3622,10181,India,6583
5644,"Congo, DRC",From RDC,RDC,Air,60,170,392,2,0.04,3622,10181,India,6583
5645,"Congo, DRC",From RDC,RDC,Air,60,1296,9421,7,0.12,3622,10181, Nashik,6020
5646,Uganda,From RDC,RDC,Air,30,14704,178065,12,0.4,3622,10181, Nashik,4961
5647,Zimbabwe,From RDC,RDC,Truck,30,810,11307,13,0.47,52,1600, Nashik,6420
5648,Haiti,From RDC,RDC,Air,60,3024,6834,2,0.04,3622,10181,India,14446
5649,Haiti,From RDC,RDC,Air,90,2000,14600,7,0.08,3622,10181,India,14446
5650,Haiti,From RDC,RDC,Air,200,330,412,1,0.01,3622,10181,India,14446
5651,Haiti,From RDC,RDC,Air,60,53220,386909,7,0.12,3622,10181, Nashik,14325
5652,Uganda,From RDC,RDC,Air,60,7875,17797,2,0.04,3622,10181,India,5524
5653,Zimbabwe,From RDC,RDC,Truck,60,30000,67800,2,0.04,3622,10181,India,6980
5654,Uganda,From RDC,RDC,Truck,60,2125,4802,2,0.04,3622,10181, Nashik,4961
5655,Côte d'Ivoire,From RDC,RDC,Truck,60,50000,429000,8,0.14,3622,10181,India,9091
5656,Tanzania,From RDC,RDC,Truck,30,31512,191277,6,0.2,2635,3300, Nashik,5091
5657,Uganda,From RDC,RDC,Truck,240,36229,70646,1,0.01,13310,12203,India,5524
5658,Tanzania,From RDC,RDC,Truck,30,1980,7999,4,0.13,126,1382, Nashik,5091
5659,Uganda,From RDC,RDC,Truck,30,24912,82956,3,0.11,3622,10181,India,5524
5660,Mozambique,From RDC,RDC,Truck,240,13150,27615,2,0.01,3622,10181,India,6624
5661,Uganda,From RDC,RDC,Truck,60,5861,24323,4,0.07,345,3426, Nashik,4961
5662,Nigeria,From RDC,RDC,Air Charter,30,59615,772610,12,0.43,7722,14547,India,7633
5663,Nigeria,From RDC,RDC,Air Charter,60,9627,21757,2,0.04,486,14547,India,7633
5664,Rwanda,From RDC,RDC,Air,240,3000,6300,2,0.01,1151,7086,India,5921
5665,Mozambique,From RDC,RDC,Truck,60,10000,129600,12,0.22,1033,7951, Nashik,6074
5666,Zambia,From RDC,RDC,Truck,30,53787,697079,12,0.43,6342,42040,India,6906
5667,Zambia,From RDC,RDC,Truck,60,107832,754824,7,0.12,8744,12651,India,6906
5668,Zimbabwe,From RDC,RDC,Truck,60,98203,221938,2,0.04,3622,10181,India,6980
5669,Zimbabwe,From RDC,RDC,Truck,60,49000,203350,4,0.07,3573,11133, Nashik,6420
5670,Tanzania,From RDC,RDC,Truck,60,578,2312,4,0.07,24,1506, Nashik,5091
5671,Zambia,From RDC,RDC,Truck,60,5410,70113,12,0.22,3622,10181,India,6906
5672,Tanzania,From RDC,RDC,Air,60,60000,495600,8,0.14,7857,40857,India,5659
5673,Uganda,From RDC,RDC,Air,60,100000,858000,8,0.14,3622,10181,India,5524
5674,"Congo, DRC",From RDC,RDC,Air,60,379,4911,12,0.22,3622,10181, Nashik,6020
5675,"Congo, DRC",From RDC,RDC,Air,60,1413,3193,2,0.04,3622,10181,India,6583
5676,"Congo, DRC",From RDC,RDC,Air,60,5076,21065,4,0.07,3622,10181, Nashik,6020
5677,"Congo, DRC",From RDC,RDC,Air,60,40,160,4,0.07,3622,10181, Nashik,6020
5678,Uganda,From RDC,RDC,Air,60,50000,413000,8,0.14,6481,36226, Nashik,4961
5679,Mozambique,From RDC,RDC,Truck,60,13100,61570,4,0.08,3622,10181,India,6624
5680,Tanzania,From RDC,RDC,Truck,240,14146,27584,1,0.01,5475,17114,India,5659
5681,Nigeria,From RDC,RDC,Air Charter,60,80000,686400,8,0.14,3622,10181,India,7633
5682,Zambia,From RDC,RDC,Truck,60,62000,710520,11,0.19,6795,14316, Nashik,6339
5683,Côte d'Ivoire,From RDC,RDC,Truck,60,19920,144818,7,0.12,3622,10181,India,9091
5684,Zambia,From RDC,RDC,Truck,60,35496,80220,2,0.04,3622,10181,India,6906
5685,Zambia,From RDC,RDC,Truck,60,80000,180800,2,0.04,6502,13300,India,6906
5686,Nigeria,From RDC,RDC,Air Charter,60,123700,1061346,8,0.14,18882,20225,India,7633
5687,Côte d'Ivoire,From RDC,RDC,Truck,240,2000,4200,2,0.01,3622,10181,India,9091
5688,Zambia,From RDC,RDC,Truck,60,20000,77800,3,0.06,117,5900, Nashik,6339
5689,Uganda,From RDC,RDC,Truck,60,990,11345,11,0.19,597,2279,India,5524
5690,Tanzania,From RDC,RDC,Truck,60,72518,163890,2,0.04,3622,10181,India,5659
5691,Tanzania,From RDC,RDC,Truck,60,50000,194500,3,0.06,2791,10167, Nashik,5091
5692,Côte d'Ivoire,From RDC,RDC,Truck,60,4800,10704,2,0.04,216,4017,India,9091
5693,Mozambique,From RDC,RDC,Truck,60,33650,187767,5,0.09,6904,5816,India,6624
5694,Côte d'Ivoire,From RDC,RDC,Truck,30,1200,0,0,0.0,80,1532,India,9091
5695,Zimbabwe,From RDC,RDC,Truck,60,88500,344265,3,0.06,3622,10181,India,6980
5696,Côte d'Ivoire,From RDC,RDC,Air,30,9744,45796,4,0.16,989,12924,India,9091
5697,Mozambique,From RDC,RDC,Truck,60,34552,232534,6,0.11,3622,10181,India,6624
